locus_tag	gene_name	old_locus_tag	group	gene_length	gc_content	gc3	gc3_deviation	nc	rare_codon_freq
SC_RS26695			Shielded	678	0.6991150442477876	0.915929203539823	0.0016004531611244488	31.53116655092357	0.04888888888888889
SC_RS26635			Shielded	1005	0.7213930348258707	0.9731343283582089	0.05880557797951036	28.604739040601544	0.014970059880239521
SC_RS26515			Shielded	651	0.7050691244239631	0.9216589861751152	0.007330235796416673	34.20368965628477	0.037037037037037035
SC_RS26490			Shielded	663	0.746606334841629	0.9004524886877828	0.013876261690915714	32.056990176654224	0.03636363636363636
SC_RS26005			Shielded	588	0.7380952380952381	0.9540816326530612	0.03975288227436269	30.804548344139377	0.03076923076923077
SC_RS25615			Shielded	357	0.7002801120448179	0.8319327731092437	0.0823959772694548	39.80053923798894	0.059322033898305086
SC_RS25375			Shielded	594	0.6868686868686869	0.9444444444444444	0.03011569406574588	32.43557344985316	0.025380710659898477
SC_RS24435			Shielded	603	0.7263681592039801	0.9353233830845771	0.020994632705878535	32.906972810837914	0.03
SC_RS24270			Shielded	636	0.6525157232704403	0.8537735849056604	0.060555165473038186	39.99478548663079	0.08530805687203792
SC_RS24215			Shielded	594	0.7575757575757576	0.9393939393939394	0.025065189015240907	30.30711042266052	0.02030456852791878
SC_RS24205			Shielded	774	0.7377260981912145	0.9186046511627907	0.004275900784092124	31.684448003849663	0.027237354085603113
SC_RS24140			Shielded	693	0.7215007215007215	0.961038961038961	0.046710210660262486	30.510528349395717	0.021739130434782608
SC_RS23860			Shielded	438	0.7031963470319634	0.958904109589041	0.0445753592103425	30.352974096410314	0.006896551724137931
SC_RS23750			Shielded	651	0.7265745007680492	0.9447004608294931	0.030371710450794565	28.473998674639688	0.013888888888888888
SC_RS23700			Shielded	609	0.7274220032840722	0.9310344827586207	0.016705732379922122	30.80139085938778	0.024752475247524754
SC_RS23135			Shielded	876	0.6963470319634704	0.952054794520548	0.037726044141849435	30.719472776472003	0.027491408934707903
SC_RS23070			Shielded	843	0.6702253855278766	0.8505338078291815	0.06379494254951701	38.2934292236566	0.05
SC_RS22980			Exposed	1023	0.7243401759530792	0.9472140762463344	0.03288532586763582	30.326042443017613	0.029411764705882353
SC_RS22780			Exposed	549	0.7122040072859745	0.9453551912568307	0.03102644087813211	30.033912470330634	0.027472527472527472
SC_RS22290			Shielded	957	0.7157784743991641	0.9749216300940439	0.06059287971534533	27.06786512324551	0.009433962264150943
SC_RS21715			Shielded	465	0.7225806451612903	0.9419354838709677	0.027606733492269164	31.111262952781022	0.01948051948051948
SC_RS21645			Shielded	678	0.6828908554572272	0.8539823008849557	0.06034644949374279	37.33138550929852	0.08444444444444445
SC_RS21295			Shielded	630	0.7111111111111111	0.9523809523809523	0.03805220200225379	30.7413305203582	0.03349282296650718
SC_RS21290			Shielded	513	0.7407407407407407	0.9649122807017544	0.05058353032305585	28.943284577480945	0.011764705882352941
SC_RS21185			Shielded	348	0.7212643678160919	0.896551724137931	0.01777702624076749	31.883936094723396	0.017391304347826087
SC_RS21175			Shielded	651	0.7327188940092166	0.9447004608294931	0.030371710450794565	29.66490494469145	0.009259259259259259
SC_RS21030			Shielded	1350	0.76	0.94	0.025671249621301406	29.940195852174295	0.028953229398663696
SC_RS20810			Shielded	492	0.717479674796748	0.9207317073170732	0.006402956938374671	33.87659855251192	0.03067484662576687
SC_RS20680			Shielded	555	0.7315315315315315	0.8594594594594595	0.05486929091923909	32.791211897044576	0.059782608695652176
SC_RS20630			Shielded	309	0.686084142394822	0.912621359223301	0.0017073911553975307	31.750138744587243	0.0392156862745098
SC_RS20470			Shielded	1119	0.6684539767649688	0.9758713136729222	0.061542563294223696	28.89006052803586	0.008064516129032258
SC_RS20445			Shielded	2598	0.7113163972286374	0.9630484988452656	0.048719748466567014	28.051809980776213	0.015028901734104046
SC_RS20165			Shielded	1083	0.7433056325023084	0.9584487534626038	0.04412000308390529	30.247970686818036	0.022222222222222223
SC_RS19990			Shielded	675	0.725925925925926	0.96	0.045671249621301424	28.283545525031798	0.008928571428571428
SC_RS19230			Shielded	825	0.6872727272727273	0.9309090909090909	0.016580340530392368	32.738094669206696	0.032846715328467155
SC_RS19195			Shielded	447	0.7114093959731543	0.8859060402684564	0.02842271011024211	34.49173855289838	0.033783783783783786
SC_RS18990			Shielded	2526	0.6761678543151227	0.9501187648456056	0.035790014466907105	28.686503815830005	0.026159334126040427
SC_RS18920			Shielded	453	0.7130242825607064	0.9271523178807947	0.012823567502096123	28.953387624271667	0.013333333333333334
SC_RS18895			Shielded	534	0.7209737827715356	0.9550561797752809	0.04072742939658236	32.505367553375905	0.01694915254237288
SC_RS18720			Shielded	795	0.7119496855345911	0.9207547169811321	0.006425966602433553	31.57880846637281	0.03409090909090909
SC_RS18125			Shielded	999	0.7097097097097097	0.963963963963964	0.04963521358526546	27.240754903788783	0.009036144578313253
SC_RS18105			Shielded	762	0.7493438320209974	0.9488188976377953	0.034490147259096715	28.864265691591736	0.015810276679841896
SC_RS17975			Shielded	648	0.7283950617283951	0.9351851851851852	0.02085643480648669	27.45982551176107	0.009302325581395349
SC_RS17945			Shielded	600	0.6966666666666667	0.935	0.020671249621301513	31.257459229179187	0.020100502512562814
SC_RS17790			Shielded	498	0.7208835341365462	0.9036144578313253	0.010714292547373216	33.694314042154964	0.030303030303030304
SC_RS17455			Shielded	915	0.6863387978142077	0.9278688524590164	0.013540102080317862	30.885057429717513	0.01644736842105263
SC_RS17430			Shielded	678	0.7168141592920354	0.9380530973451328	0.023724346966434218	27.465005015020413	0.02666666666666667
SC_RS17165			Shielded	690	0.6768115942028986	0.9130434782608695	0.0012852721178290283	30.969744387542363	0.056768558951965066
SC_RS17140			Shielded	759	0.6640316205533597	0.924901185770751	0.010572435392052437	33.31237128447515	0.06349206349206349
SC_RS16145			Shielded	327	0.7125382262996942	0.8807339449541285	0.03359480542457005	29.965437106330583	0.046296296296296294
SC_RS16060			Shielded	1056	0.7433712121212122	0.9403409090909091	0.02601215871221052	28.761382124642964	0.02564102564102564
SC_RS15850			Shielded	1047	0.7564469914040115	0.9656160458452722	0.051287295466573624	29.388072178743293	0.02586206896551724
SC_RS14555			Shielded	897	0.7346711259754738	0.959866220735786	0.04553747035708744	30.552643371285782	0.020134228187919462
SC_RS14495			Shielded	585	0.7538461538461538	0.9692307692307692	0.05490201885207069	28.58888165247848	0.010309278350515464
SC_RS14235			Shielded	774	0.7325581395348837	0.9496124031007752	0.035283652722076675	30.29060575891627	0.019455252918287938
SC_RS14165			Shielded	1212	0.7277227722772277	0.9306930693069307	0.016364318928232202	31.914476393056148	0.03722084367245657
SC_RS13190			Shielded	1035	0.7285024154589372	0.9710144927536232	0.05668574237492463	30.11277719978138	0.01744186046511628
SC_RS12950			Shielded	624	0.7291666666666666	0.9663461538461539	0.052017403467455314	28.672846075113235	0.00966183574879227
SC_RS12745			Shielded	282	0.6666666666666666	0.9680851063829787	0.05375635600428019	25.833761992138108	0.010752688172043012
SC_RS12565			Shielded	366	0.6857923497267759	0.9016393442622951	0.012689406116403457	32.66930359493085	0.04132231404958678
SC_RS12095			Shielded	657	0.684931506849315	0.9634703196347032	0.04914156925600466	30.620132404314084	0.01834862385321101
SC_RS11925			Shielded	861	0.7038327526132404	0.9198606271777003	0.0055318767990018	32.15836074318309	0.017482517482517484
SC_RS11665			Shielded	759	0.7259552042160737	0.8853754940711462	0.0289532563075523	34.809978859356235	0.03968253968253968
SC_RS11390			Shielded	774	0.710594315245478	0.9534883720930233	0.039159621714324744	30.126169671896935	0.019455252918287938
SC_RS11090			Shielded	693	0.7344877344877345	0.948051948051948	0.033723197673249494	29.29581738368248	0.017391304347826087
SC_RS10650			Shielded	366	0.7486338797814208	0.9016393442622951	0.012689406116403457	33.92902060169281	0.04132231404958678
SC_RS10500			Shielded	528	0.7215909090909091	0.9034090909090909	0.010919659469607601	31.630935075931284	0.02857142857142857
SC_RS10300			Shielded	765	0.7359477124183007	0.9686274509803922	0.05429870060169362	29.67296743699087	0.011811023622047244
SC_RS10105			Shielded	570	0.7368421052631579	0.9421052631578948	0.02777651277919624	30.15432444261274	0.015873015873015872
SC_RS10090			Shielded	978	0.7709611451942741	0.9447852760736196	0.030456525694921077	29.859992192910816	0.024615384615384615
SC_RS09420			Shielded	504	0.7162698412698413	0.9464285714285714	0.032099821049872856	29.480514068507528	0.029940119760479042
SC_RS09265			Shielded	453	0.7218543046357616	0.9668874172185431	0.05255866683984456	29.12551013480651	0.013333333333333334
SC_RS09210			Shielded	1200	0.7633333333333333	0.935	0.020671249621301513	29.144910228633094	0.017543859649122806
SC_RS08870			Shielded	687	0.7205240174672489	0.8864628820960698	0.027865868282628714	36.833713466228616	0.06578947368421052
SC_RS08435			Shielded	492	0.717479674796748	0.8902439024390244	0.024084847939674137	35.640243291663204	0.049079754601226995
SC_RS08265			Shielded	1155	0.7567099567099567	0.935064935064935	0.020736184686236503	30.798760971663317	0.036458333333333336
SC_RS08165			Shielded	861	0.7003484320557491	0.89198606271777	0.022342687660928506	35.44537566780102	0.055944055944055944
SC_RS08060			Shielded	504	0.7063492063492064	0.9285714285714286	0.014242678192730063	31.198065164806366	0.017964071856287425
SC_RS08055			Shielded	762	0.7283464566929134	0.9330708661417323	0.01874211576303375	30.731670366794518	0.02766798418972332
SC_RS08005			Shielded	657	0.7351598173515982	0.9315068493150684	0.0171780989363699	30.2488613853792	0.04128440366972477
SC_RS07625			Shielded	591	0.7225042301184433	0.949238578680203	0.034909828301504464	30.514427407603883	0.02040816326530612
SC_RS07545			Shielded	477	0.7232704402515723	0.9308176100628931	0.016488859684194557	31.461192037246025	0.03164556962025317
SC_RS07425			Shielded	579	0.7271157167530224	0.9533678756476683	0.0390391252689698	31.956374370770433	0.010416666666666666
SC_RS07085			Shielded	825	0.7296969696969697	0.92	0.0056712496213014996	30.763613150134102	0.058394160583941604
SC_RS06310			Exposed	2667	0.7401574803149606	0.8661417322834646	0.04818701809523396	37.3070929768318	0.04954954954954955
SC_RS04925			Shielded	846	0.6855791962174941	0.9432624113475178	0.02893366096881922	29.621667904701724	0.0
SC_RS04060			Shielded	624	0.7467948717948718	0.9134615384615384	0.0008672119171601045	32.443761375067716	0.043478260869565216
SC_RS03980			Shielded	897	0.7424749163879598	0.9264214046822743	0.012092654303575756	32.660239722755115	0.02348993288590604
SC_RS31555			Shielded	654	0.7110091743119266	0.9678899082568807	0.053561157878182164	27.08146075462887	0.009216589861751152
SC_RS18745			Shielded	213	0.647887323943662	0.8169014084507042	0.0974273419279943	61.0	0.02857142857142857
SC_RS16875			Shielded	525	0.6933333333333334	0.8971428571428571	0.01718589323584141	34.5812914473469	0.040229885057471264
SC_RS02550			Shielded	567	0.7160493827160493	0.8941798941798942	0.020148856198804355	32.0264887025055	0.015957446808510637
SC_RS02625			Shielded	2760	0.7333333333333333	0.8739130434782608	0.04041570690043772	36.92451474038093	0.046789989118607184
SC_RS02920			Shielded	609	0.7208538587848933	0.8916256157635468	0.02270313461515172	35.67895036631944	0.034653465346534656
SC_RS02970			Shielded	702	0.7008547008547008	0.9230769230769231	0.008748172698224588	32.784966243916486	0.02145922746781116
SC_RS03095			Shielded	840	0.6928571428571428	0.8678571428571429	0.04647160752155566	34.840541740851044	0.043010752688172046
SC_RS03135			Shielded	675	0.6918518518518518	0.8755555555555555	0.03877319482314301	36.168633753075376	0.022321428571428572
SC_RS03230			Shielded	936	0.7104700854700855	0.8910256410256411	0.02330310935305746	34.94732154242971	0.05466237942122187
SC_RS03240			Shielded	453	0.7019867549668874	0.8675496688741722	0.046779081504526365	35.353820746599695	0.05333333333333334
SC_RS03355			Shielded	1005	0.6805970149253732	0.8388059701492537	0.07552278022944481	41.320741907438716	0.059880239520958084
SC_RS03410			Shielded	864	0.7349537037037037	0.8888888888888888	0.0254398614898097	35.03544357378686	0.05226480836236934
SC_RS03600			Shielded	567	0.7231040564373897	0.8941798941798942	0.020148856198804355	32.262392548582014	0.031914893617021274
SC_RS03790			Shielded	603	0.7097844112769486	0.900497512437811	0.013831237940887586	39.45995814947523	0.045
SC_RS03945			Shielded	1005	0.7522388059701492	0.9044776119402985	0.00985113843840002	35.447371196666104	0.03592814371257485
SC_RS04075			Shielded	1005	0.7293532338308458	0.9402985074626866	0.025969757083988076	32.37446707068047	0.020958083832335328
SC_RS04145			Shielded	447	0.7002237136465325	0.87248322147651	0.04184552890218851	36.80840620494149	0.02702702702702703
SC_RS04520			Shielded	582	0.7491408934707904	0.9432989690721649	0.028970218693466387	30.269535839948034	0.02072538860103627
SC_RS04705			Shielded	1023	0.7790811339198436	0.9472140762463344	0.03288532586763582	30.450753382153813	0.01764705882352941
SC_RS04835			Shielded	762	0.7335958005249343	0.9566929133858267	0.0423641630071282	29.989431200895535	0.019762845849802372
SC_RS04870			Shielded	888	0.7635135135135135	0.9324324324324325	0.018103682053733916	31.501101308268545	0.020338983050847456
SC_RS05030			Shielded	642	0.7398753894080997	0.897196261682243	0.01713248869645556	31.89616653034167	0.03755868544600939
SC_RS06810			Shielded	912	0.706140350877193	0.8651315789473685	0.04919717143133007	38.14548892796878	0.0462046204620462
SC_RS07440			Shielded	576	0.7638888888888888	0.9322916666666666	0.01796291628796809	30.120256319589046	0.031413612565445025
SC_RS07560			Shielded	837	0.7491039426523297	0.9175627240143369	0.0032339736356383764	32.95775450295052	0.025179856115107913
SC_RS07675			Shielded	462	0.7510822510822511	0.9285714285714286	0.014242678192730063	32.62342712454622	0.0196078431372549
SC_RS07910			Exposed	474	0.7383966244725738	0.9493670886075949	0.03503833822889635	30.345450314608193	0.012738853503184714
SC_RS07955			Shielded	576	0.7517361111111112	0.953125	0.03879624962130146	30.380576566386992	0.010471204188481676
SC_RS08270			Shielded	762	0.7598425196850394	0.9448818897637795	0.030553139385080974	31.649965194508926	0.011857707509881422
SC_RS08405			Shielded	1524	0.7690288713910761	0.905511811023622	0.008816939355076547	33.40953932641771	0.04339250493096647
SC_RS08755			Shielded	912	0.7521929824561403	0.9605263157894737	0.04619756541077513	31.037972755488816	0.019801980198019802
SC_RS08765			Shielded	1338	0.7713004484304933	0.92152466367713	0.0071959132984315	36.23328188833974	0.035955056179775284
SC_RS08795			Shielded	654	0.7385321100917431	0.9036697247706422	0.010659025608056316	29.896068561184837	0.059907834101382486
SC_RS09025			Shielded	696	0.7097701149425287	0.9353448275862069	0.02101607720750831	32.44588186845098	0.025974025974025976
SC_RS10405			Shielded	702	0.7307692307692307	0.9401709401709402	0.02584218979224162	29.193317429900908	0.02145922746781116
SC_RS11480			Shielded	669	0.7309417040358744	0.9327354260089686	0.018406675630270097	32.13721809355342	0.03153153153153153
SC_RS11810			Shielded	1107	0.7326106594399278	0.9132791327913279	0.0010496175873706548	32.628302128738454	0.03804347826086957
SC_RS12540			Shielded	630	0.7238095238095238	0.9619047619047619	0.04757601152606339	26.794086112360034	0.014354066985645933
SC_RS13110			Shielded	654	0.7186544342507645	0.926605504587156	0.012276754208457419	33.37219924792978	0.027649769585253458
SC_RS13245			Shielded	579	0.7305699481865285	0.9326424870466321	0.018313736667933567	31.5816824776092	0.010416666666666666
SC_RS13290			Shielded	855	0.6736842105263158	0.8631578947368421	0.051170855641856416	37.73905452532077	0.056338028169014086
SC_RS13505			Shielded	762	0.7519685039370079	0.937007874015748	0.022679123637049492	32.17830509180854	0.02766798418972332
SC_RS13905			Shielded	684	0.7280701754385965	0.9385964912280702	0.024267740849371666	33.557824383735884	0.01762114537444934
SC_RS14615			Shielded	834	0.6534772182254197	0.8201438848920863	0.0941848654866122	39.856631908732034	0.10469314079422383
SC_RS15295			Shielded	903	0.7729789590254706	0.9568106312292359	0.04248188085053739	32.12332105709265	0.013333333333333334
SC_RS15310			Shielded	519	0.7321772639691715	0.930635838150289	0.01630708777159051	30.665837753263403	0.029069767441860465
SC_RS16045			Shielded	1197	0.7577276524644946	0.9523809523809523	0.03805220200225379	29.02078201798617	0.022613065326633167
SC_RS16305			Shielded	894	0.727069351230425	0.9060402684563759	0.008288481922322677	34.109108579192664	0.030303030303030304
SC_RS16420			Shielded	843	0.6559905100830368	0.8398576512455516	0.07447109913314698	38.82447326054988	0.05357142857142857
SC_RS16445			Shielded	846	0.6453900709219859	0.776595744680851	0.13773300569784752	44.53385612665873	0.10320284697508897
SC_RS16890			Shielded	1188	0.7744107744107744	0.9595959595959596	0.04526720921726102	29.79142492507853	0.017721518987341773
SC_RS17040			Shielded	507	0.7514792899408284	0.9526627218934911	0.038333971514792564	29.244512565201404	0.005952380952380952
SC_RS17490			Shielded	870	0.7597701149425288	0.9689655172413794	0.05463676686268082	29.86411927015081	0.01384083044982699
SC_RS18120			Shielded	711	0.759493670886076	0.890295358649789	0.024033391728909503	33.84664113154895	0.0423728813559322
SC_RS18140			Shielded	492	0.7012195121951219	0.926829268292683	0.012500517913984432	29.638661317838434	0.018404907975460124
SC_RS18200			Shielded	1917	0.6906624934793949	0.8482003129890454	0.06612843738965313	37.40241003213866	0.06739811912225706
SC_RS18245			Shielded	669	0.70254110612855	0.9417040358744395	0.027375285495740975	31.41854190141254	0.02702702702702703
SC_RS18415			Shielded	780	0.6884615384615385	0.8423076923076923	0.07202105807100623	37.4252315460928	0.05791505791505792
SC_RS18455			Shielded	756	0.6865079365079365	0.8214285714285714	0.09290017895012714	41.96174825465224	0.08764940239043825
SC_RS18650			Shielded	1395	0.749820788530466	0.9247311827956989	0.01040243241700034	31.329194687233507	0.023706896551724137
SC_RS18945			Shielded	843	0.6571767497034401	0.8861209964412812	0.028207753937417368	35.92729907425777	0.039285714285714285
SC_RS19060			Shielded	1107	0.7398373983739838	0.9728997289972899	0.058570978618591396	29.203550166410672	0.024456521739130436
SC_RS19220			Shielded	642	0.705607476635514	0.9439252336448598	0.029596483266161266	30.34810450133753	0.03286384976525822
SC_RS19300			Shielded	888	0.7376126126126126	0.875	0.03932875037869854	37.277751906245484	0.04745762711864407
SC_RS20085			Shielded	696	0.7054597701149425	0.9137931034482759	0.0005356469304226286	30.86780252896503	0.030303030303030304
SC_RS20405			Shielded	747	0.7536813922356091	0.963855421686747	0.04952667130804844	29.504623169506758	0.020161290322580645
SC_RS21215			Shielded	657	0.7275494672754946	0.9452054794520548	0.030876729073356257	30.903782625744252	0.022935779816513763
SC_RS21460			Shielded	789	0.7287705956907478	0.9315589353612167	0.01723018498251816	31.435684841546543	0.026717557251908396
SC_RS21605			Shielded	711	0.7313642756680732	0.8481012658227848	0.06622748455591376	38.488925609616196	0.05084745762711865
SC_RS21740			Shielded	906	0.7229580573951435	0.8675496688741722	0.046779081504526365	36.255542730649296	0.046511627906976744
SC_RS22050			Shielded	756	0.7037037037037037	0.8650793650793651	0.049249385299333426	40.254686594927506	0.043824701195219126
SC_RS22280			Shielded	501	0.7045908183632734	0.9101796407185628	0.004149109660135708	37.432039934968195	0.024096385542168676
SC_RS22660			Shielded	681	0.7577092511013216	0.8810572687224669	0.033271481656231616	33.60441855989714	0.02654867256637168
SC_RS22755			Shielded	2064	0.7611434108527132	0.9215116279069767	0.007182877528278175	31.54779842994784	0.043668122270742356
SC_RS22760			Shielded	894	0.7639821029082774	0.87248322147651	0.04184552890218851	33.93056773483622	0.07744107744107744
SC_RS22985			Shielded	804	0.7101990049751243	0.9514925373134329	0.03716378693473432	31.295121920860083	0.026217228464419477
SC_RS23125			Shielded	912	0.7160087719298246	0.9210526315789473	0.006723881200248805	33.64662208355981	0.0297029702970297
SC_RS23175			Shielded	426	0.6901408450704225	0.9154929577464789	0.0011642073677803344	34.11900408546602	0.028368794326241134
SC_RS23215			Shielded	816	0.7598039215686274	0.9522058823529411	0.037877131974242584	29.153700212846797	0.01107011070110701
SC_RS23260			Shielded	759	0.7035573122529645	0.8893280632411067	0.025000687137591848	35.99764409475172	0.03571428571428571
SC_RS23495			Shielded	660	0.7363636363636363	0.9090909090909091	0.00523784128778948	34.75506782165099	0.0365296803652968
SC_RS24295			Shielded	2982	0.7515090543259557	0.9305835010060363	0.016254750627337722	30.49306142861757	0.02014098690835851
SC_RS24335			Shielded	897	0.7603121516164995	0.9565217391304348	0.04219298875173627	30.47812544592506	0.010067114093959731
SC_RS24415			Shielded	648	0.7407407407407407	0.9675925925925926	0.05326384221389402	30.203814229281946	0.013953488372093023
SC_RS24660			Shielded	723	0.7455048409405256	0.9336099585062241	0.01928120812752554	30.96025436115464	0.029166666666666667
SC_RS24870			Shielded	852	0.6713615023474179	0.8028169014084507	0.1115118489702478	41.59022032204274	0.06713780918727916
SC_RS24895			Shielded	3009	0.7560651379195746	0.9491525423728814	0.03482379199418284	30.112657974682687	0.0249500998003992
