chrom	position	strand	T1_freq	T2_freq	T3_freq	delta	category	pattern	region
NC_003888.3	5648877	+	84.9	89.24	98.04	13.14	dynamic	Monotone increase	core
NC_003888.3	2474766	+	86.86	93.38	100.0	13.14	dynamic	Monotone increase	core
NC_003888.3	7289324	-	84.73	78.57	91.58	13.010000000000005	dynamic	Valley (T2 min)	arm
NC_003888.3	1805538	+	75.2	81.89	88.14	12.939999999999998	dynamic	Monotone increase	core
NC_003888.3	3185368	+	96.26	93.75	83.33	12.930000000000007	dynamic	Monotone decrease	core
NC_003888.3	2318937	-	58.33	71.22	59.43	12.89	dynamic	Peak (T2 max)	core
NC_003888.3	4955597	+	80.21	67.34	78.87	12.86999999999999	dynamic	Valley (T2 min)	core
NC_003888.3	3486246	+	82.04	94.87	91.9	12.829999999999998	dynamic	Peak (T2 max)	core
NC_003888.3	8059748	+	71.72	84.49	83.33	12.769999999999996	dynamic	Peak (T2 max)	arm
NC_003888.3	3617785	-	93.29	83.66	96.39	12.730000000000004	dynamic	Valley (T2 min)	core
NC_003888.3	6478516	+	72.14	83.26	70.56	12.700000000000003	dynamic	Peak (T2 max)	core
NC_003888.3	251362	-	78.89	86.76	74.07	12.690000000000012	dynamic	Peak (T2 max)	arm
NC_003888.3	6556715	-	73.81	65.88	61.21	12.600000000000001	dynamic	Monotone decrease	core
NC_003888.3	4230958	+	87.22	74.65	75.76	12.569999999999993	dynamic	Valley (T2 min)	core
NC_003888.3	2675206	-	78.81	66.32	72.88	12.490000000000009	dynamic	Valley (T2 min)	core
NC_003888.3	2598013	+	98.41	96.31	86.04	12.36999999999999	dynamic	Monotone decrease	core
NC_003888.3	5681476	-	93.87	89.68	81.65	12.219999999999999	dynamic	Monotone decrease	core
NC_003888.3	4899060	-	73.17	60.99	70.16	12.18	dynamic	Valley (T2 min)	core
NC_003888.3	5188336	+	84.94	84.18	96.3	12.11999999999999	dynamic	Valley (T2 min)	core
NC_003888.3	1940460	-	98.41	86.3	93.27	12.11	dynamic	Valley (T2 min)	core
NC_003888.3	7484367	+	86.3	91.64	79.6	12.040000000000006	dynamic	Peak (T2 max)	arm
NC_003888.3	2889007	+	84.54	96.58	95.54	12.039999999999992	dynamic	Peak (T2 max)	core
NC_003888.3	1394427	-	97.92	100.0	88.01	11.989999999999995	dynamic	Peak (T2 max)	arm
NC_003888.3	5677375	+	82.22	70.3	73.79	11.920000000000002	dynamic	Valley (T2 min)	core
NC_003888.3	6566716	+	91.0	85.3	97.22	11.920000000000002	dynamic	Valley (T2 min)	core
NC_003888.3	2246196	-	100.0	98.33	88.16	11.840000000000003	dynamic	Monotone decrease	core
NC_003888.3	5317558	+	92.86	87.33	81.11	11.75	dynamic	Monotone decrease	core
NC_003888.3	4359447	-	78.06	75.85	66.33	11.730000000000004	dynamic	Monotone decrease	core
NC_003888.3	5820597	+	93.06	86.54	81.33	11.730000000000004	dynamic	Monotone decrease	core
NC_003888.3	1375940	+	97.22	90.3	85.51	11.709999999999994	dynamic	Monotone decrease	arm
NC_003888.3	5003996	-	89.89	78.25	81.32	11.64	dynamic	Valley (T2 min)	core
NC_003888.3	5448109	-	71.67	68.69	60.04	11.630000000000003	dynamic	Monotone decrease	core
NC_003888.3	647285	+	88.37	100.0	100.0	11.629999999999995	dynamic	Other	arm
NC_003888.3	5656844	-	86.94	75.32	77.54	11.620000000000005	dynamic	Valley (T2 min)	core
NC_003888.3	6367295	-	94.35	82.73	88.15	11.61999999999999	dynamic	Valley (T2 min)	core
NC_003888.3	2355371	+	78.51	78.39	89.98	11.590000000000003	dynamic	Valley (T2 min)	core
NC_003888.3	1667535	-	95.65	84.09	89.74	11.560000000000002	dynamic	Valley (T2 min)	core
NC_003888.3	2847682	-	90.67	84.31	79.17	11.5	dynamic	Monotone decrease	core
NC_003888.3	7248425	+	96.25	90.54	84.75	11.5	dynamic	Monotone decrease	arm
NC_003888.3	5038861	+	81.51	70.11	70.01	11.5	dynamic	Monotone decrease	core
NC_003888.3	6157835	+	87.3	95.66	84.21	11.450000000000003	dynamic	Peak (T2 max)	core
NC_003888.3	4654147	+	86.7	86.68	75.34	11.36	dynamic	Monotone decrease	core
NC_003888.3	5563993	-	71.4	82.66	71.3	11.36	dynamic	Peak (T2 max)	core
NC_003888.3	6405086	-	92.1	85.63	96.97	11.340000000000003	dynamic	Valley (T2 min)	core
NC_003888.3	1767009	-	76.31	65.0	71.65	11.310000000000002	dynamic	Valley (T2 min)	core
NC_003888.3	3012824	-	73.89	66.2	77.49	11.289999999999992	dynamic	Valley (T2 min)	core
NC_003888.3	6281333	+	79.34	71.86	68.06	11.280000000000001	dynamic	Monotone decrease	core
NC_003888.3	4023371	-	89.29	96.97	85.71	11.260000000000005	dynamic	Peak (T2 max)	core
NC_003888.3	4635324	+	89.55	85.45	96.67	11.219999999999999	dynamic	Valley (T2 min)	core
NC_003888.3	7149016	-	75.35	78.4	67.19	11.210000000000008	dynamic	Peak (T2 max)	core
NC_003888.3	8171175	-	88.33	96.3	85.09	11.209999999999994	dynamic	Peak (T2 max)	arm
NC_003888.3	4521480	-	92.04	80.84	86.92	11.200000000000003	dynamic	Valley (T2 min)	core
NC_003888.3	8203590	-	94.1	86.35	82.9	11.199999999999989	dynamic	Monotone decrease	arm
NC_003888.3	4256468	-	86.49	78.03	89.15	11.120000000000005	dynamic	Valley (T2 min)	core
NC_003888.3	4191051	+	68.7	70.37	59.26	11.110000000000007	dynamic	Peak (T2 max)	core
NC_003888.3	3440963	+	55.16	50.0	61.11	11.11	dynamic	Valley (T2 min)	core
NC_003888.3	8564813	-	100.0	98.67	88.89	11.11	dynamic	Monotone decrease	arm
NC_003888.3	3165387	+	75.43	74.76	64.38	11.050000000000011	dynamic	Monotone decrease	core
NC_003888.3	5257558	-	92.48	94.49	83.45	11.039999999999992	dynamic	Peak (T2 max)	core
NC_003888.3	4782777	+	71.19	76.29	82.22	11.030000000000001	dynamic	Monotone increase	core
NC_003888.3	4024324	+	94.28	85.98	96.97	10.989999999999995	dynamic	Valley (T2 min)	core
NC_003888.3	4893485	+	94.0	83.01	92.09	10.989999999999995	dynamic	Valley (T2 min)	core
NC_003888.3	8135264	-	93.64	94.53	83.6	10.930000000000007	dynamic	Peak (T2 max)	arm
NC_003888.3	6886810	-	93.79	89.11	100.0	10.89	dynamic	Valley (T2 min)	core
NC_003888.3	7441094	-	100.0	89.12	97.92	10.879999999999995	dynamic	Valley (T2 min)	arm
NC_003888.3	1402389	+	89.09	80.79	91.67	10.879999999999995	dynamic	Valley (T2 min)	arm
NC_003888.3	5198936	-	93.39	85.21	82.51	10.879999999999995	dynamic	Monotone decrease	core
NC_003888.3	450269	+	100.0	90.24	89.15	10.849999999999994	dynamic	Monotone decrease	arm
NC_003888.3	1293847	+	96.08	95.3	85.24	10.840000000000003	dynamic	Monotone decrease	arm
NC_003888.3	5084441	-	79.07	85.36	74.55	10.810000000000002	dynamic	Peak (T2 max)	core
NC_003888.3	4064212	-	90.87	85.09	95.87	10.780000000000001	dynamic	Valley (T2 min)	core
NC_003888.3	3129517	+	98.33	91.92	87.55	10.780000000000001	dynamic	Monotone decrease	core
NC_003888.3	6213469	-	59.8	70.54	70.43	10.740000000000009	dynamic	Peak (T2 max)	core
NC_003888.3	149840	-	92.21	84.99	95.69	10.700000000000003	dynamic	Valley (T2 min)	arm
NC_003888.3	2971440	-	87.23	95.35	84.65	10.699999999999989	dynamic	Peak (T2 max)	core
NC_003888.3	5067422	+	77.18	66.51	69.58	10.670000000000002	dynamic	Valley (T2 min)	core
NC_003888.3	4467414	-	74.46	69.41	80.06	10.650000000000006	dynamic	Valley (T2 min)	core
NC_003888.3	1034866	+	86.57	87.13	97.22	10.650000000000006	dynamic	Monotone increase	arm
NC_003888.3	3000735	+	93.86	87.79	83.23	10.629999999999995	dynamic	Monotone decrease	core
NC_003888.3	3978105	+	87.86	77.25	86.07	10.61	dynamic	Valley (T2 min)	core
NC_003888.3	3102750	+	92.31	95.65	85.06	10.590000000000003	dynamic	Peak (T2 max)	core
NC_003888.3	7608702	-	100.0	93.91	89.42	10.579999999999998	dynamic	Monotone decrease	arm
NC_003888.3	1835273	-	83.41	93.98	90.74	10.570000000000007	dynamic	Peak (T2 max)	core
NC_003888.3	2153661	-	87.81	89.71	79.17	10.539999999999992	dynamic	Peak (T2 max)	core
NC_003888.3	4748625	-	83.11	78.65	89.18	10.530000000000001	dynamic	Valley (T2 min)	core
NC_003888.3	1660352	+	77.98	88.38	84.85	10.399999999999991	dynamic	Peak (T2 max)	core
NC_003888.3	3234842	-	94.05	83.66	87.88	10.39	dynamic	Valley (T2 min)	core
NC_003888.3	5985333	+	59.31	57.63	67.99	10.359999999999992	dynamic	Valley (T2 min)	core
NC_003888.3	2164041	-	84.51	90.83	80.49	10.340000000000003	dynamic	Peak (T2 max)	core
NC_003888.3	5861503	+	91.03	87.53	80.73	10.299999999999997	dynamic	Monotone decrease	core
NC_003888.3	5712337	-	61.96	51.68	56.65	10.280000000000001	dynamic	Valley (T2 min)	core
NC_003888.3	3529637	-	89.56	89.55	79.3	10.260000000000005	dynamic	Monotone decrease	core
NC_003888.3	2580460	+	92.59	89.28	82.34	10.25	dynamic	Monotone decrease	core
NC_003888.3	4207214	+	63.34	70.85	73.56	10.219999999999999	dynamic	Monotone increase	core
NC_003888.3	4337264	+	88.97	78.76	80.3	10.209999999999994	dynamic	Valley (T2 min)	core
NC_003888.3	1548745	+	97.78	95.24	87.6	10.180000000000007	dynamic	Monotone decrease	core
NC_003888.3	4982673	+	88.41	89.44	79.26	10.179999999999993	dynamic	Peak (T2 max)	core
NC_003888.3	5270694	+	85.92	75.77	84.74	10.150000000000006	dynamic	Valley (T2 min)	core
NC_003888.3	1716986	-	94.59	88.33	84.44	10.150000000000006	dynamic	Monotone decrease	core
NC_003888.3	7048730	-	86.34	80.02	76.22	10.120000000000005	dynamic	Monotone decrease	core
NC_003888.3	3646715	-	91.07	96.08	85.96	10.120000000000005	dynamic	Peak (T2 max)	core
NC_003888.3	3929144	-	78.06	74.03	84.03	10.0	dynamic	Valley (T2 min)	core
NC_003888.3	912367	-	90.28	85.25	95.24	9.989999999999995	dynamic	Valley (T2 min)	arm
NC_003888.3	5062697	-	97.92	87.94	88.69	9.980000000000004	dynamic	Valley (T2 min)	core
NC_003888.3	6873495	+	100.0	91.72	90.03	9.969999999999999	dynamic	Monotone decrease	core
NC_003888.3	4404495	-	87.09	88.85	78.89	9.959999999999994	dynamic	Peak (T2 max)	core
NC_003888.3	4297746	+	87.33	82.61	77.38	9.950000000000003	dynamic	Monotone decrease	core
NC_003888.3	3696288	-	92.94	83.04	88.97	9.899999999999991	dynamic	Valley (T2 min)	core
NC_003888.3	6185801	-	95.48	87.3	85.59	9.89	dynamic	Monotone decrease	core
NC_003888.3	3462147	+	85.1	92.5	82.63	9.870000000000005	dynamic	Peak (T2 max)	core
NC_003888.3	6379484	-	74.08	68.75	78.62	9.870000000000005	dynamic	Valley (T2 min)	core
NC_003888.3	5628198	-	92.87	83.09	89.63	9.780000000000001	dynamic	Valley (T2 min)	core
NC_003888.3	6276452	+	76.67	66.89	72.43	9.780000000000001	dynamic	Valley (T2 min)	core
NC_003888.3	4165530	+	94.8	92.62	85.04	9.759999999999991	dynamic	Monotone decrease	core
NC_003888.3	613984	+	89.1	93.33	83.58	9.75	dynamic	Peak (T2 max)	arm
NC_003888.3	2344597	+	92.98	96.16	86.41	9.75	dynamic	Peak (T2 max)	core
NC_003888.3	5270934	-	93.7	94.97	85.23	9.739999999999995	dynamic	Peak (T2 max)	core
NC_003888.3	5766522	+	80.56	72.7	70.83	9.730000000000004	dynamic	Monotone decrease	core
NC_003888.3	961344	+	89.17	89.14	79.49	9.680000000000007	dynamic	Monotone decrease	arm
NC_003888.3	1543367	+	91.67	83.43	82.01	9.659999999999997	dynamic	Monotone decrease	core
NC_003888.3	1439599	-	96.67	90.36	100.0	9.64	dynamic	Valley (T2 min)	arm
NC_003888.3	6151852	-	95.24	90.26	85.64	9.599999999999994	dynamic	Monotone decrease	core
NC_003888.3	5910942	+	97.38	87.8	93.33	9.579999999999998	dynamic	Valley (T2 min)	core
NC_003888.3	4537891	+	89.86	88.89	80.3	9.560000000000002	dynamic	Monotone decrease	core
NC_003888.3	3514878	-	87.85	78.3	82.65	9.549999999999997	dynamic	Valley (T2 min)	core
NC_003888.3	2307801	-	97.11	91.38	87.59	9.519999999999996	dynamic	Monotone decrease	core
NC_003888.3	7777132	+	90.49	97.44	100.0	9.510000000000005	dynamic	Monotone increase	arm
NC_003888.3	3477870	+	80.71	74.61	71.23	9.47999999999999	dynamic	Monotone decrease	core
NC_003888.3	4298019	+	91.41	89.29	98.77	9.47999999999999	dynamic	Valley (T2 min)	core
NC_003888.3	4921519	+	71.58	62.11	64.96	9.469999999999999	dynamic	Valley (T2 min)	core
NC_003888.3	5290851	+	81.07	78.01	87.46	9.449999999999989	dynamic	Valley (T2 min)	core
NC_003888.3	1640571	+	62.03	67.14	57.71	9.43	dynamic	Peak (T2 max)	core
NC_003888.3	5721741	+	74.17	82.32	83.6	9.429999999999993	dynamic	Monotone increase	core
NC_003888.3	7066430	+	100.0	90.58	92.27	9.420000000000002	dynamic	Valley (T2 min)	core
NC_003888.3	3794027	-	93.5	84.09	88.94	9.409999999999997	dynamic	Valley (T2 min)	core
NC_003888.3	3252894	-	92.23	83.88	93.27	9.39	dynamic	Valley (T2 min)	core
NC_003888.3	4171561	-	96.83	91.37	87.45	9.379999999999995	dynamic	Monotone decrease	core
NC_003888.3	3725142	-	92.63	91.26	83.26	9.36999999999999	dynamic	Monotone decrease	core
NC_003888.3	1744614	+	88.68	91.24	98.04	9.36	dynamic	Monotone increase	core
NC_003888.3	3082963	-	86.67	93.3	83.94	9.36	dynamic	Peak (T2 max)	core
