chrom	position	strand	T1_freq	T2_freq	T3_freq	delta	category	pattern	region
NC_003888.3	1147605	-	59.1	52.66	63.33	10.670000000000002	dynamic	Valley (T2 min)	arm
NC_003888.3	3038105	+	61.37	52.87	50.79	10.579999999999998	dynamic	Monotone decrease	core
NC_003888.3	5106232	+	50.11	52.61	60.69	10.579999999999998	dynamic	Monotone increase	core
NC_003888.3	5753480	-	72.65	75.78	65.25	10.530000000000001	dynamic	Peak (T2 max)	core
NC_003888.3	3032656	-	58.96	63.3	52.78	10.519999999999996	dynamic	Peak (T2 max)	core
NC_003888.3	2516233	-	53.31	51.89	62.31	10.420000000000002	dynamic	Valley (T2 min)	core
NC_003888.3	3826785	+	78.36	73.95	67.98	10.379999999999995	dynamic	Monotone decrease	core
NC_003888.3	1488563	-	60.78	71.1	62.41	10.319999999999993	dynamic	Peak (T2 max)	arm
NC_003888.3	959397	-	54.57	64.86	62.17	10.29	dynamic	Peak (T2 max)	arm
NC_003888.3	1561817	-	67.43	77.66	70.56	10.22999999999999	dynamic	Peak (T2 max)	core
NC_003888.3	2484553	+	69.39	59.29	65.84	10.100000000000001	dynamic	Valley (T2 min)	core
NC_003888.3	3715071	+	59.62	67.26	69.69	10.07	dynamic	Monotone increase	core
NC_003888.3	1881513	-	65.15	72.89	75.18	10.030000000000001	dynamic	Monotone increase	core
NC_003888.3	7783699	+	61.86	52.78	62.63	9.850000000000001	dynamic	Valley (T2 min)	arm
NC_003888.3	3032599	+	63.18	66.33	56.58	9.75	dynamic	Peak (T2 max)	core
NC_003888.3	4263175	-	52.17	61.9	55.21	9.729999999999997	dynamic	Peak (T2 max)	core
NC_003888.3	2094314	-	72.7	73.52	63.99	9.529999999999994	dynamic	Peak (T2 max)	core
NC_003888.3	7676160	-	72.88	66.48	63.45	9.429999999999993	dynamic	Monotone decrease	arm
NC_003888.3	8523051	-	54.04	62.28	63.45	9.410000000000004	dynamic	Monotone increase	arm
NC_003888.3	946273	+	70.48	61.32	65.81	9.160000000000004	dynamic	Valley (T2 min)	arm
NC_003888.3	2812033	-	51.0	55.37	60.09	9.090000000000003	dynamic	Monotone increase	core
NC_003888.3	3468459	-	61.15	66.81	70.19	9.04	dynamic	Monotone increase	core
NC_003888.3	8373023	-	70.59	70.23	79.21	8.97999999999999	dynamic	Valley (T2 min)	arm
NC_003888.3	4485795	-	70.28	61.56	62.79	8.719999999999999	dynamic	Valley (T2 min)	core
NC_003888.3	3785243	-	80.85	72.17	73.53	8.679999999999993	dynamic	Valley (T2 min)	core
NC_003888.3	3221250	-	57.7	66.35	59.58	8.649999999999991	dynamic	Peak (T2 max)	core
NC_003888.3	3918012	+	53.26	58.77	50.14	8.630000000000003	dynamic	Peak (T2 max)	core
NC_003888.3	5792805	-	61.66	53.21	60.99	8.449999999999996	dynamic	Valley (T2 min)	core
NC_003888.3	3742117	-	73.52	70.32	78.75	8.430000000000007	dynamic	Valley (T2 min)	core
NC_003888.3	3392297	-	54.27	50.36	58.78	8.420000000000002	dynamic	Valley (T2 min)	core
NC_003888.3	1459341	-	75.76	68.03	67.35	8.41000000000001	dynamic	Monotone decrease	arm
NC_003888.3	2529760	-	65.97	59.08	57.57	8.399999999999999	dynamic	Monotone decrease	core
NC_003888.3	173006	-	82.15	74.11	80.29	8.040000000000006	dynamic	Valley (T2 min)	arm
NC_003888.3	3909841	-	64.43	71.89	63.95	7.939999999999998	dynamic	Peak (T2 max)	core
NC_003888.3	3825683	+	74.41	66.47	71.53	7.939999999999998	dynamic	Valley (T2 min)	core
NC_003888.3	1741260	-	74.81	66.94	67.85	7.8700000000000045	dynamic	Valley (T2 min)	core
NC_003888.3	2315801	-	66.91	60.26	68.06	7.800000000000004	dynamic	Valley (T2 min)	core
NC_003888.3	4898789	-	65.94	58.14	59.49	7.799999999999997	dynamic	Valley (T2 min)	core
NC_003888.3	2005277	-	56.52	61.14	53.57	7.57	dynamic	Peak (T2 max)	core
NC_003888.3	6129445	-	83.13	88.76	81.38	7.38000000000001	dynamic	Peak (T2 max)	core
NC_003888.3	1724206	-	60.02	56.38	63.75	7.369999999999997	dynamic	Valley (T2 min)	core
NC_003888.3	4367845	-	61.72	61.11	54.44	7.280000000000001	dynamic	Monotone decrease	core
NC_003888.3	8127347	-	69.61	63.49	70.69	7.199999999999996	dynamic	Valley (T2 min)	arm
NC_003888.3	4127932	-	72.28	74.59	67.43	7.159999999999997	dynamic	Peak (T2 max)	core
NC_003888.3	4397561	-	58.86	65.99	59.94	7.1299999999999955	dynamic	Peak (T2 max)	core
NC_003888.3	6130227	-	87.05	81.25	79.95	7.099999999999994	dynamic	Monotone decrease	core
NC_003888.3	467034	+	68.08	64.84	61.0	7.079999999999998	dynamic	Monotone decrease	arm
NC_003888.3	5724200	-	75.18	76.73	69.75	6.980000000000004	dynamic	Peak (T2 max)	core
NC_003888.3	4209710	-	68.62	75.45	70.05	6.829999999999998	dynamic	Peak (T2 max)	core
NC_003888.3	735990	-	66.97	60.15	62.99	6.82	dynamic	Valley (T2 min)	arm
NC_003888.3	1432374	-	60.23	66.77	60.08	6.689999999999998	dynamic	Peak (T2 max)	arm
NC_003888.3	2628132	-	55.51	54.59	61.18	6.589999999999996	dynamic	Valley (T2 min)	core
NC_003888.3	6056054	-	76.88	77.78	71.47	6.310000000000002	dynamic	Peak (T2 max)	core
NC_003888.3	4173642	-	56.65	58.18	62.84	6.190000000000005	dynamic	Monotone increase	core
NC_003888.3	4942202	-	56.16	60.72	54.8	5.920000000000002	dynamic	Peak (T2 max)	core
NC_003888.3	5902394	-	60.78	59.44	65.32	5.8799999999999955	dynamic	Valley (T2 min)	core
NC_003888.3	7380014	+	58.43	63.59	57.73	5.8600000000000065	dynamic	Peak (T2 max)	arm
NC_003888.3	1622772	-	56.35	50.49	56.2	5.859999999999999	dynamic	Valley (T2 min)	core
NC_003888.3	1282748	+	54.33	52.19	57.88	5.690000000000005	dynamic	Valley (T2 min)	arm
NC_003888.3	4317756	-	63.71	67.85	62.16	5.689999999999998	dynamic	Peak (T2 max)	core
NC_003888.3	5577919	+	60.62	66.3	61.35	5.68	dynamic	Peak (T2 max)	core
NC_003888.3	1619086	-	55.69	57.28	51.69	5.590000000000003	dynamic	Peak (T2 max)	core
NC_003888.3	2140386	-	72.85	78.33	76.75	5.480000000000004	dynamic	Peak (T2 max)	core
NC_003888.3	2957837	-	59.94	63.55	65.39	5.450000000000003	dynamic	Monotone increase	core
NC_003888.3	5697997	-	56.11	58.85	61.46	5.350000000000001	dynamic	Monotone increase	core
NC_003888.3	3170105	-	66.68	65.26	61.43	5.250000000000007	dynamic	Monotone decrease	core
NC_003888.3	7674620	-	60.12	60.56	55.31	5.25	dynamic	Peak (T2 max)	arm
NC_003888.3	2054746	-	69.42	69.71	74.64	5.219999999999999	dynamic	Monotone increase	core
NC_003888.3	648235	+	76.14	76.83	71.65	5.179999999999993	dynamic	Peak (T2 max)	arm
NC_003888.3	3446536	-	53.0	57.63	58.16	5.159999999999997	dynamic	Monotone increase	core
NC_003888.3	6993087	-	55.08	60.14	56.16	5.060000000000002	dynamic	Peak (T2 max)	core
NC_003888.3	1073789	-	59.61	61.85	64.65	5.040000000000006	dynamic	Monotone increase	arm
NC_003888.3	6172438	-	54.16	59.17	57.46	5.010000000000005	dynamic	Peak (T2 max)	core
NC_003888.3	1455585	-	66.87	71.1	71.85	4.97999999999999	dynamic	Monotone increase	arm
NC_003888.3	1981066	-	54.35	56.93	59.29	4.939999999999998	dynamic	Monotone increase	core
NC_003888.3	7620816	-	79.17	74.3	75.42	4.8700000000000045	dynamic	Valley (T2 min)	arm
NC_003888.3	4885759	-	74.72	69.85	73.83	4.8700000000000045	dynamic	Valley (T2 min)	core
NC_003888.3	5577931	+	66.91	71.45	67.06	4.540000000000006	dynamic	Peak (T2 max)	core
NC_003888.3	6216859	+	52.2	53.22	56.67	4.469999999999999	dynamic	Monotone increase	core
NC_003888.3	5362918	-	54.9	59.3	56.77	4.399999999999999	dynamic	Peak (T2 max)	core
NC_003888.3	4861416	-	76.49	80.88	78.17	4.390000000000001	dynamic	Peak (T2 max)	core
NC_003888.3	5233154	-	50.35	54.61	50.65	4.259999999999998	dynamic	Peak (T2 max)	core
NC_003888.3	4655990	-	72.99	69.74	73.99	4.25	dynamic	Valley (T2 min)	core
NC_003888.3	6337175	-	71.8	73.93	75.93	4.13000000000001	dynamic	Monotone increase	core
NC_003888.3	1879814	-	55.01	58.89	56.06	3.8800000000000026	dynamic	Peak (T2 max)	core
NC_003888.3	1025655	+	57.06	59.0	60.84	3.780000000000001	dynamic	Monotone increase	arm
NC_003888.3	4226868	-	63.77	67.22	67.54	3.770000000000003	dynamic	Monotone increase	core
NC_003888.3	82128	-	69.16	66.27	69.71	3.4399999999999977	dynamic	Valley (T2 min)	arm
NC_003888.3	3773897	-	93.09	93.25	89.87	3.3799999999999955	dynamic	Peak (T2 max)	core
NC_003888.3	1619116	-	59.67	63.04	63.03	3.3699999999999974	dynamic	Peak (T2 max)	core
NC_003888.3	2173524	-	58.07	54.72	57.47	3.3500000000000014	dynamic	Valley (T2 min)	core
NC_003888.3	2229757	-	58.44	55.67	55.09	3.3499999999999943	dynamic	Monotone decrease	core
NC_003888.3	3767450	-	71.7	68.66	71.87	3.210000000000008	dynamic	Valley (T2 min)	core
NC_003888.3	4661382	-	56.4	58.19	55.16	3.030000000000001	dynamic	Peak (T2 max)	core
NC_003888.3	7652660	-	60.71	63.65	63.31	2.9399999999999977	dynamic	Peak (T2 max)	arm
NC_003888.3	2262284	-	52.43	54.85	51.97	2.8800000000000026	dynamic	Peak (T2 max)	core
NC_003888.3	5614302	-	51.38	54.2	54.1	2.8200000000000003	dynamic	Peak (T2 max)	core
NC_003888.3	5092064	-	56.83	58.08	59.26	2.4299999999999997	dynamic	Monotone increase	core
NC_003888.3	4327022	-	62.05	64.44	62.33	2.3900000000000006	dynamic	Peak (T2 max)	core
NC_003888.3	5437964	-	56.36	55.34	57.64	2.299999999999997	dynamic	Valley (T2 min)	core
NC_003888.3	2070119	-	61.85	59.93	59.61	2.240000000000002	dynamic	Monotone decrease	core
NC_003888.3	2123463	-	51.58	52.56	50.46	2.1000000000000014	dynamic	Peak (T2 max)	core
NC_003888.3	977528	-	59.49	60.25	61.47	1.9799999999999969	dynamic	Monotone increase	arm
NC_003888.3	4656583	-	60.92	59.28	61.04	1.759999999999998	dynamic	Valley (T2 min)	core
NC_003888.3	4237139	-	52.73	51.03	51.74	1.6999999999999957	dynamic	Valley (T2 min)	core
NC_003888.3	1806806	-	62.2	61.19	62.79	1.6000000000000014	dynamic	Valley (T2 min)	core
NC_003888.3	4671074	+	65.0	64.84	66.4	1.5600000000000023	dynamic	Valley (T2 min)	core
NC_003888.3	3447416	-	88.42	89.12	87.72	1.4000000000000057	dynamic	Peak (T2 max)	core
NC_003888.3	4824048	-	66.1	65.18	64.76	1.3399999999999892	dynamic	Monotone decrease	core
NC_003888.3	6056055	-	54.98	55.48	54.44	1.0399999999999991	dynamic	Peak (T2 max)	core
NC_003888.3	3385360	-	52.38	53.23	53.26	0.8799999999999955	dynamic	Monotone increase	core
NC_003888.3	7122007	+	55.58	56.29	55.56	0.7299999999999969	dynamic	Peak (T2 max)	core
NC_003888.3	1689086	-	51.51	51.89	51.98	0.46999999999999886	dynamic	Monotone increase	core
