locus_tag	gene_name	old_locus_tag	product	tf_family	start	end	strand	tss	region	is_exposed	baseMean	log2_baseMean_p1	nearest_methyl_distance	n_methyl_sites_2kb	gene_length	LFC_T2vsT1	LFC_T3vsT1	n_FIMO_hits
SC_RS03600		SCO0337	TetR/AcrR family transcriptional regulator	TetR	340752	341318	+	340752	1	0	80.77247720684656	6.3535434407598945	268	1	567	-0.0282199003568821	-0.2607181450431699	6
SC_RS03790		SCO0376	helix-turn-helix domain-containing protein	HTH (other)	391232	391834	+	391241	1	0	65.12025644879927	6.047020415051368	33	4	603	-0.4006589053837667	-0.2074840208108687	2
SC_RS03945		SCO0407	MerR family transcriptional regulator	MerR	427610	428614	+	427610	1	0	57.15842581998693	5.8619163151002756	366	4	1005	1.3036844920565769	1.46694514368741	2
SC_RS03980	sigJ	SCO0414	RNA polymerase sigma factor SigJ	Sigma factor	432617	433513	-	433679	1	0	105.63573597238538	6.736547187631525	436	2	897	0.2039989649477898	0.1866994321487384	2
SC_RS04060		SCO0430	TetR/AcrR family transcriptional regulator	TetR	447245	447868	+	447193	1	0	164.06032145099752	7.366849544879196	113	3	624	-1.2501528217472195	-1.7572787909129055	8
SC_RS04075		SCO0433	helix-turn-helix domain-containing protein	HTH (other)	453370	454374	+	453340	1	0	70.32013303174631	6.156237488877495	2229	0	1005	-0.9067181621287422	-0.4286264862553396	2
SC_RS04145		SCO0447	MarR family winged helix-turn-helix transcriptional regulator	MarR	465990	466436	+	465990	1	0	26.372570069956694	4.774658993715473	480	4	447	-0.9442129281634142	-0.0105433305901647	8
SC_RS04520		SCO0521	TetR/AcrR family transcriptional regulator	TetR	553892	554473	+	553892	1	0	135.32981110817587	7.090957259146681	432	1	582	-0.7267519064625878	-1.2962017797199263	2
SC_RS04675		SCO0552	response regulator transcription factor	Response regulator	592306	592995	-	592995	1	0	30.993425950424367	4.99970358365367	455	6	690	0.3429021036098957	0.630303549676508	3
SC_RS04705		SCO0557	MerR family transcriptional regulator	MerR	598747	599769	+	598727	1	0	302.90549386040504	8.247478945232235	551	3	1023	-0.3724140861521582	-0.5830879932815349	2
SC_RS04725		SCO0561	Fur family transcriptional regulator	Other regulatory	603385	603840	-	603840	1	0	626.035704134476	9.292403783856576	3727	0	456	4.716805818310592	2.983702272825852	14
SC_RS04835		SCO0582	FadR/GntR family transcriptional regulator	GntR	624273	625034	+	624279	1	0	176.78034215190206	7.473951998487629	715	4	762	-0.9180429434867632	-1.4809515362443284	3
SC_RS04865		SCO0588	sensor histidine kinase	Sensor kinase	629185	630912	-	631018	1	0	1920.0965723621264	10.90771432889509	1	3	1728	6.976372241992684	3.713971497920266	4
SC_RS04870		SCO0589	LysR family transcriptional regulator	LysR	631216	632103	-	632103	1	0	52.588621819407486	5.743854808494446	1086	1	888	1.054127544087963	0.8664477034196086	6
SC_RS04925		SCO0600	RNA polymerase sigma factor SigF	Sigma factor	639859	640704	+	639810	1	0	554.6901747342122	9.118136921717722	883	3	846	-1.2591318297701912	-1.2623042038035506	1
SC_RS04965	slbR	SCO0608	gamma-butyrolactone-binding regulator SlbR	Other regulatory	647887	648765	+	647816	1	0	1274.994903874055	10.317406851875912	359	15	879	1.4874595631570964	0.9512587569581356	10
SC_RS05030		SCO0622	TetR/AcrR family transcriptional regulator	TetR	662373	663014	+	662382	1	0	228.23415790853736	7.840678224155476	770	4	642	-1.3668292078247744	-2.9208570426090463	1
SC_RS05120		SCO0640	BlaI/MecI/CopY family transcriptional regulator	Other regulatory	681435	681863	-	681910	1	0	238.06276391041015	7.901245625113775	2084	0	429	-0.6111934284105836	-1.2488418444844804	2
SC_RS05550		SCO0724	MurR/RpiR family transcriptional regulator	Other regulatory	768450	769367	+	768417	1	0	148.48991289069784	7.223904328957044	708	6	918	0.4305057981057131	0.1177200769612613	5
SC_RS05845	otr(A)	SCO0783	tetracycline resistance ribosomal protection protein Otr(A)	TetR	829910	831817	+	829802	1	0	89.08864512160761	6.493273373411382	609	2	1908	-0.6405149842391521	0.5663054702592293	6
SC_RS06310		SCO0877	helix-turn-helix transcriptional regulator	HTH (other)	922247	924913	+	922247	1	1	654.9005041217672	9.357333173677873	170	2	2667	1.688781934919955	0.3646558250554286	5
SC_RS06810		SCO0971	LysR family transcriptional regulator	LysR	1023053	1023964	+	1023032	1	0	430.04824109321027	8.751705528442427	2623	0	912	-0.4677664194222722	-0.8249844799257048	2
SC_RS06885	metE	SCO0985	5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase	TetR	1038243	1040561	+	1037861	1	0	1437.3723838856035	10.490221511785483	950	1	2319	3.3232589075481034	0.1766970836216357	7
SC_RS07000		SCO1008	ArsR/SmtB family transcription factor	ArsR	1063185	1063520	+	1063165	1	1	256.50317952583157	8.008446435887397	163	3	336	0.1164734698130901	-1.3536105142603478	4
SC_RS07085		SCO1026	DeoR/GlpR family DNA-binding transcription regulator	DeoR	1084395	1085219	+	1084307	1	0	588.8064354350477	9.204097753645344	958	2	825	-1.5092560605737335	-1.6379612583682632	4
SC_RS07125		SCO1034	TetR/AcrR family transcriptional regulator	TetR	1092334	1092897	+	1092334	1	0	69.64743416760429	6.142565259397133	134	4	564	-0.3767031095001331	1.2191371899475545	2
SC_RS07255		SCO1060	ROK family protein	ROK	1117870	1119111	-	1119114	1	0	81.01247084077015	6.357771397937107	3783	0	1242	-0.3581513157215901	-0.1318281013273208	3
SC_RS07300		SCO1069	MarR family winged helix-turn-helix transcriptional regulator	MarR	1129716	1130108	-	1130108	1	0	37.89360081505155	5.281460902236924	147	4	393	1.3089483590641795	0.9852156346348137	5
SC_RS07340		SCO1077	ROK family protein	ROK	1137148	1138101	-	1138198	1	0	67.69312768459612	6.1020938685845145	578	1	954	-1.4536073413690946	-1.0115623699662226	2
SC_RS07425		SCO1094	TetR/AcrR family transcriptional regulator	TetR	1152798	1153376	+	1152798	1	0	155.0093276500923	7.285488478812466	2920	0	579	-1.0576162161470033	-1.3286236481892786	0
SC_RS07440		SCO1098	MarR family winged helix-turn-helix transcriptional regulator	MarR	1155717	1156292	-	1156424	1	0	124.46451638206253	6.971135591576566	662	7	576	-0.8251659163488642	-1.2361559155152309	3
SC_RS07505		SCO1111	PaaX family transcriptional regulator C-terminal domain-containing protein	Other regulatory	1167998	1168750	-	1168779	1	0	56.17537599019954	5.837322042842416	159	6	753	-1.2286683147129265	-0.3158713343547822	2
SC_RS07545		SCO1119	Lrp/AsnC family transcriptional regulator	Lrp	1177797	1178273	+	1177741	1	0	26.43573840740651	4.777984500014181	487	5	477	-1.8153785651929175	-0.1849715032366867	2
SC_RS07560		SCO1122	LysR substrate-binding domain-containing protein	LysR	1179956	1180792	-	1180792	1	0	369.3952277289506	8.532921700424358	92	3	837	-0.214480792072109	-1.0483795689035451	6
SC_RS07625	xdhR	SCO1135	purine salvage operon transcriptional regulator XdhR	Other regulatory	1193398	1193988	+	1193304	1	0	215.25985933833545	7.756622096832896	914	1	591	-0.0180939979031007	-0.9354472770861716	2
SC_RS07635		SCO1137	sensor histidine kinase	Sensor kinase	1194739	1196385	-	1196757	1	0	61.79646905828646	5.9726115359260366	945	1	1647	-1.1916448239528148	0.6481975035851182	6
SC_RS07675		SCO1145	MarR family winged helix-turn-helix transcriptional regulator	MarR	1204428	1204889	+	1204428	1	0	283.3273908521619	8.151409278389492	3725	0	462	-2.2093926846049423	-0.8706647854687447	0
SC_RS07910		SCO1191	MarR family winged helix-turn-helix transcriptional regulator	MarR	1264183	1264656	-	1264654	1	1	80.8842431031643	6.355513957205786	108	4	474	-2.8247283435391974	-2.1045634810451976	2
SC_RS07955		SCO1200	helix-turn-helix domain-containing protein	HTH (other)	1271991	1272566	-	1272566	1	0	123.02050330170222	6.9544348391485	704	1	576	0.2647908756922827	0.0843050055561796	8
SC_RS08005		SCO1210	TetR family transcriptional regulator	TetR	1281884	1282540	+	1281851	1	0	369.96259766935225	8.535129924121827	683	7	657	-1.2241958779201516	-1.445802888611411	2
SC_RS08055		SCO1220	LytR/AlgR family response regulator transcription factor	Response regulator	1291356	1292117	-	1292172	1	0	23.063366764793404	4.588766602532814	1055	3	762	-0.1934556509338861	1.6918525458816194	2
SC_RS08060		SCO1221	Lrp/AsnC family transcriptional regulator	Lrp	1292195	1292698	+	1292195	1	0	55.736857586434766	5.8262143429615385	1032	3	504	1.4546795036848732	0.1915124420552084	0
SC_RS08165		SCO1242	helix-turn-helix domain-containing protein	HTH (other)	1313856	1314716	+	1313737	1	0	141.13408168001263	7.15110872306905	2339	0	861	1.0992593010195535	0.2400207077282753	1
SC_RS08265		SCO1261	ROK family transcriptional regulator	ROK	1331678	1332832	+	1331650	1	0	309.58939171943473	8.278864744628315	1135	1	1155	-0.3436851068784765	-0.9944948446192432	3
SC_RS08270		SCO1262	GntR family transcriptional regulator	GntR	1332872	1333633	-	1333703	1	0	964.7146563499414	9.915453162809996	426	1	762	1.0165282503315765	0.1249715560194467	10
SC_RS08405	pdxR	SCO1289	MocR-like pyridoxine biosynthesis transcription factor PdxR	Other regulatory	1359896	1361419	+	1359669	1	0	388.01764691731273	8.603691791111224	289	2	1524	2.1282375869249344	2.1109173767194935	1
SC_RS08435		SCO1295	Lrp/AsnC family transcriptional regulator	Lrp	1370221	1370712	+	1370221	1	0	87.26500484545677	6.4637696489201355	314	6	492	0.0994077549945447	-1.1713923221247935	3
SC_RS08620		SCO1331	LuxR C-terminal-related transcriptional regulator	Other regulatory	1406162	1408480	+	1406038	1	0	323.2730495886877	8.341065315818152	93	2	2319	2.42716860395486	2.0427183314276274	5
SC_RS08755		SCO1358	LysR family transcriptional regulator	LysR	1435312	1436223	-	1436223	1	0	71.48371285571683	6.179584951780044	546	2	912	-0.884305093752802	-0.0109125046002649	4
SC_RS08795		SCO1366	PadR family transcriptional regulator	PadR	1443255	1443908	-	1443944	1	0	815.778221864617	9.673800589258333	162	2	654	-1.825771016749667	1.3091851319076502	1
SC_RS08870		SCO1381	MerR family transcriptional regulator	MerR	1459887	1460573	-	1460694	1	0	831.3973378340091	9.701128540840507	405	2	687	0.8808278556898363	-0.2706408177843331	0
SC_RS09025		SCO1410	GntR family transcriptional regulator	GntR	1504428	1505123	-	1505123	0	0	88.76289453315438	6.488047293352978	1591	1	696	-1.665351574649326	-1.568558114285351	4
SC_RS09100		SCO1425	Lrp/AsnC family transcriptional regulator	Lrp	1521620	1522060	-	1522060	0	0	80.05934170445003	6.340906553968368	1098	3	441	-1.082069046600477	-1.1042182864034815	5
SC_RS09210		SCO1447	ROK family transcriptional regulator	ROK	1543454	1544653	-	1544653	0	0	208.36747401887547	7.709893521649616	315	6	1200	-1.865642161634753	-1.963666659241621	1
SC_RS09265		SCO1458	Lrp/AsnC family transcriptional regulator	Lrp	1555656	1556108	-	1556255	0	0	75.45563935816001	6.256551013399451	1924	1	453	-2.674697000425491	-2.2725627893615954	1
SC_RS09290		SCO1463	sugar-binding transcriptional regulator	Other regulatory	1560350	1561393	-	1561404	0	0	3640.617435021346	11.830363654646431	409	3	1044	1.826385974679796	-0.6570323142926957	4
SC_RS09415	pyrR	SCO1488	bifunctional pyr operon transcriptional regulator/uracil phosphoribosyltransferase PyrR	Other regulatory	1591502	1592083	-	1592141	0	0	210.7960248091296	7.726531701475253	1488	3	582	-2.693065455553428	-2.445540635664257	10
SC_RS09420	bldD	SCO1489	transcriptional regulator BldD	Other regulatory	1592381	1592884	+	1592318	0	0	2243.2913777022354	11.13204427873556	1311	3	504	-1.05479477317521	-1.899293122841404	6
SC_RS09575		SCO1521	YebC/PmpR family DNA-binding transcriptional regulator	Other regulatory	1626033	1626785	-	1626825	0	0	1878.422586512328	10.876073776603343	1313	2	753	-0.1665697526983641	-0.9340102390544566	7
SC_RS09690		SCO1541	SsgA family sporulation/cell division regulator	Other regulatory	1650377	1650790	+	1650327	0	0	171.74603298144714	7.432508770062888	325	3	414	1.3124556091783328	2.9083721992775953	2
SC_RS10090		SCO1616	LysR family transcriptional regulator	LysR	1728427	1729404	-	1729404	0	0	298.72590778643485	8.227499983067522	130	5	978	-2.332742571167738	-2.1435285187980977	6
SC_RS10105		SCO1619	helix-turn-helix domain-containing protein	HTH (other)	1731316	1731885	-	1732052	0	0	240.35608997217156	7.915019419547938	878	4	570	0.7134181602977548	0.8129407609316661	6
SC_RS10190		SCO1636	helix-turn-helix transcriptional regulator	HTH (other)	1750078	1751160	-	1751296	0	0	784.1545324220824	9.616832819852824	252	5	1083	0.7996486375081046	-0.3366641611189687	4
SC_RS10195		SCO1637	helix-turn-helix transcriptional regulator	HTH (other)	1751179	1752132	-	1752159	0	0	709.4567846639613	9.472603086326314	269	5	954	0.5538707549857117	-0.7602334358835432	9
SC_RS10300		SCO1658	IclR family transcriptional regulator	IclR	1776737	1777501	+	1776458	0	0	207.3207130903755	7.70266248180387	3968	0	765	0.2105562944714867	-0.3803137052658828	9
SC_RS10320	parJ	SCO1662	filament polymerization regulator ParJ	Other regulatory	1782041	1783042	+	1782009	0	0	1022.2862730717956	9.998994092467548	924	1	1002	-0.1332324471539547	-0.9676382103296078	4
SC_RS10405		SCO1678	FadR/GntR family transcriptional regulator	GntR	1797723	1798424	-	1798424	0	0	155.82515852513444	7.293013210757884	534	2	702	-0.3236418329942345	-0.879494384512511	1
SC_RS10435		SCO1684	tetratricopeptide repeat protein	TetR	1804126	1805076	-	1805151	0	1	41.0418442467908	5.393754052183181	114	7	951	1.7289097130718962	2.599848031477136	6
SC_RS10470		SCO1691	TetR/AcrR family transcriptional regulator	TetR	1810631	1811224	-	1811305	0	0	143.7217186463082	7.177137635708479	2383	0	594	-0.2695784113731092	-1.3083172826473788	1
SC_RS10500	soxR	SCO1697	redox-sensitive transcriptional activator SoxR	Activator	1818351	1818878	-	1818880	0	0	145.82449887206283	7.197948903543839	613	2	528	0.6242426317153026	-0.5825428847892447	4
SC_RS10650		SCO1728	GntR family transcriptional regulator	GntR	1848412	1848777	-	1848777	0	0	35.65460649028252	5.1959226122934625	3291	0	366	0.3167615741544625	-0.1157853729576694	4
SC_RS11090		SCO1813	FadR/GntR family transcriptional regulator	GntR	1942957	1943649	+	1942920	0	0	242.77467731540548	7.929404460077013	278	2	693	-2.4417335587764044	-2.836907214530434	4
SC_RS11225		SCO1839	helix-turn-helix domain-containing protein	HTH (other)	1967236	1967457	-	1967489	0	0	3166.894636206516	11.62930863701452	1006	3	222	4.5598935667318585	5.2660670571021315	4
SC_RS11390		SCO1872	IclR family transcriptional regulator	IclR	2006250	2007023	+	2006120	0	0	158.09131782353435	7.313711294615831	645	8	774	-1.594216831330721	-1.698424264979871	4
SC_RS11480		SCO1890	GntR family transcriptional regulator	GntR	2024747	2025415	-	2025509	0	0	38.40190436077783	5.300193454149106	1795	1	669	-0.5863080449661612	0.0897311673719181	3
SC_RS11550		SCO1904	TetR/AcrR family transcriptional regulator	TetR	2038269	2038841	-	2038869	0	0	552.4050241700777	9.11219193150422	819	3	573	-0.7167714466850531	-1.5367163071856635	7
SC_RS11615	dapD	SCO1916	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	TetR	2050524	2051513	-	2051513	0	0	939.4307857756108	9.877177957347987	10	2	990	1.1983431369128177	-0.9001305882077295	4
SC_RS11665		SCO1926	helix-turn-helix transcriptional regulator	HTH (other)	2058374	2059132	-	2059132	0	0	2556.061463762439	11.320271123536346	2498	0	759	0.3931407418762849	0.7742359628976325	4
SC_RS11780	whiA	SCO1950	DNA-binding protein WhiA	Other regulatory	2084575	2085567	-	2085567	0	0	736.6053063426078	9.526705224347058	986	1	993	-0.3149523524804227	-1.2799826349528125	1
SC_RS11810		SCO1956	LacI family DNA-binding transcriptional regulator	LacI	2091825	2092931	+	2091793	0	0	154.46904367537087	7.2804835355194255	246	2	1107	-0.1586380844724247	-0.4517761945104949	4
SC_RS11925		SCO1979	helix-turn-helix domain-containing protein	HTH (other)	2117906	2118766	-	2118959	0	0	238.1474000392997	7.901756296504344	1377	1	861	-0.3773227941484326	-0.8747084925038044	3
SC_RS12005		SCO1995	tetratricopeptide repeat protein	TetR	2130961	2131341	-	2131361	0	0	137.9462370358439	7.118382953545021	1023	2	381	2.342123461012669	1.2989160018273038	4
SC_RS12095		SCO2013	ANTAR domain-containing response regulator	Response regulator	2155123	2155779	-	2155815	0	0	1191.0138419514972	10.219185273481315	2154	0	657	-0.3758406132605544	-2.064527153271847	5
SC_RS12415		SCO2075	TraR/DksA family transcriptional regulator	Other regulatory	2225964	2226683	-	2226726	0	0	108.88813034571126	6.779891750618801	1175	1	720	0.1501744106888396	1.1522341581476945	9
SC_RS12540		SCO2100	TetR/AcrR family transcriptional regulator	TetR	2257287	2257916	+	2257287	0	0	486.86943797906446	8.930351299894474	659	3	630	-1.5903492218499955	-1.778556236490734	3
SC_RS12550		SCO2102	SCO2102 family sporulation regulator	Other regulatory	2259944	2260936	-	2261132	0	0	930.1118779626828	9.862810715329667	1148	2	993	0.7157076226672633	0.0884008348292049	6
SC_RS12555	metF	SCO2103	methylenetetrahydrofolate reductase [NAD(P)H]	TetR	2260993	2261916	-	2261916	0	0	919.7039173477606	9.84659347459306	364	2	924	1.1709623200672856	-0.3529700856662118	7
SC_RS12565		SCO2105	Rv2175c family DNA-binding protein	Other regulatory	2262881	2263246	-	2263246	0	0	675.3664912415974	9.401661376848072	962	2	366	-0.319994432494782	-1.7026448212157888	6
SC_RS12650	macS	SCO2121	MacS family sensor histidine kinase	Sensor kinase	2281433	2282674	-	2282880	0	0	500.0771425764299	8.968888918235184	464	1	1242	-1.082981617867327	-1.945238606456243	4
SC_RS12675		SCO2126	ROK family glucokinase	ROK	2285983	2286936	-	2286964	0	0	2519.6748364361833	11.29959430919845	1416	3	954	-1.259521699072848	-2.109012277289124	2
SC_RS12745		SCO2140	Lrp/AsnC family transcriptional regulator	Lrp	2301552	2301833	+	2301517	0	0	383.90994593054296	8.588377140111016	1010	2	282	0.4956689769917444	-0.7500513306067362	11
SC_RS12805		SCO2152	response regulator	Response regulator	2314453	2314854	+	2314405	0	0	724.263250691306	9.502360938739193	369	7	402	2.1935946969463735	0.8813495465199951	1
SC_RS12950		SCO2182	GntR family transcriptional regulator	GntR	2347778	2348401	+	2347731	0	0	653.0853907130269	9.353335181333676	518	3	624	0.1300448292815365	-1.2898013310861227	8
SC_RS13040		SCO2201	winged helix-turn-helix transcriptional regulator	HTH (other)	2367728	2368099	+	2367728	0	0	131.2293933228634	7.046899099506882	1855	2	372	1.1184701124315022	0.5398959356228737	7
SC_RS13080		SCO2209	MarR family transcriptional regulator	MarR	2373706	2374182	+	2373605	0	0	34.70173270391689	5.157922188824847	347	3	477	-1.176980209290797	-0.2375145863869087	3
SC_RS13110		SCO2216	response regulator transcription factor	Response regulator	2379677	2380330	+	2379621	0	0	92.81867285880524	6.551803187774524	549	3	654	0.7026718820417603	-0.6501962037044502	4
SC_RS13125		SCO2219	tetratricopeptide repeat protein	TetR	2382653	2383162	+	2382653	0	0	324.65892635758723	8.347217961467605	930	1	510	1.0679047821279013	0.0140532438799603	3
SC_RS13190		SCO2232	LacI family DNA-binding transcriptional regulator	LacI	2400651	2401685	+	2400413	0	0	692.3324377178212	9.43740344870024	131	2	1035	-2.6587528765760107	-3.014788749218442	9
SC_RS13245		SCO2243	TetR/AcrR family transcriptional regulator	TetR	2412355	2412933	+	2412355	0	0	378.37154695198143	8.567467669761367	936	6	579	-2.2129166190388716	-2.231593541293908	3
SC_RS13290		SCO2253	helix-turn-helix domain-containing protein	HTH (other)	2419629	2420483	-	2420519	0	0	183.16468417916815	7.524852623384188	369	8	855	0.0608048760213377	-0.8337400916306739	8
SC_RS13505		SCO2295	MerR family transcriptional regulator	MerR	2465169	2465930	+	2465169	0	0	45.630660550657886	5.543206961331386	1792	1	762	0.9337403745589276	0.746515597932877	5
SC_RS13625		SCO2319	TetR family transcriptional regulator	TetR	2490268	2490921	+	2490116	0	0	379.7325519264314	8.572634112696106	702	3	654	-3.676026147414828	-3.638515644971294	1
SC_RS13905		SCO2374	TetR family transcriptional regulator	TetR	2544733	2545416	+	2544685	0	0	173.37771126700756	7.446071838263832	58	8	684	-0.003092793300663	-1.0368606895309411	4
SC_RS14165		SCO2426	helix-turn-helix domain-containing protein	HTH (other)	2600318	2601529	+	2600215	0	0	155.95433362134705	7.294201053086045	1085	2	1212	3.9154492499711857	2.8643966373854615	3
SC_RS14235		SCO2440	IclR family transcriptional regulator	IclR	2618647	2619420	-	2619473	0	0	262.2713762970686	8.040406865283021	1044	2	774	-0.8787910467248727	-1.3880668703730774	3
SC_RS14455		SCO2481	winged helix-turn-helix transcriptional regulator	HTH (other)	2671552	2671941	-	2672045	0	0	113.43425810753926	6.838375205204869	960	2	390	3.990337584269753	2.3947031682953623	3
SC_RS14495		SCO2489	TetR/AcrR family transcriptional regulator	TetR	2680340	2680924	+	2680340	0	0	128.2703299012433	7.014247375856771	524	1	585	0.2172356621312726	-0.2858178620353691	8
SC_RS14555		SCO2501	helix-turn-helix transcriptional regulator	HTH (other)	2698679	2699575	-	2699656	0	0	260.5901637232051	8.03116448361321	1356	4	897	1.2367478968388692	0.2286381429775764	3
SC_RS14615		SCO2513	helix-turn-helix domain-containing protein	HTH (other)	2709485	2710318	+	2709442	0	0	422.1794863938492	8.725125884345855	790	1	834	6.092668182947945	5.878463823536852	2
SC_RS14825	hrcA	SCO2555	heat-inducible transcriptional repressor HrcA	Repressor	2755007	2756023	-	2756141	0	0	1822.4534551655368	10.832457659077612	673	2	1017	-1.044164842858697	-1.900747543476363	7
SC_RS15140	folC	SCO2614	bifunctional tetrahydrofolate synthase/dihydrofolate synthase	TetR	2837148	2838671	-	2838671	0	0	1801.0098727810744	10.815391200016244	228	1	1524	-1.063467177593841	-1.8826759215594064	4
SC_RS15295		SCO2644	LysR family transcriptional regulator	LysR	2876450	2877352	-	2877352	0	0	215.8927181022056	7.760837806942636	692	2	903	-1.919461075886158	-1.982010456473929	3
SC_RS15310		SCO2647	MarR family winged helix-turn-helix transcriptional regulator	MarR	2879447	2879965	+	2879447	0	0	99.63292564152847	6.652958601160457	478	1	519	-1.77383748861616	-1.2710693903917574	8
SC_RS15335		SCO2652	Rrf2 family transcriptional regulator	Other regulatory	2884084	2884518	+	2884061	0	0	230.36682014612765	7.854038175037623	710	1	435	-1.5646365908289377	-2.243959053623726	1
SC_RS15360		SCO2657	ROK family transcriptional regulator	ROK	2888309	2889526	+	2888288	0	0	132.913041570395	7.065152658971102	170	4	1218	-1.5708917691090083	-0.8926308285467408	3
SC_RS15495		SCO2683	single-stranded DNA-binding protein	Other regulatory	2924515	2924985	-	2925058	0	0	24.55170085076515	4.675347422343542	9	5	471	-0.3940206184391142	0.9795753000822814	7
SC_RS15515		SCO2686	helix-turn-helix domain-containing protein	HTH (other)	2929823	2930719	-	2930862	0	0	125.4531595522996	6.982459274332122	2305	0	897	-1.5827249334929254	-1.3767405170624916	2
SC_RS15755		SCO2734	LysR family transcriptional regulator	LysR	2980555	2981592	+	2980535	0	0	106.96026275672617	6.754356582968197	230	1	1038	0.4154366638885007	0.448276174577196	5
SC_RS15850		SCO2753	LacI family DNA-binding transcriptional regulator	LacI	2999879	3000925	+	2999759	0	0	185.9979143141286	7.546878368842481	355	4	1047	-0.8557136270428685	-1.226961921224731	8
SC_RS16045		SCO2792	helix-turn-helix domain-containing protein	HTH (other)	3047135	3048331	+	3046953	0	0	3179.369312161971	11.634978589130249	3902	0	1197	0.2855693917650436	-0.9746473527845678	4
SC_RS16060		SCO2794	LacI family DNA-binding transcriptional regulator	LacI	3049837	3050892	-	3051120	0	0	548.8928678157217	9.103006764546771	217	2	1056	-0.6934597498605036	-1.6364304760804471	6
SC_RS16095		SCO2801	response regulator transcription factor	Response regulator	3059223	3059927	-	3059927	0	0	74.66291734363038	6.241514498502338	501	3	705	1.2286063475604352	0.8671293521525472	4
SC_RS16145		SCO2811	ArsR/SmtB family transcription factor	ArsR	3070230	3070556	-	3070611	0	0	111.0455956627134	6.807942129649846	1007	1	327	-0.4866504761710769	-0.8824422814679996	3
SC_RS16165		SCO2815	TetR/AcrR family transcriptional regulator	TetR	3073685	3074278	+	3073640	0	0	77.2092678793532	6.289267673408849	425	3	594	-1.4534602602806237	-1.1859246198780466	8
SC_RS16305		SCO2840	LysR family transcriptional regulator	LysR	3101313	3102206	+	3101285	0	0	67.20358595909101	6.091775689113235	1303	2	894	0.5941385457150125	0.5114349861874024	4
SC_RS16420		SCO2865	helix-turn-helix domain-containing protein	HTH (other)	3122091	3122933	+	3121982	0	0	127.46739072669908	7.005258391939468	268	3	843	-0.6378221525205899	-0.8759597897506419	1
SC_RS16445		SCO2869	helix-turn-helix domain-containing protein	HTH (other)	3124417	3125262	+	3124292	0	0	39.82375362929602	5.351336935107096	672	2	846	0.5907186038342439	0.8578663420110472	5
