locus_tag	gene_name	old_locus_tag	product	tf_family	start	end	strand	tss	region	is_exposed	baseMean	log2_baseMean_p1	nearest_methyl_distance	n_methyl_sites_2kb	gene_length	LFC_T2vsT1	LFC_T3vsT1	n_FIMO_hits
SC_RS03185		SCO0253	TetR/AcrR family transcriptional regulator C-terminal domain-containing protein	TetR	242203	242766	+	242203.0	1	0	73.19986180420189	6.213344594744515	125.0	4	564	-0.2353378035035249	-0.7205633305830927	6.0
SC_RS03195		SCO0255	sigma-54-dependent Fis family transcriptional regulator	Other regulatory	243936	245759	-	245759.0	1	0	48.26479708966274	5.622485209945261	388.0	2	1824	-0.6120267926735176	1.740045350289085	12.0
SC_RS03230		SCO0262	LysR family transcriptional regulator	LysR	250805	251740	+	250805.0	1	0	106.65541328465385	6.750277054775198	204.0	4	936	0.4008340214024673	0.1857779581061298	7.0
SC_RS03240		SCO0264	MarR family winged helix-turn-helix transcriptional regulator	MarR	252946	253398	+	252946.0	1	0	59.185734193842436	5.911349660829419	1584.0	3	453	0.927899550045083	0.2954702719152247	6.0
SC_RS03250		SCO0266	helix-turn-helix domain-containing protein	HTH (other)	254332	255198	-	255198.0	1	1	34.685792597197064	5.157277910620746	293.0	2	867	0.1814637166824383	1.0523627135003395	6.0
SC_RS03295		SCO0275	ROK family transcriptional regulator	ROK	266356	267513	+	266356.0	1	0	60.21744793711283	5.9358709972299595	3698.0	0	1158	-0.5011124574904358	-0.0096853856268534	9.0
SC_RS03330		SCO0282	DeoR/GlpR family DNA-binding transcription regulator	DeoR	272898	273656	+	272898.0	1	0	74.78998177096643	6.243935254569378	1024.0	1	759	0.2007804528858386	-0.412050094183533	7.0
SC_RS03355		SCO0287	AraC-like ligand-binding domain-containing protein	AraC	279691	280695	+	279691.0	1	0	86.48657993496629	6.450989825590633	867.0	2	1005	0.6109724139132588	0.6048174752981932	6.0
SC_RS03365		SCO0289	LacI family DNA-binding transcriptional regulator	LacI	281129	282157	-	282157.0	1	0	113.2508711054103	6.836061354923842	189.0	3	1029	-1.23324135449965	-0.8225971176573529	7.0
SC_RS03400		SCO0296	TetR/AcrR family transcriptional regulator	TetR	290584	291165	+	290584.0	1	0	63.74010326781429	6.016587761698655	1454.0	2	582	-0.6869007709146461	-0.4773424087671649	7.0
SC_RS03410		SCO0298	LysR family transcriptional regulator	LysR	292656	293519	-	293519.0	1	0	466.6920804150581	8.869415189105329	917.0	2	864	2.162880179285506	0.692429057457416	3.0
SC_RS03430		SCO0302	TetR/AcrR family transcriptional regulator	TetR	297515	298108	-	298108.0	1	0	103.0264658729036	6.700806807815347	78.0	3	594	0.4745124893283499	0.2424616545947328	2.0
SC_RS03450		SCO0307	helix-turn-helix domain-containing protein	HTH (other)	303084	303971	+	303084.0	1	0	53.45054970010108	5.766874708487152	1583.0	1	888	1.023956203688079	1.0210734228792675	5.0
SC_RS03465		SCO0310	TetR/AcrR family transcriptional regulator	TetR	306816	307460	-	307460.0	1	0	67.45623252721481	6.097109991034897	636.0	2	645	0.1690309381069101	-0.3735438344238591	4.0
SC_RS03495		SCO0316	PucR family transcriptional regulator	Other regulatory	315254	316921	-	316921.0	1	0	49.5742095023473	5.660329959874456	699.0	6	1668	1.0536515073234405	1.661513801842365	4.0
SC_RS03575		SCO0332	TetR/AcrR family transcriptional regulator	TetR	333529	334149	+	333529.0	1	0	50.25235622648445	5.679546426103001	522.0	3	621	0.1255201918906925	-0.0704869374825558	9.0
SC_RS03600		SCO0337	TetR/AcrR family transcriptional regulator	TetR	340752	341318	+	340752.0	1	0	80.77247720684656	6.3535434407598945	268.0	1	567	-0.0282199003568821	-0.2607181450431699	6.0
SC_RS03630		SCO0344	GntR family transcriptional regulator	GntR	348206	349381	+	348206.0	1	0	73.68039877743618	6.222657726156533	351.0	2	1176	-0.2679594837506325	0.492941927932301	9.0
SC_RS03635		SCO0345	IclR family transcriptional regulator	IclR	349419	350201	-	350201.0	1	0	48.330145289609455	5.624397631323566	465.0	1	783	0.3444890370297744	0.5872388116236392	7.0
SC_RS03695		SCO0357	FadR/GntR family transcriptional regulator	GntR	361759	362508	-	362508.0	1	0	160.39449189567853	7.3344475326383245	1447.0	3	750	-0.4994119004344529	-1.1366102199287702	6.0
SC_RS03710		SCO0360	LacI family DNA-binding transcriptional regulator	LacI	364559	365602	-	365602.0	1	0	158.0496524428533	7.313333409061646	133.0	4	1044	0.1447372583235094	-0.3524496198663566	3.0
SC_RS03790		SCO0376	helix-turn-helix domain-containing protein	HTH (other)	391232	391834	+	391232.0	1	0	65.12025644879927	6.047020415051368	24.0	4	603	-0.4006589053837667	-0.2074840208108687	2.0
SC_RS03945		SCO0407	MerR family transcriptional regulator	MerR	427610	428614	+	427610.0	1	0	57.15842581998693	5.8619163151002756	366.0	4	1005	1.3036844920565769	1.46694514368741	2.0
SC_RS03980	sigJ	SCO0414	RNA polymerase sigma factor SigJ	Sigma factor	432617	433513	-	433513.0	1	0	105.63573597238538	6.736547187631525	270.0	2	897	0.2039989649477898	0.1866994321487384	2.0
SC_RS04015		SCO0421	response regulator transcription factor	Response regulator	438329	439000	-	439000.0	1	0	24.02211733982177	4.645131968580372	1613.0	1	672	1.1598787194855855	2.082712947105876	6.0
SC_RS04020		SCO0422	sensor histidine kinase	Sensor kinase	438997	440190	-	440190.0	1	0	38.52320353606066	5.304627983567974	423.0	3	1194	1.2908158424842628	2.70128052682275	3.0
SC_RS04050		SCO0428	TetR/AcrR family transcriptional regulator	TetR	445611	446144	+	445611.0	1	0	63.10547918021129	6.002375766057324	1431.0	3	534	-0.8348028269753959	-1.668553395474504	5.0
SC_RS04060		SCO0430	TetR/AcrR family transcriptional regulator	TetR	447245	447868	+	447245.0	1	0	164.06032145099752	7.366849544879196	61.0	3	624	-1.2501528217472195	-1.7572787909129055	8.0
SC_RS04075		SCO0433	helix-turn-helix domain-containing protein	HTH (other)	453370	454374	+	453370.0	1	0	70.32013303174631	6.156237488877495	2199.0	0	1005	-0.9067181621287422	-0.4286264862553396	2.0
SC_RS04145		SCO0447	MarR family winged helix-turn-helix transcriptional regulator	MarR	465990	466436	+	465990.0	1	0	26.372570069956694	4.774658993715473	480.0	4	447	-0.9442129281634142	-0.0105433305901647	8.0
SC_RS04195		SCO0456	LacI family DNA-binding transcriptional regulator	LacI	475628	476671	+	475628.0	1	0	22.66212909134369	4.564507986457208	975.0	2	1044	0.4360018885227191	2.0325119562716063	4.0
SC_RS04245		SCO0466	GlxA family transcriptional regulator	Other regulatory	487618	488601	+	487618.0	1	0	36.11288719186357	5.213848334547391	878.0	2	984	0.656849840565568	1.8765147753505993	2.0
SC_RS04270		SCO0471	helix-turn-helix domain-containing protein	HTH (other)	491901	492881	+	491901.0	1	1	54.117421729534186	5.784436498440953	239.0	5	981	1.1733093432665949	1.7924413873114893	4.0
SC_RS04345		SCO0485	TetR/AcrR family transcriptional regulator	TetR	504854	505465	+	504854.0	1	0	87.45004423505787	6.466790959314489	856.0	3	612	-1.166480643873066	-1.7147008806026507	5.0
SC_RS04355		SCO0487	MarR family winged helix-turn-helix transcriptional regulator	MarR	506842	507348	+	506842.0	1	0	54.23308337610128	5.7874607627135655	737.0	3	507	0.2509990949013399	0.163150202483835	3.0
SC_RS04460		SCO0508	acyl-CoA-like ligand-binding transcription factor	Other regulatory	543545	544087	+	543545.0	1	0	42.02299443294939	5.427036035808805	272.0	3	543	-2.455410432554957	-1.47076747749231	2.0
SC_RS04480		SCO0512	TetR/AcrR family transcriptional regulator	TetR	547135	547743	-	547743.0	1	0	84.34154159507092	6.415176266259247	639.0	1	609	0.8710166541982379	0.3167804554295489	3.0
SC_RS04515		SCO0520	TetR/AcrR family transcriptional regulator	TetR	553277	553861	+	553277.0	1	0	52.8904281943876	5.75195714480792	1047.0	1	585	0.7449652467363138	-0.0405962281752214	2.0
SC_RS04520		SCO0521	TetR/AcrR family transcriptional regulator	TetR	553892	554473	+	553892.0	1	0	135.32981110817587	7.090957259146681	432.0	1	582	-0.7267519064625878	-1.2962017797199263	2.0
SC_RS04530		SCO0523	Lrp/AsnC family transcriptional regulator	Lrp	555468	555905	-	555905.0	1	0	41.590717797774126	5.412467139275793	1581.0	1	438	0.1443584186641425	-0.094590919048304	4.0
SC_RS04565		SCO0530	GntR family transcriptional regulator	GntR	561731	562576	-	562576.0	1	0	104.76252545931855	6.724684721658591	397.0	3	846	-0.6728136108943864	-0.5485180914772065	3.0
SC_RS04670		SCO0551	sensor histidine kinase	Sensor kinase	590981	592309	-	592309.0	1	0	96.033361425094	6.600408946183481	231.0	4	1329	0.2372264926792688	0.1439933226483048	3.0
SC_RS04675		SCO0552	response regulator transcription factor	Response regulator	592306	592995	-	592995.0	1	0	30.993425950424367	4.99970358365367	455.0	6	690	0.3429021036098957	0.630303549676508	3.0
SC_RS04705		SCO0557	MerR family transcriptional regulator	MerR	598747	599769	+	598747.0	1	0	302.90549386040504	8.247478945232235	571.0	3	1023	-0.3724140861521582	-0.5830879932815349	2.0
SC_RS04725		SCO0561	Fur family transcriptional regulator	Other regulatory	603385	603840	-	603840.0	1	0	626.035704134476	9.292403783856576	3727.0	0	456	4.716805818310592	2.983702272825852	14.0
SC_RS04795		SCO0574	IclR family transcriptional regulator	IclR	616253	617086	+	616253.0	1	0	52.26913411391209	5.735227925068988	1424.0	2	834	-1.010102468201226	-0.5598160529470783	1.0
SC_RS04835		SCO0582	FadR/GntR family transcriptional regulator	GntR	624273	625034	+	624273.0	1	0	176.78034215190206	7.473951998487629	721.0	4	762	-0.9180429434867632	-1.4809515362443284	3.0
SC_RS04865		SCO0588	sensor histidine kinase	Sensor kinase	629185	630912	-	630912.0	1	0	1920.0965723621264	10.90771432889509	105.0	3	1728	6.976372241992684	3.713971497920266	4.0
SC_RS04870		SCO0589	LysR family transcriptional regulator	LysR	631216	632103	-	632103.0	1	0	52.588621819407486	5.743854808494446	1086.0	1	888	1.054127544087963	0.8664477034196086	6.0
SC_RS04920		SCO0599	anti-sigma factor RsbA family regulatory protein	Sigma factor	638801	639730	+	638801.0	1	0	476.5257679737931	8.899434774912578	126.0	3	930	0.6196643888560709	0.1306431568845916	6.0
SC_RS04925		SCO0600	RNA polymerase sigma factor SigF	Sigma factor	639859	640704	+	639859.0	1	0	554.6901747342122	9.118136921717722	932.0	2	846	-1.2591318297701912	-1.2623042038035506	1.0
SC_RS04950		SCO0605	GlxA family transcriptional regulator	Other regulatory	645297	646232	+	645297.0	1	0	32.19798205842999	5.053023644809711	278.0	4	936	-0.0460695847428328	1.034179401427624	2.0
SC_RS04965	slbR	SCO0608	gamma-butyrolactone-binding regulator SlbR	Other regulatory	647887	648765	+	647887.0	1	0	1274.994903874055	10.317406851875912	347.0	16	879	1.4874595631570964	0.9512587569581356	10.0
SC_RS04975		SCO0610	GntR family transcriptional regulator	GntR	649840	650610	+	649840.0	1	0	77.91963300273865	6.302312342049188	14.0	15	771	-1.79525130114843	-1.213259309884466	3.0
SC_RS05020		SCO0620	metal-sensitive transcriptional regulator	Other regulatory	661329	661607	-	661607.0	1	0	141.863087508812	7.1584893955918085	342.0	5	279	0.2702113151748363	-0.1112588514346406	4.0
SC_RS05030		SCO0622	TetR/AcrR family transcriptional regulator	TetR	662373	663014	+	662373.0	1	0	228.23415790853736	7.840678224155476	779.0	4	642	-1.3668292078247744	-2.9208570426090463	1.0
SC_RS05065		SCO0629	LacI family DNA-binding transcriptional regulator	LacI	671618	672727	-	672727.0	1	0	40.87102220594213	5.387880234208517	954.0	2	1110	-1.2179066283951665	0.6074056687687585	5.0
SC_RS05075		SCO0632	sigma-70 family RNA polymerase sigma factor	Sigma factor	673733	674317	+	673733.0	1	1	16.630401452366712	4.1399934207504785	52.0	1	585	-0.1773167519469067	1.6113360419805196	7.0
SC_RS05120		SCO0640	BlaI/MecI/CopY family transcriptional regulator	Other regulatory	681435	681863	-	681863.0	1	0	238.06276391041015	7.901245625113775	2131.0	0	429	-0.6111934284105836	-1.2488418444844804	2.0
SC_RS05150		SCO0646	TetR/AcrR family transcriptional regulator	TetR	688679	689263	+	688679.0	1	0	32.58155931270201	5.069597316242495	1516.0	1	585	-0.5435455538211246	0.3780906244929008	7.0
SC_RS05265		SCO0669	TetR/AcrR family transcriptional regulator	TetR	709071	709688	+	709071.0	1	0	64.03323433883776	6.0231052709116835	5345.0	0	618	-1.1509878752879124	-0.5138549291301228	5.0
SC_RS05410			GlxA family transcriptional regulator	Other regulatory	738527	739524	+	738527.0	1	0	79.93338553832567	6.338663041238505	1527.0	2	998	1.029551486704538	1.7059424629242783	2.0
SC_RS05445			helix-turn-helix domain-containing protein	HTH (other)	743929	744847	+	743929.0	1	0	1238.0746027456753	10.275047337169712	880.0	1	919	1.2538408848742586	0.8832410897921971	8.0
SC_RS05480		SCO0711	PucR family transcriptional regulator	Other regulatory	751917	753197	-	753197.0	1	0	26.903620411998688	4.802380414489413	392.0	6	1281	-0.9458116142359604	3.6201931396096767	2.0
SC_RS05485		SCO0712	helix-turn-helix transcriptional regulator	HTH (other)	753318	756143	-	756143.0	1	1	51.093845671660496	5.703041038534653	114.0	4	2826	-0.5006499103865119	2.8676687798585383	11.0
SC_RS05490	bdeA	SCO0713	bis(hydroxyethyl) terephthalate hydrolase	HTH (other)	756314	757246	-	757246.0	1	0	23.606023365749312	4.620939614362497	989.0	3	933	-1.5374159449617275	2.0900282222333426	9.0
SC_RS05550		SCO0724	MurR/RpiR family transcriptional regulator	Other regulatory	768450	769367	+	768450.0	1	0	148.48991289069784	7.223904328957044	741.0	6	918	0.4305057981057131	0.1177200769612613	5.0
SC_RS05570		SCO0728	TetR family transcriptional regulator	TetR	771628	772362	+	771628.0	1	0	41.68973249559702	5.415817217217942	396.0	4	735	-0.1737691216983287	0.1218793461270799	12.0
SC_RS05600		SCO0734	ROK family transcriptional regulator	ROK	776554	777720	-	777720.0	1	0	66.70690316048109	6.081231028357869	323.0	4	1167	-0.1727301002487664	0.5318215196403713	10.0
SC_RS05655		SCO0745	TetR/AcrR family transcriptional regulator	TetR	786984	787643	-	787643.0	1	0	26.923961561518265	4.803431725536716	1805.0	1	660	1.403719300924047	2.671125722517398	1.0
SC_RS05790		SCO0772	TetR/AcrR family transcriptional regulator	TetR	821295	821873	+	821295.0	1	0	79.90985941949502	6.338243610508279	361.0	2	579	0.1109692802517742	-0.4871356386344221	5.0
SC_RS05835		SCO0781	anti-sigma factor antagonist	Sigma factor	828403	828789	+	828403.0	1	0	74.21134547358123	6.23287840072467	610.0	4	387	2.2586565372129304	2.21424551521893	3.0
SC_RS05845	otr(A)	SCO0783	tetracycline resistance ribosomal protection protein Otr(A)	TetR	829910	831817	+	829910.0	1	0	89.08864512160761	6.493273373411382	501.0	2	1908	-0.6405149842391521	0.5663054702592293	6.0
SC_RS05900		SCO0794	ROK family transcriptional regulator	ROK	840399	841688	-	841688.0	1	0	181.99441810639672	7.51565583231115	1216.0	1	1290	-0.0560957848551432	-0.5601793790949843	1.0
SC_RS05930		SCO0800	TetR/AcrR family transcriptional regulator	TetR	846917	847525	-	847525.0	1	0	79.01615985476853	6.322219487237191	1603.0	2	609	0.1570544064447543	-0.2625354939914694	4.0
SC_RS05945	sigJ	SCO0803	RNA polymerase sigma factor SigJ	Sigma factor	850100	851074	-	851074.0	1	0	302.0062270738613	8.243203632569537	47.0	4	975	0.8584381514538014	-0.0536702655875727	7.0
SC_RS05960		SCO0806	LacI family DNA-binding transcriptional regulator	LacI	853340	854365	-	854365.0	1	0	55.53923532570454	5.821180466219272	1215.0	2	1026	0.0545551845118072	0.376347732069379	1.0
SC_RS06040		SCO0822	helix-turn-helix transcriptional regulator	HTH (other)	871406	872086	-	872086.0	1	0	54.90165235271988	5.804819022067516	140.0	2	681	-0.119034485166896	-0.2661396729500866	4.0
SC_RS06045		SCO0823	GntR family transcriptional regulator	GntR	872193	872633	+	872193.0	1	1	79.41156122099117	6.329331035558901	247.0	2	441	-1.3298006901673476	-1.4690041024017018	4.0
SC_RS06130		SCO0840	MarR family winged helix-turn-helix transcriptional regulator	MarR	888194	888700	-	888700.0	1	0	49.189602447615414	5.649316613426999	1924.0	1	507	0.6238096514337876	0.3248867890461973	5.0
SC_RS06215		SCO0857	TetR/AcrR family transcriptional regulator	TetR	904019	904747	+	904019.0	1	0	372.0409402863768	8.543190161024485	1911.0	1	729	-0.0049563235360248	-0.8220834384037379	2.0
SC_RS06250		SCO0864	sigma-70 family RNA polymerase sigma factor	Sigma factor	911343	911939	-	911939.0	1	0	191.0545323572935	7.585372200674343	428.0	6	597	3.659845684433634	4.937312828167456	4.0
SC_RS06260		SCO0866	sigma-70 family RNA polymerase sigma factor	Sigma factor	912931	913572	-	913572.0	1	0	242.7265842631851	7.929119810113482	415.0	5	642	5.905664010847805	6.216740240166261	2.0
SC_RS06280		SCO0870	response regulator	Response regulator	916336	916785	-	916785.0	1	0	148.55556145873277	7.224537750113294	362.0	5	450	-1.2349348467967949	-1.83206264846728	1.0
SC_RS06285		SCO0871	sensor histidine kinase	Sensor kinase	916782	918377	-	918377.0	1	0	585.5685599987723	9.196155934668717	188.0	4	1596	-1.1384621811153084	-2.3482790096257253	7.0
SC_RS06300		SCO0875	ArsR/SmtB family transcription factor	ArsR	921420	921755	-	921755.0	1	0	22.808872855804637	4.5734274179806205	322.0	2	336	1.4434302376472552	1.1111618624089463	5.0
SC_RS06310		SCO0877	helix-turn-helix transcriptional regulator	HTH (other)	922247	924913	+	922247.0	1	1	654.9005041217672	9.357333173677873	170.0	2	2667	1.688781934919955	0.3646558250554286	5.0
SC_RS06345		SCO0882	tetratricopeptide repeat protein	TetR	928670	929017	+	928670.0	1	0	18.383802183125916	4.2767796817764925	874.0	3	348	1.744038012178177	1.552740186529903	4.0
SC_RS06365		SCO0886	LacI family DNA-binding transcriptional regulator	LacI	931757	932791	-	932791.0	1	0	713.3679887473867	9.480523623663151	183.0	4	1035	3.0313495229464373	0.8431328329988723	1.0
SC_RS06370		SCO0887	TetR/AcrR family transcriptional regulator	TetR	932864	933568	-	933568.0	1	0	121.89370925169914	6.941267257937233	460.0	5	705	1.8513213168351164	1.135174231184282	8.0
SC_RS06380		SCO0889	LysR family transcriptional regulator	LysR	934332	935237	-	935237.0	1	0	86.26615260182798	6.447350287777007	296.0	4	906	0.2939809405267505	-0.0192168793142748	3.0
SC_RS06395		SCO0891	helix-turn-helix transcriptional regulator	HTH (other)	936431	937270	+	936431.0	1	0	41.50168400554195	5.4094480998627015	130.0	2	840	0.7719533111121496	1.3609043161544092	7.0
SC_RS06415		SCO0895	sigma-70 family RNA polymerase sigma factor	Sigma factor	941071	942090	-	942090.0	1	0	19.40092483814065	4.350562650474114	33.0	5	1020	0.4854039204411557	3.556464302793186	0.0
SC_RS06430		SCO0897	PPC domain-containing DNA-binding protein	Other regulatory	942974	943408	-	943408.0	1	1	30.621385944202036	4.982828696328375	172.0	4	435	0.8034364456318976	1.9141949149121151	7.0
SC_RS06435		SCO0898	AfsR/SARP family transcriptional regulator	SARP	943851	945833	-	945833.0	1	0	100.06994792015162	6.659210280668977	186.0	6	1983	0.007604094758719	0.5765168513645809	8.0
SC_RS06575		SCO0925	LysR family transcriptional regulator	LysR	971392	972276	+	971392.0	1	0	55.63885316045086	5.823720148505997	933.0	1	885	0.105748774574396	0.2863542206304965	6.0
SC_RS06585		SCO0927	LysR family transcriptional regulator	LysR	973388	974224	+	973388.0	1	0	411.81308555115146	8.689344892513947	1063.0	1	837	1.031289671131722	0.0635770399553548	7.0
SC_RS06650		SCO0940	MarR family winged helix-turn-helix transcriptional regulator	MarR	986247	986720	+	986247.0	1	0	21.57566103855572	4.496696326805399	2116.0	0	474	0.1192077013375205	0.2713711638847062	4.0
SC_RS06660		SCO0942	sigma-70 family RNA polymerase sigma factor	Sigma factor	988130	988684	+	988130.0	1	0	18.490053751174987	4.28466616426442	2707.0	0	555	1.5069504137270713	2.9331465948446778	3.0
SC_RS06715		SCO0953	LacI family DNA-binding transcriptional regulator	LacI	1002624	1003673	+	1002624.0	1	0	62.18074159775425	5.9814129660196835	990.0	4	1050	-1.8426515587496184	-0.3631928223982962	5.0
SC_RS06810		SCO0971	LysR family transcriptional regulator	LysR	1023053	1023964	+	1023053.0	1	0	430.04824109321027	8.751705528442427	2602.0	0	912	-0.4677664194222722	-0.8249844799257048	2.0
SC_RS06865		SCO0981	short-chain fatty acyl-CoA regulator family protein	Other regulatory	1031976	1033445	-	1033445.0	1	0	86.29485645657559	6.4478247454980675	738.0	3	1470	-0.0997928656008628	0.6717634298098863	2.0
SC_RS06885	metE	SCO0985	5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase	TetR	1038243	1040561	+	1038243.0	1	0	1437.3723838856035	10.490221511785483	1332.0	1	2319	3.3232589075481034	0.1766970836216357	7.0
SC_RS06975		SCO1003	TetR/AcrR family transcriptional regulator	TetR	1058377	1058961	+	1058377.0	1	0	113.30439753666798	6.836737097984176	2655.0	0	585	1.075371051480272	0.1593032084434705	7.0
SC_RS07000		SCO1008	ArsR/SmtB family transcription factor	ArsR	1063185	1063520	+	1063185.0	1	1	256.50317952583157	8.008446435887397	183.0	3	336	0.1164734698130901	-1.3536105142603478	4.0
SC_RS07005			helix-turn-helix domain-containing protein	HTH (other)	1063757	1064212	-	1064212.0	1	0	33.52586830611304	5.109605792793448	342.0	3	456	-1.263941082403715	-0.5528652193818911	3.0
SC_RS07015		SCO1011	helix-turn-helix domain-containing protein	HTH (other)	1066337	1068241	-	1068241.0	1	0	97.60255902330584	6.623553184110476	1903.0	1	1905	0.9149011866957036	1.2724058244497838	3.0
SC_RS07085		SCO1026	DeoR/GlpR family DNA-binding transcription regulator	DeoR	1084395	1085219	+	1084395.0	1	0	588.8064354350477	9.204097753645344	1046.0	2	825	-1.5092560605737335	-1.6379612583682632	4.0
SC_RS07125		SCO1034	TetR/AcrR family transcriptional regulator	TetR	1092334	1092897	+	1092334.0	1	0	69.64743416760429	6.142565259397133	134.0	4	564	-0.3767031095001331	1.2191371899475545	2.0
SC_RS07150		SCO1039	ROK family protein	ROK	1095280	1096518	-	1096518.0	1	0	526.1786573315222	9.04214815423062	545.0	4	1239	0.5631196363635875	-0.6331502239360605	4.0
SC_RS07170		SCO1043	DeoR/GlpR family DNA-binding transcription regulator	DeoR	1099030	1099809	+	1099030.0	1	0	89.87680848760141	6.5058402644575075	1111.0	1	780	-0.8010754312122149	-0.6682291697620173	10.0
SC_RS07215		SCO1052	helix-turn-helix domain-containing protein	HTH (other)	1108110	1108778	-	1108778.0	1	1	17.84167156962963	4.235855056559876	216.0	8	669	0.3469446698179995	2.364778272966627	9.0
SC_RS07255		SCO1060	ROK family protein	ROK	1117870	1119111	-	1119111.0	1	0	81.01247084077015	6.357771397937107	3780.0	0	1242	-0.3581513157215901	-0.1318281013273208	3.0
