locus_tag	start	end	strand	product	protein_id	T1_mean_counts	T2_mean_counts	T3_mean_counts	T2vsT1_log2FC	T2vsT1_padj	T3vsT1_log2FC	T3vsT1_padj
SC_RS11305	1987651	1988463	+	precorrin-4 C(11)-methyltransferase	WP_161270011.1	1981.0378167218262	1348.9423034511954	296.42436234158555	-0.5418140681611233	0.0012502285767843	-2.7326689542792577	8.67283475252001e-60
SC_RS11310	1988460	1989701	+	precorrin-6y C5%2C15-methyltransferase (decarboxylating) subunit CbiE	WP_161270012.1	3215.643948197115	1695.9735021190115	365.85744908851893	-0.906237348782666	4.2135428328013486e-08	-3.12755826100387	2.2362554397328745e-78
SC_RS11315	1989698	1991530	+	precorrin-3B C(17)-methyltransferase	WP_161270013.1	6045.5662402550615	3934.5583658318915	734.8272535074935	-0.6048819282508514	0.0011130511835971	-3.0263131669291305	1.896427507203356e-61
SC_RS11875	2109316	2109870	+	methylated-DNA--[protein]-cysteine S-methyltransferase	WP_011028072.1	398.48129306286097	18780.13529178491	2000.3037162311912	5.534975506167998	9.420012158200229e-96	2.2822674048788323	8.57136791620431e-18
SC_RS11895	2112316	2113110	-	methyltransferase domain-containing protein	WP_003976846.1	164.0225914798529	206.88309840169197	104.24027597445819	0.3243429243706789	0.1130822904131803	-0.6259629972724713	0.0014178504143965
SC_RS11995	2129838	2130524	-	class I SAM-dependent methyltransferase	WP_011028084.1	48.64064720538695	874.0108619697036	420.3633311899227	4.13560364763869	2.651029245539948e-58	3.0683965045521338	7.647673859019726e-33
SC_RS12025	2135154	2135816	+	class I SAM-dependent methyltransferase	WP_003976818.1	231.3221543698286	96.05198424192035	71.12548010961567	-1.2367354911580897	1.7490613872403066e-09	-1.678760068193902	4.9015037642298544e-17
SC_RS12500	2247685	2248641	-	16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH	WP_078653284.1	839.0384676323861	136.87887254199413	119.05480108764571	-2.581552436907095	4.695309529256716e-30	-2.781829672709937	5.0594998375908114e-36
SC_RS12530	2255534	2256361	-	methyltransferase	WP_030869367.1	733.34596078884	280.0727081274294	154.1667986586658	-1.3560383818324535	9.971335694619948e-13	-2.240070941397229	1.1547247071329763e-31
SC_RS12890	2333833	2334534	+	class I SAM-dependent methyltransferase	WP_011028174.1	1461.6852371956973	378.94532973051105	156.57221694863685	-1.9305582101953973	7.976823976817156e-34	-3.221641416118338	2.3707332269091536e-87
SC_RS12910	2337400	2338119	-	class I SAM-dependent methyltransferase	WP_037897775.1	76.78990510339129	30.934027597140954	42.965475288281105	-1.2250446068249	0.00013384871192487978	-0.7626913078019908	0.0084821984470573
SC_RS13305	2423298	2424173	+	3-methyl-2-oxobutanoate hydroxymethyltransferase	WP_003976556.1	453.34455212475854	124.43464945091925	360.45325486809384	-1.835310133956218	6.74763057617099e-18	-0.3232180771437479	0.1066783297821503
SC_RS13590	2483598	2484278	+	class I SAM-dependent methyltransferase	WP_003976501.1	131.89033567155357	272.6568383265366	138.36983327431506	1.0092847740762718	6.77341736701069e-05	0.0579049507080064	0.828158483691241
SC_RS13615	2487830	2488564	-	class I SAM-dependent methyltransferase	WP_003976496.1	410.3308260004812	162.32332168254433	92.81511544718155	-1.30850506905448	2.052101768282219e-11	-2.128564573428592	1.2079605080198644e-27
SC_RS13720	2508881	2509552	+	O-methyltransferase	WP_003976466.1	183.90381610394354	348.7646399342845	173.2422796259209	0.8919363576495246	8.3170691611797e-05	-0.0933157249232163	0.6922442892787454
SC_RS14675	2723027	2723800	-	SCO2525 family SAM-dependent methyltransferase	WP_003976278.1	103.29157732666577	545.171526841508	775.7623264110247	2.368081418982497	8.147172796861769e-30	2.8783453158665995	3.59157012174715e-44
SC_RS14810	2751941	2752690	-	16S rRNA (uracil(1498)-N(3))-methyltransferase	WP_003976252.1	548.6311718496328	170.596056128558	113.01169863644718	-1.6655369562938604	3.5605901894038497e-22	-2.2727119069491426	1.2819927063432016e-40
SC_RS15340	2884761	2885426	+	class I SAM-dependent methyltransferase	WP_011028485.1	15.874624332926293	21.416847922783674	49.83970999941937	0.3720085280407014	0.3719257733317528	1.5647476531554518	3.695896945006743e-05
SC_RS15430	2906677	2907651	-	methyltransferase domain-containing protein	WP_011028500.1	786.7343800046388	487.42945677125044	414.1156449395203	-0.6619978041687945	0.0050937002863999	-0.9004538007260396	9.051441493907516e-05
SC_RS16160	3072689	3073546	-	class I SAM-dependent methyltransferase	WP_003975986.1	77.8491274873461	76.55993652161946	60.32686218623667	-0.0203586690868437	0.9471813314171088	-0.3252874446780308	0.2145179460248052
SC_RS16460	3126611	3127843	+	ATP-grasp peptide maturase system methyltransferase	WP_011028638.1	69.92218397863806	90.97372808742158	94.60834229369574	0.3534892214228521	0.2303257933399423	0.4228418773173373	0.1232374523330728
SC_RS17580	3384933	3386249	-	SAM-dependent methyltransferase	WP_011028761.1	256.07310138106044	8629.613965985074	477.18605401022836	5.056372146354731	9.500020857789887e-111	0.8619261960839633	0.00013509276825773815
SC_RS17645	3399763	3401802	-	N-6 DNA methylase	WP_011028768.1	245.1053184178421	51.73774494986095	145.13814106419088	-2.1949101667317077	6.480003319855991e-16	-0.7108321220350501	0.0033279494835819
SC_RS17785	3433453	3434364	-	trans-aconitate 2-methyltransferase	WP_011028784.1	43.07029351717953	39.17167528082203	235.3388275643996	-0.1333645403346229	0.6632159436493483	2.4159468953711096	8.82177323328147e-24
SC_RS17855	3449961	3450821	-	16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase RsmA	WP_003975667.1	539.9284804923994	113.35929351316649	100.74669142270649	-2.227440752185536	1.599828494154808e-28	-2.3992087916996274	5.095148663849368e-35
SC_RS17875	3453841	3454701	-	16S rRNA (cytidine(1402)-2'-O)-methyltransferase	WP_003975663.1	481.8801249767893	165.2143748693428	131.82953480696384	-1.5232532411431126	2.9898786510351096e-19	-1.8475919474072424	5.395426475483978e-29
SC_RS18190	3524828	3525871	-	class I SAM-dependent methyltransferase	WP_016326468.1	13.610255874949674	1500.7779583572349	919.5250530090974	6.771472517482477	4.207636474860915e-110	6.059963985946179	2.1173647616097408e-88
SC_RS18645	3658635	3659537	-	SAM-dependent methyltransferase	WP_011028899.1	308.0411062263118	328.60365636548573	142.14434885705433	0.0908357897375197	0.6450354861109171	-1.106915569380014	3.1235226697363756e-10
SC_RS18690	3668023	3669720	-	bifunctional uroporphyrinogen-III C-methyltransferase/uroporphyrinogen-III synthase	WP_003975519.1	8557.44129042052	2109.916536905546	1715.8709635614239	-1.9810703790894744	2.0300821716114748e-16	-2.281782303568375	2.118230211508598e-21
SC_RS18820	3696891	3697673	-	class I SAM-dependent methyltransferase	WP_011028920.1	38.35987464751967	132.2068372605639	114.67041581325002	1.7301391533567034	5.1299341907432455e-11	1.5229798213189374	3.420374614657319e-09
SC_RS19080	3754603	3755691	+	SAM-dependent methyltransferase	WP_011028950.1	369.14199809284924	198.6698126843655	136.2318842279316	-0.8700646200888953	1.0615703230481137e-05	-1.4146685734357618	2.994403449980952e-13
SC_RS19385	3811766	3812845	-	methyltransferase domain-containing protein	WP_011028993.1	49.44295055402569	51.53593668188923	86.5120464474442	0.0592264748519694	0.8780104087545828	0.7683276468876702	0.0144985263271882
SC_RS19420	3818491	3819297	-	methyltransferase domain-containing protein	WP_234025335.1	22.490257297303163	7.817440683833138	52.64300084796909	-1.3719159653675843	0.0028507015433697	1.1566697132892974	0.0008811266070918586
SC_RS19670	3878757	3879503	-	DNA-methyltransferase	WP_011029046.1	3.7825582139960545	2.934884828407481	48.02974459760939	-0.2147403496791498	0.7177675481917571	3.507711563598379	1.6497012649800672e-09
SC_RS19765	3896019	3896120	+	DNA cytosine methyltransferase								
SC_RS19770	3896173	3897147	+	DNA cytosine methyltransferase	WP_254613693.1	11.043212392730561	4.593498996940218	62.12948389870852	-0.9363197076367706	0.1028197302734883	2.3187830633925195	9.469011984056453e-06
SC_RS20850	4115028	4115813	+	class I SAM-dependent methyltransferase	WP_011029204.1	16.765841232509306	16.253807696416754	41.2555932863338	-0.0277767453644293	0.9518162571765086	1.2183450981384398	0.0012896988058987
SC_RS21310	4219178	4219963	-	TrmH family RNA methyltransferase	WP_011029261.1	358.6077928958111	436.622290958936	125.07900009133455	0.2739221527284936	0.1700966084913567	-1.496029423806404	1.1174165655056624e-14
SC_RS21470	4250514	4251389	-	FkbM family methyltransferase	WP_011029280.1	97.8364122877283	141.08016995569403	274.23656611345217	0.5023326747385006	0.0518330100337983	1.4389064538391825	2.8630436048677623e-09
SC_RS21570	4275980	4276699	+	16S rRNA (guanine(527)-N(7))-methyltransferase RsmG	WP_011029291.1	460.8667613890505	203.76688152044233	114.13021438831474	-1.157177040222061	3.2350234122089987e-10	-1.9843520987017185	3.949960619487788e-27
SC_RS22725	4510885	4511700	-	tRNA (guanosine(46)-N7)-methyltransferase TrmB	WP_003974862.1	446.70793144655363	84.47010934444131	85.35074007723979	-2.3816271969781733	5.259194404339422e-35	-2.3549885445283216	1.0179351624392355e-38
SC_RS23200	4612173	4612988	-	class I SAM-dependent methyltransferase	WP_003974768.1	88.26492427741964	36.82396125887368	58.92184245716262	-1.186615845429349	0.00021170601894495065	-0.5186733670734611	0.0754867517758389
SC_RS23365	4640855	4641799	+	23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB	WP_011029524.1	1873.4815704145838	471.0649793215389	251.93193807184068	-1.9668407072520384	2.3773511165880174e-24	-2.880373531064531	5.408030659575428e-50
SC_RS24550	4897553	4898155	+	O-methyltransferase	WP_161270162.1	14.685739391810566	8.76352966323104	36.69105067856605	-0.6436446750561596	0.1583743348360695	1.2189503574800726	0.0013146701912664
SC_RS24685	4924984	4925628	-	class I SAM-dependent DNA methyltransferase	WP_003974444.1	324.80802529916514	33.84850611965863	66.10033450311492	-3.224755298890623	5.003945484191258e-36	-2.2454980649327156	7.074570094246949e-25
SC_RS24935	4974767	4975462	+	demethylmenaquinone methyltransferase	WP_003974389.1	1107.3933189983197	509.2400673283334	313.5236578683658	-1.0831232235805468	4.381173310590958e-06	-1.7898339493690951	2.2870709773724103e-14
SC_RS25365	5062845	5063669	-	class I SAM-dependent methyltransferase	WP_011029786.1	434.2209689408569	267.10968440252947	145.94498214588927	-0.6833969609479625	0.0002621104742387417	-1.5621735046809924	2.986214783669275e-17
SC_RS25950	5169472	5170644	-	class I SAM-dependent methyltransferase	WP_161270170.1	146.92342823618904	45.88012132160341	74.81766565009978	-1.6163844353420795	1.0199843356401371e-08	-0.9135470437177152	0.0003605606609394
SC_RS26345	5269286	5270731	+	glycine hydroxymethyltransferase	WP_003974134.1	267.62829032886026	498.94025884941584	271.6311104545079	0.8812323632139207	4.621825617543329e-07	0.0172158558247895	0.9279432497541168
SC_RS26520	5301340	5302356	-	class I SAM-dependent methyltransferase	WP_011029918.1	173.24548613255988	914.4964954267158	352.6583553098513	2.36757550806517	2.2067145233217006e-24	0.98541272477722	1.9685506117558093e-05
SC_RS26525	5302468	5303406	-	class I SAM-dependent methyltransferase	WP_011029919.1	32.317954958256784	2316.523336968715	491.8559784331556	6.150001928526621	6.0158710683569e-137	3.9015197176065617	1.4700019865545215e-55
SC_RS27295	5459908	5460726	+	class I SAM-dependent methyltransferase	WP_011030011.1	76.89106259099084	86.03599137398534	62.70315657739709	0.1581127664696197	0.5600844080814967	-0.268427950475296	0.2732413834789733
SC_RS27630	5535661	5536287	-	class I SAM-dependent methyltransferase	WP_011030052.1	18.6986749043465	33.10367089704861	675.4749683247163	0.7546650198801633	0.0289251819411501	5.139700559745333	4.112661800165308e-60
SC_RS27895	5592745	5593443	-	O-methyltransferase	WP_161270547.1	894.8692285123499	320.24127871955255	218.3027281267614	-1.4637253058277175	2.7630001227129936e-19	-2.0257684086700554	5.095005615736322e-36
SC_RS28465	5715872	5716681	+	class I SAM-dependent methyltransferase	WP_011030136.1	332.8299534185339	1525.429686073751	842.2677338715035	2.1570936945553663	2.4532258014814613e-18	1.2947280370514342	1.2014194477294305e-07
SC_RS28835	5801998	5805600	-	BREX-2 system adenine-specific DNA-methyltransferase PglX	WP_011030180.1	604.2846826714166	395.1741142939586	381.6886995982897	-0.6011302090439018	0.0001596759695177656	-0.6456827690845612	2.6219067285931795e-05
SC_RS28985	5831498	5832343	+	peptide chain release factor N(5)-glutamine methyltransferase	WP_003973636.1	896.3384862885556	183.65267871384222	139.17437232085203	-2.265414697217656	9.115107665493783e-40	-2.675267755095698	1.2695731365002304e-56
SC_RS29000	5833806	5835062	+	serine hydroxymethyltransferase	WP_003973633.1	90.32876498521227	82.4699642790302	121.83250952362317	-0.1207844454812478	0.6435009879663497	0.4221676273133457	0.0560638225608093
SC_RS29535	5955947	5957209	-	serine hydroxymethyltransferase	WP_003973528.1	5658.913287684114	3668.8931683198366	693.232831470587	-0.601868945308872	0.0078271609452213	-3.0020222914867865	2.8052022896052576e-41
SC_RS29545	5957728	5958846	-	glycine cleavage system aminomethyltransferase GcvT	WP_003973526.1	2738.3605360731544	1194.6243464863726	307.53342534237623	-1.1590580662931609	5.525458342260256e-07	-3.128982235756662	6.248973294699537e-41
SC_RS30050	6066627	6067214	+	16S rRNA (guanine(966)-N(2))-methyltransferase RsmD	WP_011030310.1	408.37861573206095	164.61307811762472	110.973677985697	-1.2853667770848234	7.364907191183224e-12	-1.8697656914469911	6.384573019295274e-24
SC_RS30165	6094782	6095669	-	class I SAM-dependent methyltransferase	WP_011030324.1	36.63356549503521	582.5761320722996	328.9967761741212	3.9788415929913143	7.688957299862898e-59	3.143688682105557	2.1565572218964476e-37
SC_RS30190	6098530	6099363	+	tRNA (guanosine(37)-N1)-methyltransferase TrmD	WP_003973399.1	862.0003489811597	130.88055708094177	109.74514867448568	-2.7015411128176487	4.548627020201978e-46	-2.960492735082876	5.281479329925073e-58
SC_RS30440	6143019	6144125	+	23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN	WP_003973380.1	1694.6258833201737	1035.3358635252252	434.8755049990059	-0.6956605430257765	4.080414924566856e-05	-1.9493324121396252	3.8048621215623246e-31
SC_RS31720	6458306	6459394	+	SAM-dependent methyltransferase	WP_003973125.1	18.154811177588414	288.9527732118817	682.9348413354861	3.938981356401516	2.403760393843726e-32	5.186477785402486	8.853697353820157e-56
SC_RS31750	6467755	6469131	+	class I SAM-dependent RNA methyltransferase	WP_011030522.1	1770.8983458994326	295.003636793505	227.82832502200884	-2.5740285287223736	7.163785878675512e-77	-2.9516899588286916	5.929641951885319e-104
SC_RS32105	6543401	6544900	+	3' terminal RNA ribose 2'-O-methyltransferase Hen1	WP_161270254.1	294.44353703423803	71.59179978216979	99.01143194031319	-2.00838142642247	2.3224982585179648e-17	-1.5244230379365031	4.612093291636005e-12
SC_RS32600	6664852	6666069	+	damage-control phosphatase ARMT1 family protein	WP_134111906.1	66.37000306318187	85.03687384501063	100.4782212366079	0.3345005649565216	0.2471723497874537	0.5791317884499463	0.02894471633641
SC_RS32685	6687926	6688708	+	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(O)	WP_011030647.1	9.816886256977902	5.367313012984217	44.957573698708565	-0.5775803923516869	0.2993343897719625	2.0100052974932865	0.00020614743102950907
SC_RS32935	6738552	6739466	-	homocysteine S-methyltransferase	WP_011030679.1	72.23445034289178	60.65560778920167	72.27712689551983	-0.2389113828089831	0.4109659083623875	0.0164816709793386	0.9535031129325812
SC_RS33005	6752734	6753294	+	methylated-DNA--[protein]-cysteine S-methyltransferase	WP_011030689.1	22.201613434731062	119.4229233708326	97.17983147494063	2.375472692287242	2.0477690907499506e-15	2.0675125543292423	2.1377334383915856e-12
SC_RS34410	7126477	7127388	+	class I SAM-dependent methyltransferase	WP_011030923.1	3.288379618530185	11.710006009012112	110.97633410037578	1.5266653307967566	0.0047123690431862	4.916076713968943	4.038294245861373e-21
SC_RS34505	7151007	7151501	+	methylated-DNA--[protein]-cysteine S-methyltransferase	WP_011030939.1	18.77999680900972	50.779509941905616	64.84384709815292	1.3599245212997997	4.9322849377419506e-05	1.7120786304705229	8.973096325031075e-08
SC_RS34620	7177711	7178433	+	class I SAM-dependent methyltransferase	WP_011030956.1	6.4331535721141035	33.97108377347696	57.44648388025356	2.2432262089330535	1.8634889265299576e-05	3.0574580883638256	3.163660620855895e-09
SC_RS34745	7199504	7200325	-	methyltransferase domain-containing protein	WP_011030973.1	58.55725841728482	4982.37498844687	275.26799460386934	6.377667981866717	4.101838313861427e-98	2.1657216763801905	9.305976646055212e-13
SC_RS34875	7230397	7231212	-	SAM-dependent methyltransferase	WP_003972443.1	78.65714720336571	97.05387849975243	88.0266042285549	0.2831737187060757	0.2922954528655003	0.1637984042798702	0.5201743557339022
SC_RS34900	7233979	7234725	+	class I SAM-dependent methyltransferase	WP_003972438.1	74.68853514707666	112.0960356032448	99.88760106901607	0.5635074822215755	0.0136947941572603	0.3936369684767443	0.0714939483410212
SC_RS34935	7246146	7247090	+	class I SAM-dependent methyltransferase	WP_003972431.1	69.78482548117832	143.234093686031	115.71844757137261	1.008776594612503	2.077082712451019e-06	0.7105269604778943	0.000572676492388429
SC_RS35230	7326508	7327326	-	SAM-dependent methyltransferase	WP_016327797.1	428.0157541080114	1373.3988118874397	460.5366713804114	1.6538831026876404	5.258314430295159e-16	0.0968247304662017	0.6540411122163611
SC_RS35235	7327541	7328326	+	SAM-dependent methyltransferase	WP_011031037.1	39.79272530262506	94.76419197391176	70.53881129251475	1.1959301809222218	2.3016428389790856e-05	0.7947223470370881	0.0037117473515953
SC_RS35335	7353207	7356839	+	BREX-2 system adenine-specific DNA-methyltransferase PglX	WP_011031053.1	1666.2580911243465	1989.2951319815174	979.8380238270425	0.2500055876122167	0.1668019524224547	-0.751784818258908	8.988448493305942e-06
SC_RS36410	7617112	7618383	-	DNA cytosine methyltransferase	WP_011031229.1	1.3465217677323842	4.245930040402993	64.9063069631264	1.0602099853735696	0.1161292455338988	5.335326573275776	1.0309769424971741e-10
SC_RS36625	7654146	7654901	+	DNA-methyltransferase	WP_011031270.1	2.7178861011108766	3.9480583934013436	45.995400720688004	0.3076249646559623	0.6051590093004695	3.871154218568336	6.520141981844974e-09
SC_RS36850	7692907	7694997	-	methyltransferase%2C FxLD system	WP_011031310.1	62.73149326035269	179.2027880970338	1171.5675202171665	1.4711625798283892	2.950190891526148e-09	4.196535669840202	1.0268742600293944e-68
SC_RS36945	7712024	7712521	+	SAM-dependent methyltransferase	WP_134111936.1	150.74422508337818	265.2639424224678	464.4990124904198	0.7808169227819274	0.0010710155877826	1.5813801598239348	7.587064339925854e-12
SC_RS37490	7843106	7843768	+	methyltransferase domain-containing protein	WP_231909205.1	9.209306237257202	3.936466876027754	26.254382877459886	-0.9078208263979074	0.1251033548125639	1.296177160291366	0.0122482489363435
SC_RS37505	7844776	7845501	+	class I SAM-dependent methyltransferase	WP_003972089.1	31.293943797703218	96.23671744404346	46.86340057470949	1.5705870685269625	4.7216583386117734e-08	0.5631665159446543	0.0480970570783571
SC_RS37540	7850449	7851291	+	putative protein N(5)-glutamine methyltransferase	WP_011031408.1	53.009960069708406	25.481688211316555	48.78222358912279	-0.991131359074828	0.0023695807123585	-0.093255896840808	0.7544996281157671
SC_RS37815	7907864	7908628	-	class I SAM-dependent methyltransferase	WP_003972025.1	0.0	1.8250933731998469	38.961143571801934	1.7882635998552892	0.0416144374240782	8.254304526264159	2.783835835558593e-09
SC_RS38275	8016858	8017022	+	methyltransferase type 11	WP_134112068.1	47.20199212901562	21.717496298642704	17.96227744474513	-1.0368224392531435	0.0042884503844388	-1.2670846236743247	0.000216739603492645
SC_RS38280	8017040	8017786	+	SAM-dependent methyltransferase	WP_011031514.1	100.83605998980131	82.8029226883644	50.88508564286318	-0.2674348367211074	0.3820317961186972	-0.9162764253548378	0.0013447846202429
SC_RS39225	8216457	8217248	-	SAM-dependent methyltransferase	WP_003971739.1	1441.8953322015566	2409.833499770923	563.7744877590336	0.7176284748793755	0.0006936557487720624	-1.3313392121434269	2.178269317924281e-10
SC_RS39430	8259792	8260529	+	SAM-dependent methyltransferase	WP_011031670.1	9.112165945908478	13.40093021102004	50.819358868313394	0.4350899637315393	0.3299014695367265	2.358028180168745	1.4407465644836277e-08
SC_RS39465	8267283	8268311	-	methyltransferase	WP_003971690.1	14.18074939236898	65.35485167508368	59.352310756254475	2.118648368653073	6.4684312035308954e-09	2.0017537356803543	1.8107078684258013e-08
SC_RS40100	8403793	8404608	+	SAM-dependent methyltransferase	WP_011031761.1	76.96872199173879	314.9457370284834	203.3960183132117	2.010184169770367	5.78457878004568e-27	1.3732802410064209	1.5482748969186514e-13
SC_RS40280	8443999	8444814	+	SAM-dependent methyltransferase	WP_003971527.1	130.1679556614349	1019.7792761410768	126.9788940847609	2.9473177655929863	1.3115069575399175e-48	-0.0514179301663354	0.8163066922239703
SC_RS40540	8494577	8495092	-	isoprenylcysteine carboxyl methyltransferase family protein	WP_011031817.1	0.7760282503130767	1.635431133785558	23.379382443888954	0.4804882469766864	0.4218707890251498	4.530608587410437	4.021274979054313e-05
SC_RS40630	8523760	8524488	+	class I SAM-dependent methyltransferase	WP_003971452.1	3.807400779642164	7.011316634313949	35.74977542853039	0.615024448734438	0.2716839267793664	3.0455475744719145	3.65717340346222e-07
SC_RS40690	8538368	8539246	+	geranyl diphosphate 2-C-methyltransferase	WP_011031840.1	4.63311416124746	172.0150684471688	97.06206436200625	5.181013758155214	1.8328740999129445e-30	4.348587046186836	4.41724845444786e-22
SC_RS40760	8550431	8551234	+	SAM-dependent methyltransferase	WP_011031850.1	22.235037433117174	461.02111668253764	330.53472990359415	4.336713146973872	7.40110986103486e-61	3.848333383573195	1.6239776017347068e-48
