chrom,position,strand,mod_type,mean_coverage,std_coverage,mean_mod_freq,std_mod_freq,min_mod_freq,max_mod_freq,n_reps,timepoint
NC_003888.3,321759,+,4mC,13.0,1.0,84.52,1.1899999999999977,83.33,85.71,2,T3
NC_003888.3,321886,-,6mA,21.5,4.5,72.85,3.6199999999999974,69.23,76.47,2,T3
NC_003888.3,323419,-,4mC,14.0,1.0,83.33500000000001,16.665,66.67,100.0,2,T3
NC_003888.3,327687,-,6mA,23.0,2.0,56.57,0.5700000000000003,56.0,57.14,2,T3
NC_003888.3,328301,+,4mC,13.0,1.0,76.785,1.7849999999999966,75.0,78.57,2,T3
NC_003888.3,332394,-,4mC,12.0,1.0,79.37,2.4499999999999957,76.92,81.82,2,T3
NC_003888.3,335038,+,4mC,10.5,0.5,85.91,4.090000000000003,81.82,90.0,2,T3
NC_003888.3,345730,+,6mA,26.5,4.5,57.26,7.259999999999998,50.0,64.52,2,T3
NC_003888.3,347855,+,6mA,23.0,4.0,54.870000000000005,3.0199999999999996,51.85,57.89,2,T3
NC_003888.3,349736,-,4mC,15.0,4.0,92.82499999999999,1.9149999999999991,90.91,94.74,2,T3
NC_003888.3,354684,+,6mA,20.0,6.0,51.925,1.9250000000000007,50.0,53.85,2,T3
NC_003888.3,354755,-,6mA,30.5,3.5,61.655,8.715000000000003,52.94,70.37,2,T3
NC_003888.3,355330,+,6mA,17.0,1.0,59.03,3.469999999999999,55.56,62.5,2,T3
NC_003888.3,357889,+,6mA,18.5,0.5,59.21,9.21,50.0,68.42,2,T3
NC_003888.3,357890,+,6mA,21.5,0.5,60.28,7.900000000000002,52.38,68.18,2,T3
NC_003888.3,360262,+,6mA,21.5,0.5,65.155,1.5150000000000006,63.64,66.67,2,T3
NC_003888.3,360730,+,6mA,25.0,5.0,55.835,0.8350000000000009,55.0,56.67,2,T3
NC_003888.3,360828,-,4mC,11.0,0.0,68.185,4.545000000000002,63.64,72.73,2,T3
NC_003888.3,364738,-,4mC,21.0,4.0,95.06,0.9399999999999977,94.12,96.0,2,T3
NC_003888.3,365735,-,6mA,26.0,0.0,51.925,1.9250000000000007,50.0,53.85,2,T3
NC_003888.3,371576,-,4mC,13.0,0.0,80.77000000000001,11.54,69.23,92.31,2,T3
NC_003888.3,372882,-,4mC,15.5,1.5,78.15,7.559999999999995,70.59,85.71,2,T3
NC_003888.3,373978,+,6mA,19.5,0.5,51.315,1.3150000000000013,50.0,52.63,2,T3
NC_003888.3,377174,-,4mC,13.5,0.5,81.315,4.394999999999996,76.92,85.71,2,T3
NC_003888.3,380076,+,6mA,20.5,0.5,58.45,3.4499999999999993,55.0,61.9,2,T3
NC_003888.3,381741,+,6mA,19.5,1.5,53.57,3.5700000000000003,50.0,57.14,2,T3
NC_003888.3,381782,-,4mC,13.0,1.0,88.095,4.765000000000001,83.33,92.86,2,T3
NC_003888.3,394629,+,6mA,21.5,2.5,80.15,9.32,70.83,89.47,2,T3
NC_003888.3,400926,-,6mA,22.0,1.0,61.595,5.074999999999999,56.52,66.67,2,T3
NC_003888.3,403700,-,6mA,20.5,2.5,53.260000000000005,3.2600000000000016,50.0,56.52,2,T3
NC_003888.3,406216,-,6mA,23.0,1.0,52.275,2.2749999999999986,50.0,54.55,2,T3
NC_003888.3,408882,-,6mA,28.0,4.0,56.25,6.25,50.0,62.5,2,T3
NC_003888.3,409396,+,6mA,19.5,2.5,65.50999999999999,10.96,54.55,76.47,2,T3
NC_003888.3,412104,-,4mC,13.5,1.5,74.16499999999999,0.8350000000000009,73.33,75.0,2,T3
NC_003888.3,419901,-,4mC,12.0,2.0,100.0,0.0,100.0,100.0,2,T3
NC_003888.3,425363,-,4mC,13.0,3.0,66.25,3.75,62.5,70.0,2,T3
NC_003888.3,429275,+,4mC,18.5,0.5,91.955,2.4849999999999994,89.47,94.44,2,T3
NC_003888.3,429395,+,4mC,13.5,0.5,84.89,7.969999999999999,76.92,92.86,2,T3
NC_003888.3,429897,+,6mA,24.5,1.5,75.16999999999999,5.600000000000001,69.57,80.77,2,T3
NC_003888.3,433243,+,6mA,14.0,3.0,62.835,9.895000000000003,52.94,72.73,2,T3
NC_003888.3,441709,-,4mC,12.5,0.5,91.99000000000001,0.3200000000000003,91.67,92.31,2,T3
NC_003888.3,444083,-,6mA,21.5,3.5,62.555,1.4450000000000003,61.11,64.0,2,T3
NC_003888.3,444180,-,6mA,23.5,4.5,55.730000000000004,2.16,53.57,57.89,2,T3
NC_003888.3,455569,-,6mA,27.0,4.0,59.465,1.4049999999999976,58.06,60.87,2,T3
NC_003888.3,460130,-,4mC,11.5,0.5,86.745,4.925000000000004,81.82,91.67,2,T3
NC_003888.3,462740,-,6mA,22.5,4.5,82.405,0.9249999999999972,81.48,83.33,2,T3
NC_003888.3,462742,-,6mA,20.0,1.0,52.505,0.125,52.38,52.63,2,T3
NC_003888.3,462761,+,6mA,20.0,1.0,57.265,4.634999999999998,52.63,61.9,2,T3
NC_003888.3,463696,-,6mA,19.0,1.0,50.0,0.0,50.0,50.0,2,T3
NC_003888.3,466470,+,6mA,17.5,6.5,82.955,7.954999999999998,75.0,90.91,2,T3
NC_003888.3,467034,+,6mA,22.0,5.0,56.099999999999994,3.16,52.94,59.26,2,T3
NC_003888.3,468276,+,6mA,25.0,5.0,58.335,1.6649999999999991,56.67,60.0,2,T3
NC_003888.3,476881,-,4mC,19.0,1.0,94.72,0.28000000000000114,94.44,95.0,2,T3
NC_003888.3,500408,+,6mA,21.0,1.0,62.5,12.5,50.0,75.0,2,T3
NC_003888.3,503062,+,6mA,33.0,0.0,63.64,9.090000000000003,54.55,72.73,2,T3
NC_003888.3,505710,-,4mC,10.5,0.5,100.0,0.0,100.0,100.0,2,T3
NC_003888.3,510774,-,4mC,15.5,0.5,67.5,7.5,60.0,75.0,2,T3
NC_003888.3,510955,-,4mC,13.5,0.5,96.155,3.844999999999999,92.31,100.0,2,T3
NC_003888.3,515717,-,6mA,21.5,1.5,57.61,7.609999999999999,50.0,65.22,2,T3
NC_003888.3,517542,-,6mA,21.0,1.0,54.545,4.545000000000002,50.0,59.09,2,T3
NC_003888.3,528960,+,6mA,21.0,0.0,54.760000000000005,2.379999999999999,52.38,57.14,2,T3
NC_003888.3,529741,-,4mC,16.0,6.0,83.18,3.1799999999999997,80.0,86.36,2,T3
NC_003888.3,533344,+,6mA,19.0,6.0,66.61500000000001,2.615000000000002,64.0,69.23,2,T3
NC_003888.3,546898,-,6mA,20.0,7.0,52.85,1.0,51.85,53.85,2,T3
NC_003888.3,554324,-,6mA,21.5,4.5,61.199999999999996,3.509999999999998,57.69,64.71,2,T3
NC_003888.3,564669,-,6mA,18.5,4.5,59.004999999999995,1.8649999999999984,57.14,60.87,2,T3
NC_003888.3,569062,+,6mA,18.5,4.5,56.83,0.3099999999999987,56.52,57.14,2,T3
NC_003888.3,569123,-,6mA,16.0,0.0,53.125,3.125,50.0,56.25,2,T3
NC_003888.3,573997,+,4mC,10.5,0.5,76.82,13.18,63.64,90.0,2,T3
NC_003888.3,574922,+,6mA,25.0,3.0,55.355000000000004,5.355,50.0,60.71,2,T3
NC_003888.3,575096,-,6mA,18.0,2.0,53.125,3.125,50.0,56.25,2,T3
NC_003888.3,575099,-,6mA,20.0,0.0,62.5,2.5,60.0,65.0,2,T3
NC_003888.3,575259,+,6mA,22.5,4.5,69.445,8.335,61.11,77.78,2,T3
NC_003888.3,582571,+,6mA,21.0,5.0,72.83500000000001,4.085000000000001,68.75,76.92,2,T3
NC_003888.3,585945,+,4mC,12.0,2.0,95.0,5.0,90.0,100.0,2,T3
NC_003888.3,589606,-,6mA,21.5,5.5,50.925,0.9250000000000007,50.0,51.85,2,T3
NC_003888.3,589805,+,6mA,20.0,2.0,58.335,8.335,50.0,66.67,2,T3
NC_003888.3,593726,-,6mA,21.0,5.0,77.16499999999999,4.085000000000001,73.08,81.25,2,T3
NC_003888.3,594019,-,6mA,20.5,5.5,56.925,3.0749999999999993,53.85,60.0,2,T3
NC_003888.3,600113,+,6mA,16.5,3.5,51.925,1.9250000000000007,50.0,53.85,2,T3
NC_003888.3,608270,-,4mC,11.5,0.5,64.775,10.225000000000001,54.55,75.0,2,T3
NC_003888.3,609828,+,6mA,22.0,4.0,60.47,4.909999999999997,55.56,65.38,2,T3
NC_003888.3,609829,+,6mA,26.5,3.5,75.795,2.4650000000000034,73.33,78.26,2,T3
NC_003888.3,613984,+,4mC,12.0,1.0,82.52000000000001,9.79,72.73,92.31,2,T3
NC_003888.3,619692,-,4mC,13.0,1.0,95.83500000000001,4.164999999999999,91.67,100.0,2,T3
NC_003888.3,623416,-,4mC,14.5,1.5,79.81,4.810000000000002,75.0,84.62,2,T3
NC_003888.3,623420,-,6mA,21.5,1.5,58.585,6.414999999999999,52.17,65.0,2,T3
NC_003888.3,629209,-,6mA,14.5,2.5,69.85499999999999,5.145000000000003,64.71,75.0,2,T3
NC_003888.3,631017,-,6mA,18.5,6.5,65.5,9.5,56.0,75.0,2,T3
NC_003888.3,634163,+,6mA,23.5,0.5,65.945,0.7250000000000014,65.22,66.67,2,T3
NC_003888.3,643546,-,6mA,16.5,2.5,51.315,1.3150000000000013,50.0,52.63,2,T3
NC_003888.3,643658,-,6mA,14.0,1.0,56.925,3.0749999999999993,53.85,60.0,2,T3
NC_003888.3,644732,-,6mA,16.0,0.0,50.0,0.0,50.0,50.0,2,T3
NC_003888.3,645575,+,6mA,19.5,2.5,58.29,5.350000000000001,52.94,63.64,2,T3
NC_003888.3,647457,-,6mA,16.5,5.5,79.54499999999999,2.2749999999999986,77.27,81.82,2,T3
NC_003888.3,648234,+,6mA,23.5,3.5,50.925,0.9250000000000007,50.0,51.85,2,T3
NC_003888.3,648235,+,6mA,24.5,1.5,77.095,7.525000000000006,69.57,84.62,2,T3
NC_003888.3,648246,+,6mA,22.0,1.0,70.5,0.9300000000000068,69.57,71.43,2,T3
NC_003888.3,648250,+,4mC,12.0,2.0,60.0,10.0,50.0,70.0,2,T3
NC_003888.3,648438,+,6mA,24.0,2.0,57.69,7.689999999999998,50.0,65.38,2,T3
NC_003888.3,648450,+,6mA,31.0,0.0,59.68,4.839999999999996,54.84,64.52,2,T3
NC_003888.3,648454,+,4mC,16.0,0.0,68.75,6.25,62.5,75.0,2,T3
NC_003888.3,649057,+,4mC,14.0,2.0,81.25,6.25,75.0,87.5,2,T3
NC_003888.3,649459,+,4mC,12.5,0.5,72.435,10.895,61.54,83.33,2,T3
NC_003888.3,649826,+,6mA,25.5,0.5,58.845,1.1550000000000011,57.69,60.0,2,T3
NC_003888.3,656160,-,4mC,16.5,5.5,93.18,6.82,86.36,100.0,2,T3
NC_003888.3,658880,-,6mA,21.5,1.5,58.260000000000005,1.7399999999999984,56.52,60.0,2,T3
NC_003888.3,661265,-,6mA,19.0,1.0,62.78,7.219999999999999,55.56,70.0,2,T3
NC_003888.3,663176,+,4mC,13.5,2.5,92.33,1.4200000000000017,90.91,93.75,2,T3
NC_003888.3,663377,+,4mC,11.0,1.0,85.83500000000001,5.835000000000001,80.0,91.67,2,T3
NC_003888.3,670858,-,6mA,19.0,0.0,73.68,0.0,73.68,73.68,2,T3
NC_003888.3,671268,-,6mA,14.5,3.5,59.6,4.039999999999999,55.56,63.64,2,T3
NC_003888.3,683994,-,4mC,14.5,1.5,89.185,4.564999999999998,84.62,93.75,2,T3
NC_003888.3,685246,+,6mA,18.0,0.0,50.0,0.0,50.0,50.0,2,T3
NC_003888.3,687163,+,4mC,11.0,1.0,60.0,10.0,50.0,70.0,2,T3
NC_003888.3,716905,+,6mA,19.0,8.0,55.055,0.5050000000000026,54.55,55.56,2,T3
NC_003888.3,721152,-,4mC,14.5,2.5,75.735,0.7349999999999994,75.0,76.47,2,T3
NC_003888.3,727872,+,4mC,10.5,0.5,75.91,5.909999999999997,70.0,81.82,2,T3
NC_003888.3,732709,-,6mA,16.0,5.0,71.86,9.959999999999997,61.9,81.82,2,T3
NC_003888.3,735989,-,6mA,19.0,9.0,50.0,0.0,50.0,50.0,2,T3
NC_003888.3,736996,+,6mA,24.5,6.5,73.205,0.9849999999999994,72.22,74.19,2,T3
NC_003888.3,737000,+,4mC,16.5,3.5,92.31,7.689999999999998,84.62,100.0,2,T3
NC_003888.3,745599,-,6mA,16.5,1.5,55.0,5.0,50.0,60.0,2,T3
NC_003888.3,746405,-,4mC,10.0,0.0,80.0,20.0,60.0,100.0,2,T3
NC_003888.3,748755,-,6mA,12.5,2.5,70.0,10.0,60.0,80.0,2,T3
NC_003888.3,749030,-,6mA,14.0,2.0,76.03999999999999,7.289999999999999,68.75,83.33,2,T3
NC_003888.3,754883,+,6mA,20.5,4.5,56.125,0.125,56.0,56.25,2,T3
NC_003888.3,758384,-,6mA,17.5,3.5,57.14,0.0,57.14,57.14,2,T3
NC_003888.3,763985,+,6mA,19.0,4.0,54.925,1.5950000000000024,53.33,56.52,2,T3
NC_003888.3,766725,-,4mC,13.0,1.0,92.85499999999999,7.145000000000003,85.71,100.0,2,T3
NC_003888.3,766828,-,6mA,23.5,7.5,60.28,2.219999999999999,58.06,62.5,2,T3
NC_003888.3,767705,-,4mC,10.5,0.5,80.91,0.9099999999999966,80.0,81.82,2,T3
NC_003888.3,767709,-,6mA,23.0,1.0,52.085,2.085000000000001,50.0,54.17,2,T3
NC_003888.3,769641,+,6mA,22.5,0.5,71.15,1.5800000000000054,69.57,72.73,2,T3
NC_003888.3,771232,-,6mA,22.0,1.0,52.275000000000006,0.10500000000000043,52.17,52.38,2,T3
NC_003888.3,772252,-,6mA,21.0,3.0,50.0,0.0,50.0,50.0,2,T3
NC_003888.3,774242,-,6mA,24.0,4.0,67.855,7.145,60.71,75.0,2,T3
NC_003888.3,775898,-,4mC,10.0,0.0,95.0,5.0,90.0,100.0,2,T3
NC_003888.3,777330,-,4mC,12.0,2.0,90.0,10.0,80.0,100.0,2,T3
NC_003888.3,778043,+,4mC,15.5,2.5,94.445,5.555,88.89,100.0,2,T3
NC_003888.3,778604,+,4mC,12.0,1.0,87.065,5.2450000000000045,81.82,92.31,2,T3
NC_003888.3,789448,-,6mA,20.0,4.0,72.91499999999999,2.085000000000001,70.83,75.0,2,T3
NC_003888.3,798892,-,4mC,11.0,1.0,73.33500000000001,6.664999999999999,66.67,80.0,2,T3
NC_003888.3,809552,+,4mC,11.0,1.0,85.83500000000001,5.835000000000001,80.0,91.67,2,T3
NC_003888.3,811054,-,6mA,24.0,1.0,64.435,3.5650000000000013,60.87,68.0,2,T3
NC_003888.3,823108,-,6mA,22.5,3.5,51.315,1.3150000000000013,50.0,52.63,2,T3
NC_003888.3,827793,-,6mA,20.0,5.0,64.66499999999999,11.335,53.33,76.0,2,T3
NC_003888.3,839697,+,6mA,18.5,5.5,51.925,1.9250000000000007,50.0,53.85,2,T3
NC_003888.3,844935,-,6mA,16.5,1.5,51.665,1.6649999999999991,50.0,53.33,2,T3
NC_003888.3,849568,-,4mC,12.5,1.5,63.965,0.32500000000000284,63.64,64.29,2,T3
NC_003888.3,851358,+,6mA,17.0,0.0,64.705,5.885000000000002,58.82,70.59,2,T3
NC_003888.3,855580,+,4mC,10.0,0.0,100.0,0.0,100.0,100.0,2,T3
NC_003888.3,856164,-,6mA,24.0,2.0,63.815,9.265,54.55,73.08,2,T3
NC_003888.3,864643,-,6mA,19.0,0.0,60.525000000000006,7.895,52.63,68.42,2,T3
NC_003888.3,864746,+,6mA,23.5,3.5,73.89,3.8900000000000006,70.0,77.78,2,T3
NC_003888.3,864747,+,6mA,19.0,3.0,54.545,4.545000000000002,50.0,59.09,2,T3
NC_003888.3,866800,-,4mC,12.0,1.0,78.67500000000001,5.945,72.73,84.62,2,T3
NC_003888.3,869891,-,6mA,21.0,3.0,57.64,3.469999999999999,54.17,61.11,2,T3
NC_003888.3,875425,+,6mA,20.0,1.0,67.545,0.875,66.67,68.42,2,T3
NC_003888.3,879921,-,6mA,23.0,6.0,56.995000000000005,1.8249999999999993,55.17,58.82,2,T3
NC_003888.3,885184,-,6mA,25.5,5.5,55.644999999999996,5.645,50.0,61.29,2,T3
NC_003888.3,894060,+,6mA,19.5,2.5,58.955,0.13500000000000156,58.82,59.09,2,T3
NC_003888.3,899184,+,4mC,10.0,0.0,95.0,5.0,90.0,100.0,2,T3
NC_003888.3,900953,-,6mA,22.5,2.5,55.0,5.0,50.0,60.0,2,T3
NC_003888.3,901669,-,4mC,16.0,1.0,100.0,0.0,100.0,100.0,2,T3
NC_003888.3,908453,+,6mA,21.0,3.0,68.055,9.725000000000001,58.33,77.78,2,T3
NC_003888.3,910835,-,6mA,23.5,7.5,69.96000000000001,7.460000000000001,62.5,77.42,2,T3
NC_003888.3,911128,-,6mA,25.0,6.0,54.75,3.1400000000000006,51.61,57.89,2,T3
NC_003888.3,911132,+,4mC,12.5,2.5,96.66499999999999,3.335000000000001,93.33,100.0,2,T3
NC_003888.3,913157,+,4mC,11.0,1.0,80.83500000000001,10.835,70.0,91.67,2,T3
NC_003888.3,914286,+,6mA,31.0,3.0,70.16499999999999,8.404999999999998,61.76,78.57,2,T3
NC_003888.3,914289,+,6mA,28.5,5.5,62.019999999999996,3.1999999999999993,58.82,65.22,2,T3
NC_003888.3,916423,-,4mC,13.0,2.0,61.82,1.8200000000000003,60.0,63.64,2,T3
NC_003888.3,918189,-,6mA,31.5,4.5,64.815,1.8550000000000004,62.96,66.67,2,T3
NC_003888.3,923429,-,6mA,25.5,0.5,62.845,5.155000000000001,57.69,68.0,2,T3
NC_003888.3,931766,-,6mA,20.0,2.0,57.83,3.280000000000001,54.55,61.11,2,T3
NC_003888.3,932608,-,6mA,13.5,2.5,75.57,11.93,63.64,87.5,2,T3
NC_003888.3,934032,+,4mC,12.5,0.5,83.975,0.6450000000000031,83.33,84.62,2,T3
NC_003888.3,942123,-,6mA,13.0,1.0,57.735,0.5949999999999989,57.14,58.33,2,T3
NC_003888.3,942124,-,6mA,12.5,0.5,75.64500000000001,8.975000000000001,66.67,84.62,2,T3
NC_003888.3,943580,+,6mA,21.5,9.5,54.97,3.3599999999999994,51.61,58.33,2,T3
NC_003888.3,946272,+,6mA,28.5,6.5,68.63499999999999,8.634999999999998,60.0,77.27,2,T3
NC_003888.3,946273,+,6mA,22.0,5.0,59.04,0.21999999999999886,58.82,59.26,2,T3
NC_003888.3,946276,+,4mC,13.0,2.0,58.485,5.155000000000001,53.33,63.64,2,T3
NC_003888.3,947270,-,6mA,13.5,0.5,81.595,3.0250000000000057,78.57,84.62,2,T3
NC_003888.3,948183,+,4mC,15.5,3.5,70.61,12.719999999999999,57.89,83.33,2,T3
NC_003888.3,948563,+,6mA,23.0,9.0,67.63,10.490000000000002,57.14,78.12,2,T3
NC_003888.3,949080,+,6mA,23.0,9.0,53.57,3.5700000000000003,50.0,57.14,2,T3
NC_003888.3,953527,+,6mA,19.0,5.0,53.57,3.5700000000000003,50.0,57.14,2,T3
NC_003888.3,955186,+,6mA,23.0,7.0,69.16499999999999,5.835000000000001,63.33,75.0,2,T3
NC_003888.3,957009,-,4mC,13.5,2.5,100.0,0.0,100.0,100.0,2,T3
NC_003888.3,959397,-,6mA,21.5,5.5,64.58500000000001,2.085000000000001,62.5,66.67,2,T3
NC_003888.3,961411,+,6mA,23.0,7.0,50.0,0.0,50.0,50.0,2,T3
NC_003888.3,967575,-,4mC,13.0,3.0,67.5,7.5,60.0,75.0,2,T3
NC_003888.3,976908,-,4mC,10.0,0.0,95.0,5.0,90.0,100.0,2,T3
NC_003888.3,976912,+,6mA,16.0,2.0,53.57,3.5700000000000003,50.0,57.14,2,T3
NC_003888.3,980857,-,6mA,20.5,2.5,61.595,5.074999999999999,56.52,66.67,2,T3
NC_003888.3,981319,-,6mA,15.5,0.5,64.78999999999999,8.54,56.25,73.33,2,T3
NC_003888.3,992016,+,4mC,11.0,0.0,90.91,0.0,90.91,90.91,2,T3
NC_003888.3,995973,-,4mC,12.0,0.0,95.83500000000001,4.164999999999999,91.67,100.0,2,T3
NC_003888.3,997333,-,6mA,22.0,2.0,56.665,1.6649999999999991,55.0,58.33,2,T3
