gene_id,old_locus_tag,product,mod_type,T1_sites,T2_sites,T1_mean_freq,T2_mean_freq,methyl_change,methyl_category,log2FC,padj,baseMean,expr_category,coordination
SC_RS11850,SCO1964,TerD family protein,4mC,2,2,97.8,96.4,-1.4,Stable,-0.78,0.00027336234277277303,978.2,Mild,Stable_Mild
SC_RS11875,SCO1969,methylated-DNA--[protein]-cysteine S-methyltransferase,4mC,0,1,0.0,54.6,54.6,Gained,5.53,9.420012158200229e-96,7059.6,Up,Gained_Up
SC_RS12015,SCO1997,PAC2 family protein,4mC,1,1,79.2,77.1,-2.0,Stable,2.68,1.406854323742891e-26,1600.6,Up,Stable_Up
SC_RS12130,SCO2019,chorismate mutase,6mA,0,1,0.0,50.0,50.0,Gained,1.17,0.0002902767031044178,40.4,Up,Gained_Up
SC_RS12135,SCO2020,hypothetical protein,6mA,0,1,0.0,50.0,50.0,Gained,1.04,3.426736083914226e-07,147.5,Up,Gained_Up
SC_RS12195,SCO2032,CaiB/BaiF CoA transferase family protein,6mA,1,1,58.6,51.3,-7.2,Stable,-1.81,0.0057337052942918,26.4,Down,Stable_Down
SC_RS12210,SCO2035,DsbA family protein,4mC,1,1,95.8,93.8,-2.0,Stable,4.47,1.5049014154447276e-49,241.5,Up,Stable_Up
SC_RS12215,SCO2036,tryptophan synthase subunit alpha,4mC,1,1,58.9,75.2,16.2,Increased,-0.54,0.0130008498041291,353.5,Mild,Increased_Mild
SC_RS12265,SCO2046,MFS transporter,4mC,1,1,97.8,93.0,-4.8,Stable,0.7,4.45835964974471e-05,270.1,Mild,Stable_Mild
SC_RS12315,SCO2055,hypothetical protein,4mC,1,1,81.9,85.6,3.7,Stable,2.27,9.831043336450512e-11,225.4,Up,Stable_Up
SC_RS12380,SCO2068,alkaline phosphatase D family protein,4mC,1,1,92.4,79.7,-12.7,Decreased,4.44,3.902837576067351e-95,3803.2,Up,Decreased_Up
SC_RS12425,SCO2077,apical growth/hyphal branching protein DivIVA,4mC,1,0,51.5,0.0,-51.5,Lost,0.6,0.0104665927395166,10414.4,Mild,Lost_Mild
SC_RS12435,SCO2079,cell division protein SepF,4mC,0,1,0.0,58.6,58.6,Gained,1.22,1.0463417159162837e-07,1584.3,Up,Gained_Up
SC_RS12455,SCO2083,cell division protein FtsQ,6mA,0,1,0.0,51.4,51.4,Gained,-0.55,0.001555229554598,272.4,Mild,Gained_Mild
SC_RS12500,SCO2092,16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH,4mC,1,1,84.2,87.9,3.7,Stable,-2.58,4.695309529256716e-30,365.0,Down,Stable_Down
SC_RS12685,SCO2128,ArsA family ATPase,6mA,1,0,52.6,0.0,-52.6,Lost,-1.11,0.002964878201015,68.3,Down,Lost_Down
SC_RS12730,SCO2137,NYN domain-containing protein,4mC,1,1,89.7,91.3,1.6,Stable,-1.26,7.3215394800253e-14,316.7,Down,Stable_Down
SC_RS12740,SCO2139,rhomboid family intramembrane serine protease,4mC,1,1,89.7,91.3,1.6,Stable,-0.88,0.0365175201374103,30.4,Mild,Stable_Mild
SC_RS12890,SCO2170,class I SAM-dependent methyltransferase,4mC,1,1,95.1,88.2,-6.9,Stable,-1.93,7.976823976817156e-34,665.7,Down,Stable_Down
SC_RS12955,SCO2183,pyruvate dehydrogenase (acetyl-transferring)%2C homodimeric type,4mC,1,1,60.8,76.6,15.8,Increased,-0.64,0.0218161458763759,5736.0,Mild,Increased_Mild
SC_RS13055,SCO2204,winged helix DNA-binding domain-containing protein,6mA,1,1,67.7,65.5,-2.2,Stable,-1.02,5.82872688616701e-07,409.2,Down,Stable_Down
SC_RS13090,SCO2211,DUF6891 domain-containing protein,4mC,1,0,79.6,0.0,-79.6,Lost,-2.54,7.68685505395119e-48,790.5,Down,Lost_Down
SC_RS13145,SCO2223,TetR/AcrR family transcriptional regulator,6mA,1,0,51.4,0.0,-51.4,Lost,-2.6,1.2629170602358348e-22,90.3,Down,Lost_Down
SC_RS13175,SCO2229,sugar ABC transporter permease,6mA,0,1,0.0,53.1,53.1,Gained,-2.23,1.0505889355051761e-22,265.7,Down,Gained_Down
SC_RS13185,SCO2231,extracellular solute-binding protein,4mC,1,1,93.8,93.3,-0.5,Stable,-2.15,7.10010546512359e-18,2077.0,Down,Stable_Down
SC_RS13205,SCO2235,type II toxin-antitoxin system Phd/YefM family antitoxin,4mC,1,1,77.6,77.4,-0.1,Stable,2.02,6.329147980189633e-16,334.7,Up,Stable_Up
SC_RS13210,SCO2236,Txe/YoeB family addiction module toxin,4mC,1,1,77.6,77.4,-0.1,Stable,2.17,3.531409439310429e-21,211.4,Up,Stable_Up
SC_RS13295,SCO2254,MFS transporter,4mC,1,1,56.3,56.4,0.1,Stable,-1.41,2.263111160083818e-13,393.0,Down,Stable_Down
SC_RS13305,SCO2256,3-methyl-2-oxobutanoate hydroxymethyltransferase,4mC,1,1,68.6,57.5,-11.1,Decreased,-1.84,6.74763057617099e-18,312.7,Down,Decreased_Down
SC_RS13340,SCO2263,hypothetical protein,4mC,1,1,100.0,98.8,-1.2,Stable,2.65,8.576072455833054e-15,73.9,Up,Stable_Up
SC_RS13345,SCO2264,MFS transporter,6mA,1,1,68.8,64.5,-4.2,Stable,-1.31,0.00011002397123714796,62.5,Down,Stable_Down
SC_RS13345,SCO2264,MFS transporter,4mC,1,1,80.7,81.7,0.9,Stable,-1.31,0.00011002397123714796,62.5,Down,Stable_Down
SC_RS13370,SCO2269,hypothetical protein,6mA,1,0,52.8,0.0,-52.8,Lost,4.16,1.3358382710448433e-42,399.6,Up,Lost_Up
SC_RS13380,SCO2271,HtaA domain-containing protein,6mA,1,0,52.1,0.0,-52.1,Lost,6.69,3.7992908162962394e-92,1347.0,Up,Lost_Up
SC_RS13395,SCO2274,heme ABC transporter ATP-binding protein,6mA,1,1,52.5,58.4,5.9,Stable,4.42,1.1614449302430442e-67,416.3,Up,Stable_Up
SC_RS13410,SCO2277,iron uptake transporter permease EfeU,4mC,1,2,63.0,61.5,-1.5,Stable,1.04,1.7694882467929964e-08,242.2,Up,Stable_Up
SC_RS13455,SCO2286,alkaline phosphatase D family protein,4mC,1,1,80.9,71.1,-9.8,Stable,8.7,9.10048449239198e-219,12983.7,Up,Stable_Up
SC_RS13490,SCOs01,,4mC,1,1,75.2,79.0,3.8,Stable,0.66,0.0074813701472359,207167.3,Mild,Stable_Mild
SC_RS13610,SCO2316,prenyltransferase/squalene oxidase repeat-containing protein,6mA,0,1,0.0,51.4,51.4,Gained,-1.23,2.749268607179198e-09,288.8,Down,Gained_Down
SC_RS13645,SCO2323,CbiQ family ECF transporter T component,6mA,0,1,0.0,56.3,56.3,Gained,-1.06,2.8872982480461265e-08,175.8,Down,Gained_Down
SC_RS13650,SCO2324,ABC transporter ATP-binding protein,4mC,1,1,93.0,91.5,-1.5,Stable,-1.44,2.232130258425537e-11,238.9,Down,Stable_Down
SC_RS13655,SCO2325,ECF transporter S component,4mC,1,1,75.1,66.4,-8.8,Stable,-0.87,2.747045378324848e-05,121.9,Mild,Stable_Mild
SC_RS13820,SCO2357,FmdB family zinc ribbon protein,4mC,1,0,69.7,0.0,-69.7,Lost,0.95,1.6333014023340016e-05,184.2,Mild,Lost_Mild
SC_RS13835,SCO2360,DedA family protein,4mC,1,1,92.8,90.0,-2.8,Stable,-1.1,4.417169973916984e-05,71.9,Down,Stable_Down
SC_RS13900,SCO2373,MFS transporter,4mC,1,1,61.9,56.0,-5.9,Stable,3.04,9.598404271441403e-38,3252.5,Up,Stable_Up
SC_RS13930,SCO2379,GNAT family N-acetyltransferase,6mA,0,2,0.0,52.3,52.3,Gained,0.66,0.0360364742881791,50.8,Mild,Gained_Mild
SC_RS13960,SCO2385,pirin family protein,6mA,1,1,50.9,52.1,1.2,Stable,0.75,0.00018291622580955216,155.0,Mild,Stable_Mild
SC_RS13960,SCO2385,pirin family protein,4mC,1,1,85.0,69.6,-15.4,Decreased,0.75,0.00018291622580955216,155.0,Mild,Decreased_Mild
SC_RS13965,SCO2386,fatty acid biosynthesis transcriptional regulator FasR,6mA,1,1,50.9,52.1,1.2,Stable,-1.35,5.209355572407984e-19,658.4,Down,Stable_Down
SC_RS13965,SCO2386,fatty acid biosynthesis transcriptional regulator FasR,4mC,2,2,74.0,64.3,-9.7,Stable,-1.35,5.209355572407984e-19,658.4,Down,Stable_Down
SC_RS14015,SCO2396,organic hydroperoxide resistance protein,4mC,1,0,56.6,0.0,-56.6,Lost,-1.15,7.538041462956722e-07,101.5,Down,Lost_Down
SC_RS14055,SCO2404,multiple monosaccharide ABC transporter substrate-binding protein,6mA,1,0,50.6,0.0,-50.6,Lost,2.1,6.452822496514348e-13,76.0,Up,Lost_Up
SC_RS14060,SCO2405,multiple monosaccharide ABC transporter ATP-binding protein,4mC,1,1,57.0,58.0,1.0,Stable,1.85,8.45643248778544e-14,111.2,Up,Stable_Up
SC_RS14170,SCO2427,arabinan endo-1%2C5-alpha-L-arabinosidase,4mC,1,1,65.2,56.8,-8.3,Stable,2.03,7.03212741405207e-11,63.9,Up,Stable_Up
SC_RS14175,SCO2428,substrate-binding domain-containing protein,4mC,1,1,65.2,56.8,-8.3,Stable,8.18,4.2605035975679154e-83,772.8,Up,Stable_Up
SC_RS14190,SCO2431,arabinosylfuranosidase ArfA,4mC,2,2,90.6,89.1,-1.5,Stable,-1.79,7.262250419990734e-07,62.2,Down,Stable_Down
SC_RS14265,SCO2446,S8 family serine peptidase,6mA,1,1,53.8,52.4,-1.4,Stable,4.24,1.1375724564897578e-86,405.0,Up,Stable_Up
SC_RS14270,SCO2447,CU044_2847 family protein,6mA,1,1,53.8,52.4,-1.4,Stable,1.41,1.5508333343931677e-13,968.0,Up,Stable_Up
SC_RS14315,SCO2456,DUF350 domain-containing protein,4mC,1,0,72.2,0.0,-72.2,Lost,-0.64,0.0017438160280669,138.9,Mild,Lost_Mild
SC_RS14400,SCO2470,deoxyguanosinetriphosphate triphosphohydrolase,6mA,2,2,58.3,54.4,-3.9,Stable,-2.31,7.392284709267186e-17,162.5,Down,Stable_Down
SC_RS14490,SCO2488,nitrite reductase small subunit NirD,4mC,1,1,92.2,87.2,-5.1,Stable,1.71,0.0455717664974378,8.1,Up,Stable_Up
SC_RS14505,SCO2491,oxidoreductase,6mA,1,1,58.2,58.4,0.2,Stable,-1.82,9.36235626676594e-20,426.8,Down,Stable_Down
SC_RS14505,SCO2491,oxidoreductase,4mC,1,1,56.4,63.1,6.7,Stable,-1.82,9.36235626676594e-20,426.8,Down,Stable_Down
SC_RS14510,SCO2492,excalibur calcium-binding domain-containing protein,6mA,1,1,58.2,58.4,0.2,Stable,4.49,3.5604106410273548e-28,240.5,Up,Stable_Up
SC_RS14510,SCO2492,excalibur calcium-binding domain-containing protein,4mC,1,1,56.4,63.1,6.7,Stable,4.49,3.5604106410273548e-28,240.5,Up,Stable_Up
SC_RS14545,SCO2499,cation-translocating P-type ATPase,4mC,1,1,86.4,96.7,10.3,Increased,-0.61,0.0096138775534151,230.3,Mild,Increased_Mild
SC_RS14635,SCO2517,response regulator,4mC,1,1,72.6,79.8,7.1,Stable,3.93,2.0139637077651676e-45,567.4,Up,Stable_Up
SC_RS14730,SCO2536,MFS transporter,6mA,1,1,52.2,53.3,1.1,Stable,-1.92,2.5046795855280683e-11,101.6,Down,Stable_Down
SC_RS14745,SCO2539,GTPase Era,6mA,1,1,59.0,50.9,-8.2,Stable,-1.63,4.0602192159675884e-20,917.4,Down,Stable_Down
SC_RS14750,SCO2540,carbohydrate kinase family protein,4mC,1,1,69.8,62.0,-7.8,Stable,-1.98,5.7130843935903124e-36,390.1,Down,Stable_Down
SC_RS14780,SCO2546,adenosine deaminase,4mC,0,1,0.0,87.0,87.0,Gained,-2.93,8.406451032266009e-46,200.1,Down,Gained_Down
SC_RS14835,SCO2557,DUF3097 domain-containing protein,4mC,1,1,66.7,89.7,23.0,Increased,-1.32,8.636810007885583e-12,207.3,Down,Increased_Down
SC_RS14860,SCO2562,translation elongation factor 4,6mA,1,1,50.2,54.0,3.8,Stable,-1.26,6.680333688890747e-11,1861.2,Down,Stable_Down
SC_RS14865,SCO2563,30S ribosomal protein S20,6mA,1,1,50.2,54.0,3.8,Stable,-1.86,7.591495573330421e-17,3544.2,Down,Stable_Down
SC_RS14870,SCO2564,DNA polymerase III subunit delta,4mC,1,1,99.1,95.2,-3.9,Stable,-2.01,3.2419824681309342e-24,972.0,Down,Stable_Down
SC_RS14895,SCO2569,DegV family protein,6mA,1,1,66.6,63.5,-3.0,Stable,-0.52,0.0160863768647143,144.1,Mild,Stable_Mild
SC_RS15045,SCO2598,iron-containing alcohol dehydrogenase family protein,6mA,1,1,55.5,58.7,3.2,Stable,-2.03,2.895297451286593e-22,156.5,Down,Stable_Down
SC_RS15130,SCO2612,nucleoside-diphosphate kinase,4mC,1,1,75.0,74.4,-0.6,Stable,-1.89,1.0382261874914851e-16,403.6,Down,Stable_Down
SC_RS15170,SCO2620,trigger factor,4mC,1,1,90.7,84.3,-6.4,Stable,-1.18,9.234661552479824e-07,12923.0,Down,Stable_Down
SC_RS15175,SCOt16,,4mC,1,1,90.7,84.3,-6.4,Stable,-1.36,0.00010585340077081068,29.0,Down,Stable_Down
SC_RS15180,SCOt17,,4mC,1,1,90.7,84.3,-6.4,Stable,-1.57,1.7506728627110478e-05,53.5,Down,Stable_Down
SC_RS15195,SCO2623,HD domain-containing protein,4mC,1,1,83.6,83.7,0.1,Stable,-0.58,0.0203551378098098,93.3,Mild,Stable_Mild
SC_RS15210,SCO2626,Fpg/Nei family DNA glycosylase,6mA,2,2,56.4,54.0,-2.5,Stable,-0.52,0.0071395203274083,158.6,Mild,Stable_Mild
SC_RS15215,SCO2627,ribose-5-phosphate isomerase,4mC,2,1,65.6,72.0,6.4,Stable,0.63,0.0088077134726342,1160.3,Mild,Stable_Mild
SC_RS15255,SCO2636,hypothetical protein,6mA,0,1,0.0,58.6,58.6,Gained,-1.17,2.7358625367466848e-05,434.0,Down,Gained_Down
SC_RS15255,SCO2636,hypothetical protein,4mC,1,1,70.6,71.8,1.2,Stable,-1.17,2.7358625367466848e-05,434.0,Down,Stable_Down
SC_RS15270,SCO2639,RNA polymerase sigma factor,4mC,1,1,74.2,82.3,8.0,Stable,-1.72,9.355453169320593e-09,57.7,Down,Stable_Down
SC_RS15365,SCO2658,ABC transporter substrate-binding protein,6mA,1,1,58.6,61.8,3.1,Stable,-1.91,0.0005397057242291051,38.6,Down,Stable_Down
SC_RS15445,SCO2673,FtsX-like permease family protein,4mC,1,1,94.9,78.6,-16.4,Decreased,-1.37,7.668282266797999e-14,270.0,Down,Decreased_Down
SC_RS15485,SCO2681,FxSxx-COOH system tetratricopeptide repeat protein,6mA,1,0,50.4,0.0,-50.4,Lost,-1.63,2.0668006416906303e-08,170.1,Down,Lost_Down
SC_RS15600,SCO2703,hypothetical protein,4mC,1,1,65.8,62.1,-3.8,Stable,3.9,8.845182811531311e-09,25.2,Up,Stable_Up
SC_RS15665,SCO2716,LAXTG-anchored chaplin ChpA,4mC,1,1,71.6,69.5,-2.1,Stable,2.8,4.8657436485641023e-08,35.2,Up,Stable_Up
SC_RS15740,SCO2731,heavy metal translocating P-type ATPase,4mC,1,1,80.6,87.2,6.6,Stable,-0.89,5.9323665530727986e-08,542.6,Mild,Stable_Mild
SC_RS15835,SCO2750,sugar phosphate isomerase/epimerase family protein,4mC,1,2,80.3,63.3,-17.0,Decreased,-1.46,4.07674666278071e-06,51.2,Down,Decreased_Down
SC_RS15840,SCO2751,dihydrodipicolinate synthase family protein,4mC,1,1,64.0,62.1,-1.9,Stable,-1.71,3.516566751866055e-05,45.0,Down,Stable_Down
SC_RS15855,SCO2754,sugar phosphate isomerase/epimerase family protein,6mA,1,1,61.0,62.2,1.2,Stable,-0.82,0.0003019448729561242,117.2,Mild,Stable_Mild
SC_RS15915,SCO2766,endonuclease I family protein,4mC,1,0,62.8,0.0,-62.8,Lost,5.46,6.519351016219366e-48,186.2,Up,Lost_Up
SC_RS15970,SCO2777,acetyl/propionyl/methylcrotonyl-CoA carboxylase subunit alpha,4mC,1,1,72.1,71.4,-0.7,Stable,-2.73,5.970848440020315e-37,349.8,Down,Stable_Down
SC_RS15980,SCO2779,acyl-CoA dehydrogenase family protein,6mA,1,0,50.3,0.0,-50.3,Lost,-1.75,2.613056857945819e-11,147.9,Down,Lost_Down
SC_RS16000,SCO2783,lysine N(6)-hydroxylase/L-ornithine N(5)-oxygenase family protein,4mC,1,1,96.0,91.8,-4.2,Stable,6.41,2.76008138759331e-91,3888.1,Up,Stable_Up
SC_RS16005,SCO2784,GNAT family N-acetyltransferase,6mA,2,2,62.6,58.6,-4.0,Stable,5.93,1.2838857141670722e-63,1035.9,Up,Stable_Up
SC_RS16060,SCO2794,LacI family DNA-binding transcriptional regulator,4mC,1,1,72.3,76.6,4.3,Stable,-0.69,0.0005186800758319421,548.9,Mild,Stable_Mild
SC_RS16090,SCO2800,sensor histidine kinase,4mC,1,1,90.7,84.2,-6.5,Stable,1.11,5.470244456389335e-07,162.4,Up,Stable_Up
SC_RS16130,SCO2808,hypothetical protein,6mA,3,4,61.6,53.9,-7.7,Stable,-2.51,1.319321060746373e-60,509.1,Down,Stable_Down
SC_RS16315,SCO2842,hypothetical protein,4mC,1,1,70.4,89.4,19.1,Increased,-1.11,1.0503231028759633e-05,89.2,Down,Increased_Down
SC_RS16375,SCO2855,SEC-C domain-containing protein,6mA,1,2,54.4,60.1,5.7,Stable,1.36,1.683487882536114e-13,346.4,Up,Stable_Up
SC_RS16435,SCO2867,hypothetical protein,4mC,1,1,79.7,89.7,10.0,Increased,0.54,0.0493090672486261,65.6,Mild,Increased_Mild
SC_RS16440,SCO2868,DUF6879 family protein,4mC,1,1,79.7,89.7,10.0,Increased,1.22,2.422790498558648e-07,108.4,Up,Increased_Up
SC_RS16500,SCO2880,roadblock/LC7 domain-containing protein,6mA,1,1,51.6,59.6,8.0,Stable,6.21,5.452838720086507e-75,347.2,Up,Stable_Up
SC_RS16525,SCO2885,carboxymuconolactone decarboxylase family protein,4mC,1,1,95.2,91.9,-3.3,Stable,3.9,7.117055986802682e-50,269.1,Up,Stable_Up
SC_RS16565,SCO2894,ABC transporter ATP-binding protein,6mA,1,1,52.1,50.7,-1.5,Stable,-1.02,0.0075186828052673,46.3,Down,Stable_Down
SC_RS16615,SCO2903,hypothetical protein,6mA,0,1,0.0,51.7,51.7,Gained,-1.52,3.1972658973222907e-10,199.7,Down,Gained_Down
SC_RS16665,SCO2913,M67 family metallopeptidase,4mC,1,1,86.1,85.3,-0.8,Stable,2.08,2.0583801687660167e-35,590.3,Up,Stable_Up
SC_RS16670,SCO2914,amino acid permease,4mC,1,1,75.4,74.8,-0.7,Stable,-3.08,2.423456839994889e-64,391.5,Down,Stable_Down
SC_RS16710,SCO2922,RDD family protein,6mA,2,1,64.2,69.2,5.0,Stable,3.15,1.1063439007291742e-32,264.2,Up,Stable_Up
SC_RS16855,SCO2950,HU family DNA-binding protein,4mC,1,0,50.7,0.0,-50.7,Lost,-1.65,2.827966405340166e-12,10732.9,Down,Lost_Down
SC_RS16915,SCO2963,hypothetical protein,6mA,1,1,68.4,68.3,-0.1,Stable,0.53,0.0045040018339402,683.2,Mild,Stable_Mild
SC_RS16920,SCO2964,LysR family transcriptional regulator StgR,4mC,1,1,54.4,66.9,12.5,Increased,-2.15,1.594777898086238e-07,49.0,Down,Increased_Down
SC_RS16925,SCO2965,MFS transporter,6mA,1,0,53.8,0.0,-53.8,Lost,-2.45,1.5538888301237132e-22,198.6,Down,Lost_Down
SC_RS17030,SCO2985,hypothetical protein,6mA,1,1,59.0,61.4,2.4,Stable,0.54,0.0034224143093913,661.4,Mild,Stable_Mild
SC_RS17120,SCO3004,Rv3235 family protein,4mC,1,1,96.3,93.0,-3.3,Stable,-0.98,0.0063144497172538,31.8,Mild,Stable_Mild
SC_RS17135,SCO3007,winged helix-turn-helix domain-containing protein,4mC,1,1,95.0,96.8,1.8,Stable,-1.71,6.568433177837373e-25,368.8,Down,Stable_Down
SC_RS17210,SCOr09,,4mC,1,1,79.8,60.7,-19.1,Decreased,-0.65,0.0301717760999849,56.2,Mild,Decreased_Mild
SC_RS17225,SCO3022,hypothetical protein,4mC,1,1,71.8,62.1,-9.7,Stable,-1.84,3.0167289695766775e-17,167.0,Down,Stable_Down
SC_RS17235,SCO3024,cation diffusion facilitator family transporter,6mA,1,2,60.0,61.2,1.2,Stable,-0.53,0.001687957358471,609.7,Mild,Stable_Mild
SC_RS17235,SCO3024,cation diffusion facilitator family transporter,4mC,1,1,86.1,87.1,1.0,Stable,-0.53,0.001687957358471,609.7,Mild,Stable_Mild
SC_RS17270,SCO3031,metallopeptidase family protein,6mA,1,0,50.4,0.0,-50.4,Lost,-1.3,1.2698064501841797e-06,78.9,Down,Lost_Down
SC_RS17410,SCO3059,5-(carboxyamino)imidazole ribonucleotide mutase,6mA,0,1,0.0,50.5,50.5,Gained,-1.95,6.451336055298517e-24,995.7,Down,Gained_Down
SC_RS17410,SCO3059,5-(carboxyamino)imidazole ribonucleotide mutase,4mC,1,1,79.0,79.5,0.4,Stable,-1.95,6.451336055298517e-24,995.7,Down,Stable_Down
SC_RS17605,SCO3096,phosphopyruvate hydratase,6mA,1,0,50.9,0.0,-50.9,Lost,0.8,0.0015569949240707,8059.0,Mild,Lost_Mild
SC_RS17665,SCO3108,antitoxin,4mC,1,1,91.2,90.8,-0.3,Stable,1.03,0.0083024299026711,58.3,Up,Stable_Up
SC_RS17720,SCO3118,SUKH-3 domain-containing protein,4mC,1,1,92.4,90.1,-2.3,Stable,-3.1,2.6679529414345027e-25,90.5,Down,Stable_Down
SC_RS17750,SCO3125,aminoacyl-tRNA hydrolase,4mC,1,1,78.6,76.8,-1.8,Stable,-2.68,7.33510748713602e-33,175.1,Down,Stable_Down
SC_RS17780,SCO3131,VOC family protein,4mC,1,0,77.5,0.0,-77.5,Lost,-0.84,0.008383343631858,110.7,Mild,Lost_Mild
SC_RS17795,SCO3134,response regulator transcription factor,6mA,0,1,0.0,52.6,52.6,Gained,3.4,6.4490549138040534e-49,877.4,Up,Gained_Up
SC_RS17800,SCO3135,GNAT family N-acetyltransferase,6mA,0,1,0.0,52.6,52.6,Gained,-1.2,0.00015642714312911145,44.4,Down,Gained_Down
SC_RS17825,SCO3140,hypothetical protein,4mC,1,1,66.3,67.4,1.2,Stable,-0.62,0.0076704460256991,82.7,Mild,Stable_Mild
SC_RS17860,SCO3150,resuscitation-promoting factor protein RpfB,6mA,0,1,0.0,57.6,57.6,Gained,-1.13,6.498760961851748e-06,138.0,Down,Gained_Down
SC_RS17870,SCO3152,hypothetical protein,4mC,1,1,68.2,61.1,-7.1,Stable,0.69,0.0013079957527133,226.0,Mild,Stable_Mild
SC_RS17910,SCO3160,cobalt ECF transporter T component CbiQ,4mC,1,1,85.1,92.5,7.4,Stable,-0.57,0.0046932046535225,367.4,Mild,Stable_Mild
SC_RS17930,SCO3164,DMT family transporter,6mA,1,1,52.3,50.6,-1.6,Stable,-1.03,8.643324575275107e-05,96.9,Down,Stable_Down
SC_RS17970,SCO3172,flavin-containing monooxygenase,4mC,1,1,80.7,74.6,-6.1,Stable,-1.6,0.00021893530704898868,48.6,Down,Stable_Down
SC_RS17975,SCO3173,MerR family transcriptional regulator,4mC,1,1,80.7,74.6,-6.1,Stable,-1.54,1.5181691246494892e-11,98.7,Down,Stable_Down
SC_RS18030,SCO3183,5-formyltetrahydrofolate cyclo-ligase,4mC,1,1,95.8,93.0,-2.7,Stable,-1.55,1.2709264457681794e-13,173.5,Down,Stable_Down
SC_RS18085,SCO3194,L%2CD-transpeptidase,6mA,2,1,57.5,52.8,-4.8,Stable,-2.11,2.167747926687489e-16,2544.8,Down,Stable_Down
SC_RS18160,SCO3209,IclR family transcriptional regulator domain-containing protein,6mA,0,1,0.0,54.9,54.9,Gained,0.7,0.0008795518338015034,199.7,Mild,Gained_Mild
SC_RS18170,SCO3211,indole-3-glycerol phosphate synthase TrpC,4mC,1,1,90.3,89.7,-0.6,Stable,8.09,4.6878447198894226e-49,452.5,Up,Stable_Up
SC_RS18280,SCO3233,alpha/beta fold hydrolase,4mC,1,1,90.9,77.2,-13.7,Decreased,6.59,1.5504478801806883e-79,826.2,Up,Decreased_Up
SC_RS18310,SCO3239,TatD family hydrolase,6mA,0,1,0.0,51.2,51.2,Gained,8.96,1.190047041178338e-46,721.2,Up,Gained_Up
SC_RS18320,SCO3241,sugar phosphate isomerase/epimerase family protein,6mA,1,2,55.7,57.1,1.4,Stable,8.93,4.968727152308286e-52,758.9,Up,Stable_Up
SC_RS18355,SCO3248,beta-ketoacyl-[acyl-carrier-protein] synthase family protein,4mC,1,1,85.8,88.3,2.5,Stable,8.79,6.3647519991710755e-155,3259.6,Up,Stable_Up
SC_RS18420,SCO3260,NUDIX hydrolase,4mC,1,1,92.4,84.3,-8.1,Stable,-1.07,0.0015363579955423,47.4,Down,Stable_Down
SC_RS18540,SCO3286,flotillin family protein,6mA,0,1,0.0,55.5,55.5,Gained,-3.49,6.893769470358886e-77,1322.3,Down,Gained_Down
SC_RS18580,SCO3294,transferase,6mA,1,1,55.0,57.7,2.7,Stable,1.65,2.2616644425433542e-14,131.5,Up,Stable_Up
SC_RS18605,SCO3299,RtcB family protein,4mC,1,1,77.1,79.3,2.2,Stable,-3.68,6.819136570584704e-77,757.5,Down,Stable_Down
SC_RS18640,SCO3306,aminotransferase-like domain-containing protein,4mC,1,1,95.6,98.0,2.5,Stable,1.47,2.4931692475908626e-21,361.9,Up,Stable_Up
SC_RS18695,SCO3318,hydroxymethylbilane synthase,4mC,1,1,92.8,98.0,5.3,Stable,-2.3,8.211865555949523e-21,2186.1,Down,Stable_Down
SC_RS18715,SCO3322,HAD family hydrolase,4mC,1,0,52.9,0.0,-52.9,Lost,1.36,1.979208520368137e-15,879.0,Up,Lost_Up
SC_RS18785,SCOr12,,4mC,1,1,72.5,66.3,-6.1,Stable,-1.89,7.599960996210737e-10,47.9,Down,Stable_Down
SC_RS18825,SCO3341,membrane protein,4mC,1,1,79.0,77.5,-1.5,Stable,-2.7,2.4691890695641158e-23,542.9,Down,Stable_Down
SC_RS18835,SCO3343,SH3 domain-containing protein,4mC,1,1,82.5,82.2,-0.3,Stable,-1.45,1.5299754500339386e-06,67.9,Down,Stable_Down
SC_RS18855,SCO3347,sugar phosphate isomerase/epimerase family protein,4mC,1,1,82.6,67.7,-14.9,Decreased,1.52,1.8124551629615205e-18,317.5,Up,Decreased_Up
SC_RS18945,SCO3365,helix-turn-helix domain-containing protein,4mC,1,1,92.9,92.5,-0.3,Stable,3.42,4.372138077392114e-39,235.2,Up,Stable_Up
SC_RS19015,SCO3378,membrane protein,6mA,3,2,61.3,68.4,7.2,Stable,-1.38,5.313139207306337e-06,47.9,Down,Stable_Down
SC_RS19020,SCO3379,hypothetical protein,6mA,1,1,50.6,50.1,-0.5,Stable,-1.71,0.0004343995209744929,26.3,Down,Stable_Down
SC_RS19040,SCO3383,pantoate--beta-alanine ligase,6mA,1,1,51.1,53.8,2.7,Stable,-1.99,6.751124635451175e-18,163.3,Down,Stable_Down
SC_RS19105,SCO3396,alpha/beta hydrolase,4mC,1,1,80.8,82.2,1.4,Stable,-1.47,3.366243443774259e-13,443.7,Down,Stable_Down
SC_RS19110,SCO3397,phosphatidylglycerol lysyltransferase domain-containing protein,4mC,1,1,80.8,82.2,1.4,Stable,-1.5,1.4137588474651834e-15,1026.7,Down,Stable_Down
SC_RS19115,SCO3398,dihydropteroate synthase,6mA,1,2,68.8,65.3,-3.5,Stable,-1.42,2.4648820291188736e-21,394.8,Down,Stable_Down
