gene_id,old_locus_tag,product,mod_type,T1_sites,T2_sites,T1_mean_freq,T2_mean_freq,methyl_change,methyl_category,log2FC,padj,baseMean,expr_category,coordination
SC_RS15255,SCO2636,hypothetical protein,6mA,0,1,0.0,58.6,58.6,Gained,-1.17,2.7358625367466848e-05,434.0,Down,Gained_Down
SC_RS39965,SCO7553,zinc-binding dehydrogenase,4mC,0,1,0.0,78.1,78.1,Gained,-1.17,0.0009492193835854848,45.6,Down,Gained_Down
SC_RS19920,SCO3557,septum site-determining protein Ssd,6mA,1,0,51.0,0.0,-51.0,Lost,1.14,0.001836953298931,61.2,Up,Lost_Up
SC_RS07565,SCO1123,DUF5997 family protein,4mC,0,1,0.0,76.8,76.8,Gained,-1.13,8.216284811568125e-09,472.3,Down,Gained_Down
SC_RS17860,SCO3150,resuscitation-promoting factor protein RpfB,6mA,0,1,0.0,57.6,57.6,Gained,-1.13,6.498760961851748e-06,138.0,Down,Gained_Down
SC_RS10980,SCOr06,,4mC,1,1,77.0,66.1,-10.9,Decreased,1.13,9.163005585109196e-05,394.9,Up,Decreased_Up
SC_RS32080,SCO5967,cell division protein SepF,6mA,0,1,0.0,50.2,50.2,Gained,-1.12,2.8391209815064e-08,795.1,Down,Gained_Down
SC_RS26660,SCO4900,alpha/beta fold hydrolase,6mA,1,0,53.4,0.0,-53.4,Lost,1.12,3.100669455121864e-05,139.8,Up,Lost_Up
SC_RS02875,SCO0185,polyprenyl synthetase family protein,4mC,0,1,0.0,83.7,83.7,Gained,-1.12,1.06510786581979e-05,227.0,Down,Gained_Down
SC_RS16315,SCO2842,hypothetical protein,4mC,1,1,70.4,89.4,19.1,Increased,-1.11,1.0503231028759633e-05,89.2,Down,Increased_Down
SC_RS38515,SCO7260,GlsB/YeaQ/YmgE family stress response membrane protein,6mA,1,0,51.4,0.0,-51.4,Lost,1.11,0.0023429382312659,39.5,Up,Lost_Up
SC_RS13645,SCO2323,CbiQ family ECF transporter T component,6mA,0,1,0.0,56.3,56.3,Gained,-1.06,2.8872982480461265e-08,175.8,Down,Gained_Down
SC_RS38275,,methyltransferase type 11,4mC,0,1,0.0,86.8,86.8,Gained,-1.04,0.0042884503844388,29.0,Down,Gained_Down
SC_RS35525,SCO6668,sensor histidine kinase,6mA,1,0,52.9,0.0,-52.9,Lost,1.04,0.0003648569121190967,67.9,Up,Lost_Up
SC_RS10835,SCO1765,nucleotidyltransferase domain-containing protein,4mC,0,1,0.0,88.5,88.5,Gained,-1.03,9.304853664473325e-06,142.5,Down,Gained_Down
SC_RS21755,SCO3922,phage holin family protein,4mC,0,1,0.0,54.6,54.6,Gained,-1.02,9.189805502814383e-08,172.2,Down,Gained_Down
