chrom,position,strand,mod_type,timepoint,n_reps,total_coverage,weighted_mod_freq,unweighted_mod_freq
NC_003888.3,211827,+,6mA,T1,3,55,63.06,63.06
NC_003888.3,222434,+,4mC,T1,3,35,82.57,82.57
NC_003888.3,224082,+,6mA,T1,3,60,54.67,54.67
NC_003888.3,229696,-,6mA,T1,3,51,57.08,57.08
NC_003888.3,240265,-,6mA,T1,3,48,52.26,52.26
NC_003888.3,241148,-,4mC,T1,3,33,94.12,94.12
NC_003888.3,242078,-,4mC,T1,3,32,92.16,92.16
NC_003888.3,244807,-,6mA,T1,3,43,51.94,51.94
NC_003888.3,246147,+,6mA,T1,3,58,50.59,50.59
NC_003888.3,250423,-,6mA,T1,3,53,52.96,52.96
NC_003888.3,251051,+,6mA,T1,3,54,56.31,56.31
NC_003888.3,251362,-,4mC,T1,3,36,78.89,78.89
NC_003888.3,255491,-,6mA,T1,3,39,53.37,53.37
NC_003888.3,258445,-,6mA,T1,3,31,81.44,81.44
NC_003888.3,278824,-,6mA,T1,3,61,78.97,78.97
NC_003888.3,292053,+,6mA,T1,3,48,60.0,60.0
NC_003888.3,298186,+,6mA,T1,3,47,57.58,57.58
NC_003888.3,299931,+,4mC,T1,3,31,65.34,65.34
NC_003888.3,304667,-,4mC,T1,3,36,89.1,89.1
NC_003888.3,306824,-,6mA,T1,3,48,52.31,52.31
NC_003888.3,311643,+,6mA,T1,3,39,55.42,55.42
NC_003888.3,317665,-,6mA,T1,3,48,57.57,57.57
NC_003888.3,320225,-,6mA,T1,3,48,71.71,71.71
NC_003888.3,321176,+,6mA,T1,3,47,51.75,51.75
NC_003888.3,321885,-,6mA,T1,3,44,61.11,61.11
NC_003888.3,321886,-,6mA,T1,3,57,79.45,79.45
NC_003888.3,321887,-,6mA,T1,3,51,50.69,50.69
NC_003888.3,322390,+,6mA,T1,3,48,52.34,52.34
NC_003888.3,322787,+,6mA,T1,3,47,55.58,55.58
NC_003888.3,323419,-,4mC,T1,3,30,81.87,81.87
NC_003888.3,327687,-,6mA,T1,3,67,65.46,65.46
NC_003888.3,335038,+,4mC,T1,3,37,93.52,93.52
NC_003888.3,335643,+,6mA,T1,3,50,62.58,62.58
NC_003888.3,345730,+,6mA,T1,3,64,64.34,64.34
NC_003888.3,347855,+,6mA,T1,3,59,52.04,52.04
NC_003888.3,354684,+,6mA,T1,3,49,61.2,61.2
NC_003888.3,355330,+,6mA,T1,3,47,54.27,54.27
NC_003888.3,355626,+,6mA,T1,3,54,65.99,65.99
NC_003888.3,357889,+,6mA,T1,3,55,72.2,72.2
NC_003888.3,357890,+,6mA,T1,3,52,72.02,72.02
NC_003888.3,360262,+,6mA,T1,3,50,64.34,64.34
NC_003888.3,361061,+,6mA,T1,3,51,53.53,53.53
NC_003888.3,364738,-,4mC,T1,3,37,94.66,94.66
NC_003888.3,372766,-,6mA,T1,3,59,51.39,51.39
NC_003888.3,372882,-,4mC,T1,3,30,93.27,93.27
NC_003888.3,380076,+,6mA,T1,3,61,60.56,60.56
NC_003888.3,381741,+,6mA,T1,3,42,58.04,58.04
NC_003888.3,381782,-,4mC,T1,3,34,92.86,92.86
NC_003888.3,394629,+,6mA,T1,3,42,73.81,73.81
NC_003888.3,405808,+,6mA,T1,3,50,72.49,72.49
NC_003888.3,406538,+,4mC,T1,3,32,100.0,100.0
NC_003888.3,408882,-,6mA,T1,3,55,60.53,60.53
NC_003888.3,419901,-,4mC,T1,3,30,97.44,97.44
NC_003888.3,424404,+,6mA,T1,3,55,52.87,52.87
NC_003888.3,429275,+,4mC,T1,3,43,98.67,98.67
NC_003888.3,429395,+,4mC,T1,3,43,80.89,80.89
NC_003888.3,429897,+,6mA,T1,3,58,78.53,78.53
NC_003888.3,436443,+,4mC,T1,3,55,91.61,91.61
NC_003888.3,436495,-,6mA,T1,3,59,52.3,52.3
NC_003888.3,440613,-,6mA,T1,3,54,52.08,52.08
NC_003888.3,441018,-,6mA,T1,3,57,50.92,50.92
NC_003888.3,441709,-,4mC,T1,3,33,81.94,81.94
NC_003888.3,444180,-,6mA,T1,3,64,51.24,51.24
NC_003888.3,447781,-,6mA,T1,3,54,51.06,51.06
NC_003888.3,450269,+,4mC,T1,3,37,100.0,100.0
NC_003888.3,455569,-,6mA,T1,3,59,61.11,61.11
NC_003888.3,459557,-,4mC,T1,3,30,93.33,93.33
NC_003888.3,460130,-,4mC,T1,3,32,93.64,93.64
NC_003888.3,462740,-,6mA,T1,3,45,61.86,61.86
NC_003888.3,462761,+,6mA,T1,3,50,63.33,63.33
NC_003888.3,466470,+,6mA,T1,3,49,70.77,70.77
NC_003888.3,467033,+,6mA,T1,3,47,61.63,61.63
NC_003888.3,467034,+,6mA,T1,3,39,68.08,68.08
NC_003888.3,476603,+,6mA,T1,3,49,52.47,52.47
NC_003888.3,476881,-,4mC,T1,3,46,97.78,97.78
NC_003888.3,481755,-,4mC,T1,3,37,80.08,80.08
NC_003888.3,488496,-,4mC,T1,3,37,60.61,60.61
NC_003888.3,489300,-,4mC,T1,3,30,78.7,78.7
NC_003888.3,491329,+,4mC,T1,3,31,87.22,87.22
NC_003888.3,491662,+,6mA,T1,3,60,59.61,59.61
NC_003888.3,493898,-,6mA,T1,3,56,57.6,57.6
NC_003888.3,500408,+,6mA,T1,3,51,51.94,51.94
NC_003888.3,502432,+,6mA,T1,3,54,52.78,52.78
NC_003888.3,503062,+,6mA,T1,3,59,64.43,64.43
NC_003888.3,515717,-,6mA,T1,3,49,68.13,68.13
NC_003888.3,528960,+,6mA,T1,3,45,63.78,63.78
NC_003888.3,528980,+,6mA,T1,3,50,55.83,55.83
NC_003888.3,533344,+,6mA,T1,3,43,54.91,54.91
NC_003888.3,535839,+,6mA,T1,3,44,55.06,55.06
NC_003888.3,541105,+,6mA,T1,3,57,59.5,59.5
NC_003888.3,542610,+,6mA,T1,3,49,55.6,55.6
NC_003888.3,543273,+,6mA,T1,3,50,66.45,66.45
NC_003888.3,547104,+,6mA,T1,3,40,50.05,50.05
NC_003888.3,550560,-,6mA,T1,3,60,51.23,51.23
NC_003888.3,561325,-,6mA,T1,3,58,52.98,52.98
NC_003888.3,569123,-,6mA,T1,3,50,53.04,53.04
NC_003888.3,574878,+,6mA,T1,3,49,55.54,55.54
NC_003888.3,574922,+,6mA,T1,3,56,65.86,65.86
NC_003888.3,575259,+,6mA,T1,3,63,52.64,52.64
NC_003888.3,580713,+,6mA,T1,3,55,60.32,60.32
NC_003888.3,582571,+,6mA,T1,3,62,61.31,61.31
NC_003888.3,583494,+,6mA,T1,3,64,57.25,57.25
NC_003888.3,584030,-,6mA,T1,3,53,50.04,50.04
NC_003888.3,585576,-,6mA,T1,3,58,54.59,54.59
NC_003888.3,585945,+,4mC,T1,3,30,100.0,100.0
NC_003888.3,592540,-,6mA,T1,3,61,51.79,51.79
NC_003888.3,593726,-,6mA,T1,3,51,84.81,84.81
NC_003888.3,593798,-,6mA,T1,3,64,54.06,54.06
NC_003888.3,594019,-,6mA,T1,3,56,53.12,53.12
NC_003888.3,594828,-,4mC,T1,3,37,83.33,83.33
NC_003888.3,598176,-,6mA,T1,3,40,52.59,52.59
NC_003888.3,600113,+,6mA,T1,3,54,55.56,55.56
NC_003888.3,609828,+,6mA,T1,3,58,61.13,61.13
NC_003888.3,609829,+,6mA,T1,3,62,69.62,69.62
NC_003888.3,613833,-,6mA,T1,3,45,53.57,53.57
NC_003888.3,613984,+,4mC,T1,3,32,89.1,89.1
NC_003888.3,619692,-,4mC,T1,3,37,95.56,95.56
NC_003888.3,619824,-,6mA,T1,3,42,55.64,55.64
NC_003888.3,620836,+,4mC,T1,3,35,95.56,95.56
NC_003888.3,621343,-,6mA,T1,3,50,53.33,53.33
NC_003888.3,631017,-,6mA,T1,3,61,50.1,50.1
NC_003888.3,635181,+,6mA,T1,3,60,56.23,56.23
NC_003888.3,638927,-,6mA,T1,3,58,50.37,50.37
NC_003888.3,643546,-,6mA,T1,3,67,62.22,62.22
NC_003888.3,645581,+,6mA,T1,3,55,50.63,50.63
NC_003888.3,647285,+,4mC,T1,3,44,88.37,88.37
NC_003888.3,647457,-,6mA,T1,3,61,76.22,76.22
NC_003888.3,648235,+,6mA,T1,3,52,76.14,76.14
NC_003888.3,648246,+,6mA,T1,3,45,77.69,77.69
NC_003888.3,648438,+,6mA,T1,3,54,70.43,70.43
NC_003888.3,648450,+,6mA,T1,3,63,60.58,60.58
NC_003888.3,648454,+,4mC,T1,3,36,65.59,65.59
NC_003888.3,648804,-,6mA,T1,3,60,58.03,58.03
NC_003888.3,649826,+,6mA,T1,3,65,65.52,65.52
NC_003888.3,649992,-,6mA,T1,3,56,52.9,52.9
NC_003888.3,655652,-,6mA,T1,3,36,63.55,63.55
NC_003888.3,661265,-,6mA,T1,3,43,51.35,51.35
NC_003888.3,663377,+,4mC,T1,3,45,95.24,95.24
NC_003888.3,670858,-,6mA,T1,3,61,76.98,76.98
NC_003888.3,678046,+,6mA,T1,3,56,53.33,53.33
NC_003888.3,683994,-,4mC,T1,3,32,91.41,91.41
NC_003888.3,714416,-,6mA,T1,3,69,67.04,67.04
NC_003888.3,717308,-,4mC,T1,3,33,86.12,86.12
NC_003888.3,718697,+,6mA,T1,3,54,59.31,59.31
NC_003888.3,720913,+,6mA,T1,3,55,56.17,56.17
NC_003888.3,721152,-,4mC,T1,3,36,83.75,83.75
NC_003888.3,725128,+,6mA,T1,3,58,52.33,52.33
NC_003888.3,730838,+,6mA,T1,3,52,54.67,54.67
NC_003888.3,732709,-,6mA,T1,3,59,65.85,65.85
NC_003888.3,735989,-,6mA,T1,3,52,54.03,54.03
NC_003888.3,735990,-,6mA,T1,3,57,66.97,66.97
NC_003888.3,736996,+,6mA,T1,3,49,77.95,77.95
NC_003888.3,737000,+,4mC,T1,3,36,90.03,90.03
NC_003888.3,743049,-,4mC,T1,3,32,96.97,96.97
NC_003888.3,746027,+,4mC,T1,3,41,85.53,85.53
NC_003888.3,746405,-,4mC,T1,3,37,83.01,83.01
NC_003888.3,748628,-,6mA,T1,3,75,56.39,56.39
NC_003888.3,749030,-,6mA,T1,3,72,59.84,59.84
NC_003888.3,749518,-,4mC,T1,3,39,92.96,92.96
NC_003888.3,753589,-,6mA,T1,3,55,52.8,52.8
NC_003888.3,753689,-,4mC,T1,3,40,92.59,92.59
NC_003888.3,761715,+,4mC,T1,3,34,65.51,65.51
NC_003888.3,763095,+,6mA,T1,3,62,51.81,51.81
NC_003888.3,764919,-,6mA,T1,3,66,51.66,51.66
NC_003888.3,766828,-,6mA,T1,3,59,63.29,63.29
NC_003888.3,767709,-,6mA,T1,3,60,53.45,53.45
NC_003888.3,769641,+,6mA,T1,3,56,76.29,76.29
NC_003888.3,769955,+,6mA,T1,3,69,63.89,63.89
NC_003888.3,771232,-,6mA,T1,3,71,53.03,53.03
NC_003888.3,772252,-,6mA,T1,3,62,56.43,56.43
NC_003888.3,774242,-,6mA,T1,3,67,69.71,69.71
NC_003888.3,774575,-,6mA,T1,3,66,62.24,62.24
NC_003888.3,778043,+,4mC,T1,3,30,80.68,80.68
NC_003888.3,778604,+,4mC,T1,3,44,92.91,92.91
NC_003888.3,779920,-,6mA,T1,3,78,72.0,72.0
NC_003888.3,789448,-,6mA,T1,3,60,65.52,65.52
NC_003888.3,793265,-,6mA,T1,3,67,50.04,50.04
NC_003888.3,796027,-,6mA,T1,3,80,55.45,55.45
NC_003888.3,798226,+,6mA,T1,3,66,51.01,51.01
NC_003888.3,801847,+,4mC,T1,3,30,57.78,57.78
NC_003888.3,802532,-,6mA,T1,3,56,53.41,53.41
NC_003888.3,811054,-,6mA,T1,3,52,51.11,51.11
NC_003888.3,811819,-,6mA,T1,3,41,59.06,59.06
NC_003888.3,821656,+,6mA,T1,3,79,50.26,50.26
NC_003888.3,826412,+,4mC,T1,3,33,92.5,92.5
NC_003888.3,826745,+,4mC,T1,3,31,66.11,66.11
NC_003888.3,827053,+,6mA,T1,3,73,63.91,63.91
NC_003888.3,827793,-,6mA,T1,3,54,61.87,61.87
NC_003888.3,835115,+,6mA,T1,3,73,63.35,63.35
NC_003888.3,835882,-,6mA,T1,3,67,52.04,52.04
NC_003888.3,837137,+,6mA,T1,3,66,56.89,56.89
NC_003888.3,840472,-,6mA,T1,3,51,54.83,54.83
NC_003888.3,849568,-,4mC,T1,3,34,88.82,88.82
NC_003888.3,851027,-,6mA,T1,3,44,67.41,67.41
NC_003888.3,851358,+,6mA,T1,3,47,57.57,57.57
NC_003888.3,862344,+,4mC,T1,3,31,96.97,96.97
NC_003888.3,863569,-,6mA,T1,3,71,50.19,50.19
NC_003888.3,864643,-,6mA,T1,3,57,62.67,62.67
NC_003888.3,864746,+,6mA,T1,3,58,63.02,63.02
NC_003888.3,864750,+,4mC,T1,3,34,78.94,78.94
NC_003888.3,869891,-,6mA,T1,3,49,66.18,66.18
NC_003888.3,869966,+,4mC,T1,3,37,89.35,89.35
NC_003888.3,875425,+,6mA,T1,3,69,61.4,61.4
NC_003888.3,879921,-,6mA,T1,3,53,77.18,77.18
NC_003888.3,886776,-,6mA,T1,3,61,53.16,53.16
NC_003888.3,899184,+,4mC,T1,3,32,92.06,92.06
NC_003888.3,900953,-,6mA,T1,3,61,62.5,62.5
NC_003888.3,900954,-,6mA,T1,3,66,53.46,53.46
NC_003888.3,901669,-,4mC,T1,3,36,100.0,100.0
NC_003888.3,905930,-,6mA,T1,3,60,55.91,55.91
NC_003888.3,908453,+,6mA,T1,3,69,51.59,51.59
NC_003888.3,910835,-,6mA,T1,3,68,58.54,58.54
NC_003888.3,911132,+,4mC,T1,3,33,80.89,80.89
NC_003888.3,912367,-,4mC,T1,3,32,90.28,90.28
NC_003888.3,914286,+,6mA,T1,3,56,74.16,74.16
NC_003888.3,914289,+,6mA,T1,3,58,62.31,62.31
NC_003888.3,918189,-,6mA,T1,3,59,64.66,64.66
NC_003888.3,923429,-,6mA,T1,3,65,57.67,57.67
NC_003888.3,924670,+,6mA,T1,3,51,53.65,53.65
NC_003888.3,929651,-,6mA,T1,3,74,55.9,55.9
NC_003888.3,931766,-,6mA,T1,3,75,55.42,55.42
NC_003888.3,932608,-,6mA,T1,3,63,61.4,61.4
NC_003888.3,934028,+,6mA,T1,3,62,58.52,58.52
NC_003888.3,934941,+,6mA,T1,3,62,66.33,66.33
NC_003888.3,942123,-,6mA,T1,3,53,63.51,63.51
NC_003888.3,942124,-,6mA,T1,3,67,80.26,80.26
NC_003888.3,943580,+,6mA,T1,3,50,59.52,59.52
NC_003888.3,946272,+,6mA,T1,3,59,84.38,84.38
NC_003888.3,946273,+,6mA,T1,3,52,70.48,70.48
NC_003888.3,947270,-,6mA,T1,3,55,70.39,70.39
NC_003888.3,948563,+,6mA,T1,3,48,52.27,52.27
NC_003888.3,951396,-,6mA,T1,3,59,53.05,53.05
NC_003888.3,955186,+,6mA,T1,3,61,59.5,59.5
NC_003888.3,956271,-,4mC,T1,3,39,76.54,76.54
NC_003888.3,957009,-,4mC,T1,3,60,96.17,96.17
NC_003888.3,959397,-,6mA,T1,3,74,54.57,54.57
NC_003888.3,961344,+,4mC,T1,3,36,89.17,89.17
NC_003888.3,976908,-,4mC,T1,3,42,94.44,94.44
NC_003888.3,977528,-,6mA,T1,3,55,59.49,59.49
NC_003888.3,980601,-,6mA,T1,3,50,54.64,54.64
NC_003888.3,981319,-,6mA,T1,3,61,53.64,53.64
NC_003888.3,982073,+,4mC,T1,3,35,97.44,97.44
NC_003888.3,990837,-,4mC,T1,3,30,80.28,80.28
NC_003888.3,991133,+,6mA,T1,3,57,57.33,57.33
NC_003888.3,992016,+,4mC,T1,3,53,96.47,96.47
NC_003888.3,995973,-,4mC,T1,3,31,93.75,93.75
NC_003888.3,997791,-,4mC,T1,3,37,85.76,85.76
NC_003888.3,998576,-,6mA,T1,3,54,56.98,56.98
NC_003888.3,1001425,-,4mC,T1,3,36,77.07,77.07
NC_003888.3,1001429,-,6mA,T1,3,65,51.0,51.0
NC_003888.3,1014706,-,6mA,T1,3,64,50.88,50.88
NC_003888.3,1016610,-,6mA,T1,3,50,52.43,52.43
NC_003888.3,1016849,-,6mA,T1,3,47,57.94,57.94
NC_003888.3,1020345,-,4mC,T1,3,34,90.12,90.12
NC_003888.3,1025655,+,6mA,T1,3,79,57.06,57.06
NC_003888.3,1028664,-,6mA,T1,3,56,62.0,62.0
NC_003888.3,1029473,+,6mA,T1,3,74,69.22,69.22
NC_003888.3,1032700,+,6mA,T1,3,67,50.7,50.7
NC_003888.3,1034866,+,4mC,T1,3,44,86.57,86.57
NC_003888.3,1035686,-,4mC,T1,3,43,91.9,91.9
NC_003888.3,1040611,+,6mA,T1,3,61,53.9,53.9
NC_003888.3,1041062,+,6mA,T1,3,69,60.27,60.27
NC_003888.3,1043761,-,6mA,T1,3,80,80.3,80.3
NC_003888.3,1044730,-,6mA,T1,3,54,54.76,54.76
NC_003888.3,1045181,+,6mA,T1,3,70,54.13,54.13
NC_003888.3,1061032,+,6mA,T1,3,62,50.18,50.18
NC_003888.3,1064554,+,4mC,T1,3,46,98.04,98.04
NC_003888.3,1064592,+,4mC,T1,3,32,85.28,85.28
NC_003888.3,1073789,-,6mA,T1,3,46,59.61,59.61
NC_003888.3,1078772,-,6mA,T1,3,56,57.73,57.73
NC_003888.3,1085501,-,6mA,T1,3,61,69.66,69.66
NC_003888.3,1087682,-,4mC,T1,3,35,85.77,85.77
NC_003888.3,1088362,-,6mA,T1,3,56,51.05,51.05
NC_003888.3,1088363,-,6mA,T1,3,51,73.14,73.14
NC_003888.3,1090733,-,4mC,T1,3,31,77.04,77.04
NC_003888.3,1094208,-,4mC,T1,3,41,85.72,85.72
NC_003888.3,1097919,-,4mC,T1,3,34,87.55,87.55
NC_003888.3,1104421,-,6mA,T1,3,69,60.69,60.69
NC_003888.3,1107099,+,4mC,T1,3,30,87.45,87.45
NC_003888.3,1107100,-,4mC,T1,3,34,100.0,100.0
NC_003888.3,1107137,-,4mC,T1,3,42,91.88,91.88
NC_003888.3,1107141,-,6mA,T1,3,72,52.08,52.08
NC_003888.3,1108088,-,6mA,T1,3,69,50.79,50.79
NC_003888.3,1108562,-,6mA,T1,3,59,52.6,52.6
NC_003888.3,1109050,+,4mC,T1,3,34,81.9,81.9
NC_003888.3,1115331,+,4mC,T1,3,50,79.7,79.7
NC_003888.3,1123645,-,4mC,T1,3,36,97.92,97.92
NC_003888.3,1126539,+,4mC,T1,3,33,54.29,54.29
NC_003888.3,1128572,+,4mC,T1,3,33,81.11,81.11
NC_003888.3,1128801,+,6mA,T1,3,72,59.11,59.11
NC_003888.3,1144627,-,4mC,T1,3,30,77.78,77.78
NC_003888.3,1146011,-,6mA,T1,3,54,50.88,50.88
NC_003888.3,1147601,-,4mC,T1,3,39,80.56,80.56
NC_003888.3,1147604,-,6mA,T1,3,59,57.21,57.21
NC_003888.3,1147605,-,6mA,T1,3,58,59.1,59.1
NC_003888.3,1147656,+,4mC,T1,3,31,69.45,69.45
NC_003888.3,1155718,+,6mA,T1,3,67,54.58,54.58
NC_003888.3,1157086,-,6mA,T1,3,59,65.91,65.91
NC_003888.3,1157284,+,4mC,T1,3,34,93.75,93.75
NC_003888.3,1157357,-,6mA,T1,3,57,61.54,61.54
NC_003888.3,1157370,-,6mA,T1,3,66,60.95,60.95
NC_003888.3,1157915,-,4mC,T1,3,55,86.73,86.73
NC_003888.3,1157919,-,6mA,T1,3,63,52.83,52.83
NC_003888.3,1162223,-,6mA,T1,3,64,53.67,53.67
NC_003888.3,1163113,-,6mA,T1,3,47,54.66,54.66
NC_003888.3,1168398,+,6mA,T1,3,76,50.25,50.25
NC_003888.3,1168581,-,6mA,T1,3,50,64.76,64.76
NC_003888.3,1168620,+,4mC,T1,3,30,60.73,60.73
NC_003888.3,1172271,+,4mC,T1,3,30,85.12,85.12
NC_003888.3,1178228,-,6mA,T1,3,56,52.19,52.19
NC_003888.3,1178737,+,6mA,T1,3,68,55.73,55.73
NC_003888.3,1184059,+,6mA,T1,3,76,55.77,55.77
NC_003888.3,1186033,-,6mA,T1,3,61,54.73,54.73
NC_003888.3,1190324,+,6mA,T1,3,55,50.4,50.4
NC_003888.3,1190775,-,4mC,T1,3,35,94.44,94.44
NC_003888.3,1192390,-,6mA,T1,3,65,51.11,51.11
NC_003888.3,1195812,-,4mC,T1,3,38,57.67,57.67
NC_003888.3,1200439,+,6mA,T1,3,76,55.22,55.22
NC_003888.3,1200703,-,6mA,T1,3,69,52.8,52.8
NC_003888.3,1208792,+,6mA,T1,3,60,53.71,53.71
NC_003888.3,1210904,-,6mA,T1,3,75,53.02,53.02
NC_003888.3,1212527,+,6mA,T1,3,75,58.32,58.32
NC_003888.3,1214206,+,4mC,T1,3,31,68.33,68.33
NC_003888.3,1214418,+,4mC,T1,3,43,84.3,84.3
NC_003888.3,1226449,-,6mA,T1,3,74,59.13,59.13
NC_003888.3,1235875,-,6mA,T1,3,73,57.32,57.32
NC_003888.3,1236842,+,6mA,T1,3,94,51.02,51.02
NC_003888.3,1237579,+,4mC,T1,3,33,60.61,60.61
NC_003888.3,1238002,+,4mC,T1,3,42,80.95,80.95
NC_003888.3,1241668,-,6mA,T1,3,69,61.06,61.06
NC_003888.3,1247912,+,6mA,T1,3,66,52.14,52.14
NC_003888.3,1249043,+,6mA,T1,3,87,62.43,62.43
NC_003888.3,1249047,+,4mC,T1,3,31,84.85,84.85
NC_003888.3,1252627,+,6mA,T1,3,87,59.35,59.35
NC_003888.3,1252973,-,6mA,T1,3,67,51.83,51.83
NC_003888.3,1256056,+,4mC,T1,3,39,88.06,88.06
NC_003888.3,1256533,+,6mA,T1,3,58,56.56,56.56
NC_003888.3,1258403,-,4mC,T1,3,43,93.02,93.02
NC_003888.3,1264546,-,6mA,T1,3,84,62.54,62.54
NC_003888.3,1268932,-,4mC,T1,3,35,74.21,74.21
NC_003888.3,1271862,+,6mA,T1,3,70,58.03,58.03
NC_003888.3,1280327,-,4mC,T1,3,44,94.26,94.26
NC_003888.3,1282534,-,6mA,T1,3,59,56.61,56.61
NC_003888.3,1282748,+,6mA,T1,3,66,54.33,54.33
NC_003888.3,1282751,+,4mC,T1,3,30,65.08,65.08
NC_003888.3,1283537,+,6mA,T1,3,68,52.39,52.39
NC_003888.3,1286572,-,6mA,T1,3,61,82.68,82.68
NC_003888.3,1286573,-,6mA,T1,3,61,77.72,77.72
NC_003888.3,1286640,+,6mA,T1,3,73,83.78,83.78
NC_003888.3,1288387,-,6mA,T1,3,62,77.32,77.32
NC_003888.3,1289237,-,6mA,T1,3,59,53.27,53.27
NC_003888.3,1293847,+,4mC,T1,3,37,96.08,96.08
NC_003888.3,1293962,-,4mC,T1,3,30,86.78,86.78
NC_003888.3,1296594,+,4mC,T1,3,37,82.01,82.01
NC_003888.3,1304284,-,6mA,T1,3,57,54.26,54.26
NC_003888.3,1309926,-,6mA,T1,3,73,81.6,81.6
NC_003888.3,1317399,-,6mA,T1,3,63,60.52,60.52
NC_003888.3,1318997,-,6mA,T1,3,90,52.87,52.87
NC_003888.3,1320413,+,4mC,T1,3,52,96.55,96.55
NC_003888.3,1321503,-,4mC,T1,3,31,73.96,73.96
NC_003888.3,1324386,+,6mA,T1,3,92,58.45,58.45
NC_003888.3,1327425,-,6mA,T1,3,72,54.46,54.46
NC_003888.3,1337911,-,4mC,T1,3,54,87.59,87.59
NC_003888.3,1342816,-,4mC,T1,3,32,90.61,90.61
NC_003888.3,1344774,-,6mA,T1,3,58,75.05,75.05
NC_003888.3,1344777,-,6mA,T1,3,69,72.53,72.53
NC_003888.3,1347622,+,6mA,T1,3,65,51.01,51.01
NC_003888.3,1351884,-,6mA,T1,3,76,51.33,51.33
NC_003888.3,1353063,+,6mA,T1,3,80,54.6,54.6
NC_003888.3,1355973,-,6mA,T1,3,78,59.65,59.65
NC_003888.3,1365143,+,4mC,T1,3,38,67.92,67.92
NC_003888.3,1367353,-,6mA,T1,3,83,51.18,51.18
NC_003888.3,1368664,-,6mA,T1,3,78,56.57,56.57
NC_003888.3,1369369,-,4mC,T1,3,51,89.17,89.17
NC_003888.3,1369633,+,4mC,T1,3,30,90.0,90.0
