locus_tag	gene_name	old_locus_tag	product	tf_family	start	end	strand	6mA_T1_count	6mA_T2_count	6mA_T3_count	4mC_T1_count	4mC_T2_count	4mC_T3_count	total_methyl_T1	total_methyl_T2	total_methyl_T3	has_methylation	methyl_change	log2FC_T2vsT1_deseq	padj_T2vsT1_deseq	log2FC_T3vsT1_deseq	padj_T3vsT1_deseq	DEG_T2vsT1	DEG_T3vsT1	is_DEG	expr_dir_T2	expr_dir_T3	coordination_T2	coordination_T3	in_literature_37
SC_RS22780		SCO4122	MarR family winged helix-turn-helix transcriptional regulator	MarR	4529468	4530016	+	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	True	lost_T2	-3.79957961958281	5.766380137126139e-88	-3.5392565751456435	9.025250669458276e-89	True	True	True	down	down	discordant_loss_down	ambiguous	False
SC_RS22980		SCO4158	LacI family DNA-binding transcriptional regulator	LacI	4575112	4576134	-	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	True	lost_T3	-0.0261795784401953	0.9099118869510534	-1.386678225928751	3.3533132860895164e-12	False	True	True	ns	down	methyl_change_no_expr_change	discordant_loss_down	False
SC_RS23710		SCO4305	TetR/AcrR family transcriptional regulator	TetR	4719080	4719673	-	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	True	gained_T3	-0.7638015556801351	0.0005500676360110483	-1.1916226395492695	2.3224448164584097e-08	False	True	True	ns	down	methyl_change_no_expr_change	concordant_repression	False
SC_RS24635		SCO4495	UdgX family uracil-DNA binding protein	Other regulatory	4914637	4915275	+	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	True	gained_T2,gained_T3	-2.524458093106345	1.552650565020701e-11	-1.2942444890352447	6.055976374760763e-05	True	True	True	down	down	concordant_repression	concordant_repression	False
SC_RS25370		SCO4639	TetR/AcrR family transcriptional regulator	TetR	5063734	5064339	+	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	True	lost_T2	-1.205765616879327	2.4762759966205292e-09	-2.258394035683855	4.527002507536934e-28	True	True	True	down	down	discordant_loss_down	ambiguous	False
SC_RS25990		SCO4766	LysR family transcriptional regulator	LysR	5178021	5178941	+	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	True	gained_T3	-0.5614154947959401	0.0038732214510234	-1.193490472610386	2.536545758473156e-10	False	True	True	ns	down	methyl_change_no_expr_change	concordant_repression	False
SC_RS26855	sigJ	SCO4938	RNA polymerase sigma factor SigJ	Sigma factor	5373018	5373932	+	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	True	gained_T3	-1.018259879132294	0.015351957887539	1.3362125833071603	0.00010745558639037635	True	True	True	down	up	ambiguous	discordant_gain_up	False
SC_RS27105		SCO4989	IclR family transcriptional regulator	IclR	5428166	5428930	+	1.0	1.0	1.0	1.0	0.0	0.0	2.0	1.0	1.0	True	lost_T2,lost_T3	-1.7170840522337387	7.190817694141732e-21	-2.391846336398685	2.4727921870664027e-39	True	True	True	down	down	discordant_loss_down	discordant_loss_down	False
SC_RS27300		SCO5027	winged helix DNA-binding domain-containing protein	HTH (other)	5460757	5461950	-	1.0	1.0	0.0	1.0	1.0	0.0	2.0	2.0	0.0	True	lost_T3	-2.2543700120671244	1.2788777406186013e-17	-1.101360873538775	1.6746998758808693e-06	True	True	True	down	down	ambiguous	discordant_loss_down	False
SC_RS28630		SCO5289	sensor histidine kinase	Sensor kinase	5762143	5765139	+	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	True	gained_T2,gained_T3	-0.0137258522464046	0.9354948002453458	-2.4145957323816596	4.6282469697251804e-60	False	True	True	ns	down	methyl_change_no_expr_change	concordant_repression	False
SC_RS29350	tcrA	SCO5433	AfsR-like transcriptional regulator TcrA	Other regulatory	5905174	5907459	+	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	True	gained_T2	1.0401395580980954	3.683188120370881e-05	1.4918041436883782	6.558912983566776e-10	True	True	True	up	up	discordant_gain_up	ambiguous	False
SC_RS29355		SCO5434	response regulator	Response regulator	5907344	5908036	-	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	True	gained_T3	-1.9216630018303835	4.020439306798874e-12	-1.1163059002941826	2.582215778884293e-06	True	True	True	down	down	ambiguous	concordant_repression	False
SC_RS30140		SCO5584	P-II family nitrogen regulator	Other regulatory	6087374	6087712	+	1.0	0.0	0.0	1.0	1.0	1.0	2.0	1.0	1.0	True	lost_T2,lost_T3	-0.5802055478802578	0.0394908387721756	-1.435204814633584	2.3044045019199938e-07	False	True	True	ns	down	methyl_change_no_expr_change	discordant_loss_down	False
SC_RS31385		SCO5828	response regulator	Response regulator	6377983	6378663	-	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	True	lost_T2,lost_T3	3.2007683924803816	2.6639471115019306e-54	1.0914308087972038	2.497770265500252e-07	True	True	True	up	up	concordant_derepression	concordant_derepression	False
SC_RS32025		SCO5956	TetR/AcrR family transcriptional regulator	TetR	6527068	6527715	+	1.0	1.0	1.0	1.0	1.0	0.0	2.0	2.0	1.0	True	lost_T3	-2.09236783247235	5.888344612414325e-11	-1.036039802559863	0.00015355066207725166	True	True	True	down	down	ambiguous	discordant_loss_down	False
SC_RS33745		SCO6299	TetR/AcrR family transcriptional regulator	TetR	6958987	6959844	-	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	True	lost_T2	-1.4114119775299854	1.6258548905382441e-07	-0.8004049577607204	0.0009278002051725612	True	False	True	down	ns	discordant_loss_down	methyl_change_no_expr_change	False
SC_RS33895		SCO6334	LuxR C-terminal-related transcriptional regulator	Other regulatory	6991755	6994433	-	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	True	gained_T3	1.0792987194838373	0.0002553809415968921	2.6248645299059365	5.1568194185469556e-21	True	True	True	up	up	ambiguous	discordant_gain_up	False
SC_RS34060		SCO6369	HAMP domain-containing sensor histidine kinase	Sensor kinase	7030354	7031664	+	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	True	gained_T3	1.425234745616793	0.0025470969471078	2.573759751578359	4.112434248648229e-08	True	True	True	up	up	ambiguous	discordant_gain_up	False
SC_RS35195		SCO6599	TetR/AcrR family transcriptional regulator	TetR	7319193	7319846	-	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	True	lost_T3	-1.5315166238060172	3.3380934782945707e-12	-1.5502641674059274	6.082588908883867e-14	True	True	True	down	down	ambiguous	discordant_loss_down	False
SC_RS35525		SCO6668	sensor histidine kinase	Sensor kinase	7408463	7409680	-	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	True	lost_T2,lost_T3	1.0418397945969575	0.0003648569121190967	1.3420720062885316	1.5222395898279151e-06	True	True	True	up	up	concordant_derepression	concordant_derepression	False
SC_RS35610	ramR	SCO6685	two-component system response regulator RamR	Response regulator	7426396	7427004	-	1.0	1.0	2.0	0.0	0.0	0.0	1.0	1.0	2.0	True	gained_T3	6.6041010227398775	1.6843067948138286e-08	7.902404097846659	1.8911172977523484e-11	True	True	True	up	up	ambiguous	discordant_gain_up	False
SC_RS36220			helix-turn-helix transcriptional regulator	HTH (other)	7567337	7567666	-	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	True	gained_T2,gained_T3	2.168987976181465	0.0001427567692109228	2.737953669278411	9.221715096261128e-07	True	True	True	up	up	discordant_gain_up	discordant_gain_up	False
SC_RS36820		SCO6924	helix-turn-helix domain-containing protein	HTH (other)	7687305	7688201	-	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	True	gained_T2	-2.5425777989933764	7.40547348508819e-05	1.1724818092504623	0.0026139079143853	True	True	True	down	up	concordant_repression	ambiguous	False
SC_RS37675		SCO7089	sensor histidine kinase	Sensor kinase	7876048	7877241	-	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	True	gained_T3	0.5692475959080903	0.220371723922328	2.938021809245114	3.1409947268072395e-11	False	True	True	ns	up	methyl_change_no_expr_change	discordant_gain_up	False
SC_RS38475		SCO7252	DNA-binding protein NsdB	Other regulatory	8062135	8063643	+	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	True	gained_T2	9.317497513720548	3.5040142420988754e-226	7.76413546802748	1.7204571545473354e-157	True	True	True	up	up	discordant_gain_up	ambiguous	False
SC_RS38610		SCO7279	helix-turn-helix domain-containing protein	HTH (other)	8086495	8086968	+	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	True	gained_T2	1.5122439263738874	2.7868803275573235e-09	1.437287270168461	9.332484510371041e-09	True	True	True	up	up	discordant_gain_up	ambiguous	False
SC_RS38785		SCO7314	SigB/SigF/SigG family RNA polymerase sigma factor	Sigma factor	8120541	8121440	+	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	True	gained_T3	1.9292968279677385	4.0457431010406377e-11	1.4941315998411235	1.7896686511187993e-07	True	True	True	up	up	ambiguous	discordant_gain_up	False
SC_RS39850		SCO7530	MerR family transcriptional regulator	MerR	8348997	8350073	-	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	True	gained_T2,gained_T3	0.804545404597441	0.023562700652312	1.6906408230956813	5.543770538283395e-07	False	True	True	ns	up	methyl_change_no_expr_change	discordant_gain_up	False
SC_RS40040		SCO7568	ROK family protein	ROK	8391351	8392310	-	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	True	gained_T2	-1.2552343502126442	2.703495194456091e-06	0.1545523986304376	0.5136394671008345	True	False	True	down	ns	concordant_repression	methyl_change_no_expr_change	False
SC_RS40435		SCO7648	response regulator transcription factor	Response regulator	8475216	8475908	-	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	True	lost_T3	2.439373553896403	6.110294370672873e-25	2.0481399803843376	1.9318833063227032e-18	True	True	True	up	up	ambiguous	concordant_derepression	False
SC_RS40740		SCO7711	sensor histidine kinase	Sensor kinase	8546786	8548315	+	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	True	gained_T2	3.155882755112203	3.0234167912246887e-31	3.140448803384679	1.2720358703467991e-31	True	True	True	up	up	discordant_gain_up	ambiguous	False
