locus_tag	gene_name	old_locus_tag	product	tf_family	start	end	strand	6mA_T1_count	6mA_T2_count	6mA_T3_count	4mC_T1_count	4mC_T2_count	4mC_T3_count	total_methyl_T1	total_methyl_T2	total_methyl_T3	has_methylation	methyl_change	log2FC_T2vsT1_deseq	padj_T2vsT1_deseq	log2FC_T3vsT1_deseq	padj_T3vsT1_deseq	DEG_T2vsT1	DEG_T3vsT1	is_DEG	expr_dir_T2	expr_dir_T3	coordination_T2	coordination_T3	in_literature_37
SC_RS10435		SCO1684	tetratricopeptide repeat protein	TetR	1804126	1805076	-	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	True	lost_T2,lost_T3	1.991505486717247	1.0409101822101902e-05	2.7890739234630972	2.6660575977229683e-10	True	True	True	up	up	concordant_derepression	concordant_derepression	False
SC_RS10735		SCO1745	response regulator	Response regulator	1865045	1865710	+	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	True	constitutive	0.8177504856715843	0.0352720033973346	1.3974202553868142	0.00015122538893241262	False	True	True	ns	up	no_methyl_change	no_methyl_change	False
SC_RS11030		SCO1801	response regulator	Response regulator	1929011	1929652	-	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	True	gained_T2	-0.0875701126640673	0.7649797373269988	2.348036373451093	5.502234814154364e-23	False	True	True	ns	up	methyl_change_no_expr_change	ambiguous	False
SC_RS11410		SCO1876	SigE family RNA polymerase sigma factor	Sigma factor	2009469	2010041	+	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	True	gained_T3	-1.1970290593072928	0.0011873268193209	-0.7365081925214989	0.0279585744589793	True	False	True	down	ns	ambiguous	methyl_change_no_expr_change	False
SC_RS11515		SCO1897	DeoR/GlpR family DNA-binding transcription regulator	DeoR	2031485	2032261	+	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	True	gained_T3	1.6809431847299388	0.0001699613002738032	1.4350413079538866	0.0009104186676768416	True	True	True	up	up	ambiguous	discordant_gain_up	False
SC_RS11615	dapD	SCO1916	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	TetR	2050524	2051513	-	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	True	constitutive	1.1662185724872798	5.825436049072273e-10	-0.7623315275508891	6.017158191069984e-05	True	False	True	up	ns	no_methyl_change	no_methyl_change	False
SC_RS13145		SCO2223	TetR/AcrR family transcriptional regulator	TetR	2387313	2388005	+	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	True	lost_T2,lost_T3	-2.7985256796387907	1.4619202996223605e-21	-2.2528307579586753	2.2331866683258533e-18	True	True	True	down	down	discordant_loss_down	discordant_loss_down	False
SC_RS13905		SCO2374	TetR family transcriptional regulator	TetR	2544733	2545416	+	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	True	constitutive	-2.0828744171810603	1.2315115228409676e-16	-1.5354638570519827	2.2700767246327475e-11	True	True	True	down	down	no_methyl_change	no_methyl_change	False
SC_RS13965	fasR	SCO2386	fatty acid biosynthesis transcriptional regulator FasR	Other regulatory	2558045	2559250	+	1.0	1.0	1.0	2.0	2.0	1.0	3.0	3.0	2.0	True	lost_T3	-1.3096522610330428	3.848248885630113e-15	-1.8493943123561245	1.0536178291998503e-28	True	True	True	down	down	ambiguous	discordant_loss_down	False
SC_RS14295		SCO2452	GAF domain-containing sensor histidine kinase	Sensor kinase	2638132	2639559	+	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	True	constitutive	0.2481557393702473	0.6536056572166163	2.841398163427228	4.767617477447928e-07	False	True	True	ns	up	no_methyl_change	no_methyl_change	False
SC_RS14635		SCO2517	response regulator	Response regulator	2712740	2713435	-	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	True	constitutive	3.644321275607002	5.33549806012969e-49	4.63835590798835	3.6060634874237607e-79	True	True	True	up	up	no_methyl_change	no_methyl_change	False
SC_RS15270		SCO2639	RNA polymerase sigma factor	Sigma factor	2870032	2870568	-	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	True	lost_T3	-1.7747397059724868	2.120495197321675e-07	-1.210929290474675	7.263588260934468e-05	True	True	True	down	down	ambiguous	discordant_loss_down	False
SC_RS15485	fxsT	SCO2681	FxSxx-COOH system tetratricopeptide repeat protein	TetR	2920569	2922815	+	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	True	lost_T2,lost_T3	0.0972640262333668	0.807059771939028	1.1300843521940909	0.0009297741564291004	False	True	True	ns	up	methyl_change_no_expr_change	concordant_derepression	False
SC_RS16060		SCO2794	LacI family DNA-binding transcriptional regulator	LacI	3049837	3050892	-	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	True	constitutive	-0.7152518252851283	0.00023114628979100743	-1.5386376543684803	1.473628106499651e-15	False	True	True	ns	down	no_methyl_change	no_methyl_change	False
SC_RS16090		SCO2800	sensor histidine kinase	Sensor kinase	3057814	3059226	-	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	True	lost_T3	1.1406690924740814	7.393474663589604e-07	0.8221550796082628	0.0002945074889548229	True	False	True	up	ns	ambiguous	methyl_change_no_expr_change	False
SC_RS16855		SCO2950	HU family DNA-binding protein	Other regulatory	3206403	3206684	-	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	True	lost_T2	-1.6613775957407972	2.9831552655051355e-14	-2.6694787349831692	2.9462621075082523e-34	True	True	True	down	down	discordant_loss_down	ambiguous	False
SC_RS16920	stgR	SCO2964	LysR family transcriptional regulator StgR	LysR	3224084	3225055	-	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	True	lost_T3	-2.1974021141593676	1.622584471034896e-06	0.3581315567174294	0.3015874248765475	True	False	True	down	ns	ambiguous	methyl_change_no_expr_change	False
SC_RS17135		SCO3007	winged helix-turn-helix domain-containing protein	HTH (other)	3280662	3281837	+	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	True	constitutive	-2.306156450476543	9.405582059573554e-31	-2.3845855888421967	3.4691872783020014e-34	True	True	True	down	down	no_methyl_change	no_methyl_change	False
SC_RS17670	mfd	SCO3109	transcription-repair coupling factor	Other regulatory	3404759	3408313	-	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	True	lost_T3	-0.3269667987752288	0.0592575079351018	-1.1177703570800714	2.4904671041488938e-11	False	True	True	ns	down	methyl_change_no_expr_change	discordant_loss_down	False
SC_RS17795		SCO3134	response regulator transcription factor	Response regulator	3434985	3435764	-	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	True	gained_T2	3.862293400136804	1.104230837631596e-70	3.8560143168192966	1.2411581189382607e-70	True	True	True	up	up	discordant_gain_up	ambiguous	False
SC_RS17830		SCO3144	helix-turn-helix transcriptional regulator	HTH (other)	3442302	3442976	-	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	True	constitutive	0.1026112365050091	0.8188029054042385	1.1586736399939377	0.0021008898346037	False	True	True	ns	up	no_methyl_change	no_methyl_change	False
SC_RS18030		SCO3183	5-formyltetrahydrofolate cyclo-ligase	TetR	3487555	3488169	+	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	True	constitutive	-1.531307444975658	8.726329743982617e-14	-1.710638741818055	1.3983657561424268e-17	True	True	True	down	down	no_methyl_change	no_methyl_change	False
SC_RS18905	cseB	SCO3358	two-component system response regulator CseB	Response regulator	3716926	3717630	+	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	True	constitutive	-0.3639527713561119	0.0606659912091007	-1.2146716249690968	9.558301419309363e-11	False	True	True	ns	down	no_methyl_change	no_methyl_change	False
SC_RS18945		SCO3365	helix-turn-helix domain-containing protein	HTH (other)	3722414	3723256	-	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	True	constitutive	5.053239856673179	3.2250728328845596e-42	5.507265387892187	2.682746609870121e-50	True	True	True	up	up	no_methyl_change	no_methyl_change	False
SC_RS20135		SCO3600	helix-turn-helix domain-containing protein	HTH (other)	3976873	3977412	+	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	True	constitutive	-1.376534149634718	0.0005081599559108365	-0.2024077660886669	0.5609883539451188	True	False	True	down	ns	no_methyl_change	no_methyl_change	False
SC_RS20165		SCO3606	PucR family transcriptional regulator	Other regulatory	3982525	3983607	+	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	True	constitutive	-1.3922374581329795	3.837240117109513e-18	-2.0120331800162523	8.435659258253048e-36	True	True	True	down	down	no_methyl_change	no_methyl_change	False
SC_RS20345		SCO3641	sensor histidine kinase	Sensor kinase	4018503	4019882	-	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	True	constitutive	-1.0360571781990209	2.4658598587461342e-06	-0.8143697455478355	9.72506065733559e-05	True	False	True	down	ns	no_methyl_change	no_methyl_change	False
SC_RS20985		SCO3773	LysR family transcriptional regulator	LysR	4147062	4148024	+	1.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	True	constitutive	-2.8425385327352153	1.044049664434858e-16	-1.2363137333266991	1.1657439120536593e-05	True	True	True	down	down	no_methyl_change	no_methyl_change	False
SC_RS21185		SCO3812	GntR family transcriptional regulator	GntR	4190999	4191346	+	2.0	2.0	2.0	0.0	0.0	0.0	2.0	2.0	2.0	True	constitutive	-1.4332213968791951	9.441273905914668e-05	-1.5559344875034096	1.1176846921760391e-05	True	True	True	down	down	no_methyl_change	no_methyl_change	False
SC_RS21680		SCO3907	single-stranded DNA-binding protein	Other regulatory	4303613	4304212	+	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	True	gained_T2	-2.5696452550254967	1.3118774690164058e-32	-3.1280990279569942	1.9359604360758975e-47	True	True	True	down	down	concordant_repression	ambiguous	False
SC_RS21880		SCO3948	sensor histidine kinase	Sensor kinase	4347161	4348843	+	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	True	constitutive	-2.080641615700226	5.260236506794933e-15	-0.5038021944535089	0.0265267512574117	True	False	True	down	ns	no_methyl_change	no_methyl_change	False
SC_RS22050		SCO3981	GntR family transcriptional regulator	GntR	4383616	4384371	-	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	True	constitutive	-1.5040099061374936	3.3935088343188985e-08	-1.2533011370781186	1.2997251659104024e-06	True	True	True	down	down	no_methyl_change	no_methyl_change	False
SC_RS22135		SCO4005	SigE family RNA polymerase sigma factor	Sigma factor	4397767	4398372	+	1.0	1.0	1.0	1.0	0.0	0.0	2.0	1.0	1.0	True	lost_T2,lost_T3	0.216302293760551	0.4473362277968655	3.4487693724200077	1.7271286397763968e-41	False	True	True	ns	up	methyl_change_no_expr_change	concordant_derepression	False
SC_RS22225		SCO4021	sensor histidine kinase	Sensor kinase	4415941	4417515	+	1.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	True	constitutive	-1.7775992493574486	0.0016382468202803	1.1851685129575378	0.0076389138203471	True	True	True	down	up	no_methyl_change	no_methyl_change	False
SC_RS22780		SCO4122	MarR family winged helix-turn-helix transcriptional regulator	MarR	4529468	4530016	+	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	True	lost_T2	-3.862409740149491	2.6804264118874064e-83	-3.450570084806256	1.541937882594552e-76	True	True	True	down	down	discordant_loss_down	ambiguous	False
SC_RS22805		SCO4124	sensor histidine kinase	Sensor kinase	4536527	4537801	-	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	True	constitutive	-0.2177024737259061	0.6294597131359743	1.6169933058275672	6.173605367044697e-05	False	True	True	ns	up	no_methyl_change	no_methyl_change	False
SC_RS22980		SCO4158	LacI family DNA-binding transcriptional regulator	LacI	4575112	4576134	-	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	True	lost_T3	-0.0222782102607179	0.926132348542036	-1.2147622020577222	3.8354144462935404e-10	False	True	True	ns	down	methyl_change_no_expr_change	discordant_loss_down	False
SC_RS23070		SCO4176	helix-turn-helix domain-containing protein	HTH (other)	4588684	4589526	+	1.0	1.0	1.0	1.0	0.0	1.0	2.0	1.0	2.0	True	lost_T2	0.7640776727431183	0.0031692423977485	1.8431342946592248	5.0740067412512736e-14	False	True	True	ns	up	methyl_change_no_expr_change	ambiguous	False
SC_RS23710		SCO4305	TetR/AcrR family transcriptional regulator	TetR	4719080	4719673	-	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	True	gained_T3	-1.1485908521819146	6.724953217511754e-06	-1.3006732325155153	1.6780900608516806e-07	True	True	True	down	down	ambiguous	concordant_repression	False
SC_RS23725		SCO4308	MurR/RpiR family transcriptional regulator	Other regulatory	4721346	4722335	-	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	True	constitutive	-2.1329131698746178	4.73483381075666e-19	-0.407476885099867	0.0503179064070605	True	False	True	down	ns	no_methyl_change	no_methyl_change	False
SC_RS24370		SCO4441	helix-turn-helix domain-containing protein	HTH (other)	4863650	4864507	+	1.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	True	constitutive	4.18169571447547	1.7923203132407098e-91	3.1682956782574485	5.380014591868974e-53	True	True	True	up	up	no_methyl_change	no_methyl_change	False
SC_RS24635		SCO4495	UdgX family uracil-DNA binding protein	Other regulatory	4914637	4915275	+	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	True	gained_T2,gained_T3	-2.885192098520523	2.39121332598803e-13	-1.686804194832741	3.9540831701935873e-07	True	True	True	down	down	concordant_repression	concordant_repression	False
SC_RS25370		SCO4639	TetR/AcrR family transcriptional regulator	TetR	5063734	5064339	+	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	True	lost_T2	-1.2374927770659256	2.953020559404361e-08	-2.281675477789121	5.616889113090159e-23	True	True	True	down	down	discordant_loss_down	ambiguous	False
SC_RS25990		SCO4766	LysR family transcriptional regulator	LysR	5178021	5178941	+	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	True	gained_T3	-0.5619109836197297	0.0059447432079914	-1.1255402539486647	1.9971296506093053e-08	False	True	True	ns	down	methyl_change_no_expr_change	concordant_repression	False
SC_RS26855	sigJ	SCO4938	RNA polymerase sigma factor SigJ	Sigma factor	5373018	5373932	+	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	True	gained_T3	0.0232527665501622	0.968761700368794	2.172936408362761	9.35096503319624e-07	False	True	True	ns	up	methyl_change_no_expr_change	discordant_gain_up	False
SC_RS26885		SCO4944	helix-turn-helix domain-containing protein	HTH (other)	5377855	5378730	-	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	True	constitutive	-1.5037572140369422	7.074958543968286e-18	-1.8582542429711877	8.775714530110464e-27	True	True	True	down	down	no_methyl_change	no_methyl_change	False
SC_RS27105		SCO4989	IclR family transcriptional regulator	IclR	5428166	5428930	+	1.0	1.0	1.0	1.0	0.0	0.0	2.0	1.0	1.0	True	lost_T2,lost_T3	-1.788905032851815	5.826692227034335e-19	-2.44748121947272	1.7780595271178823e-33	True	True	True	down	down	discordant_loss_down	discordant_loss_down	False
SC_RS27300		SCO5027	winged helix DNA-binding domain-containing protein	HTH (other)	5460757	5461950	-	1.0	1.0	0.0	1.0	1.0	0.0	2.0	2.0	0.0	True	lost_T3	-2.0816956167144225	2.2933528337691613e-13	-1.2867486511856243	5.159038926868124e-07	True	True	True	down	down	ambiguous	discordant_loss_down	False
SC_RS28630		SCO5289	sensor histidine kinase	Sensor kinase	5762143	5765139	+	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	True	gained_T2,gained_T3	-0.0369786446381299	0.8414520406331445	-2.322966797759986	9.178012336606152e-46	False	True	True	ns	down	methyl_change_no_expr_change	concordant_repression	False
SC_RS29350	tcrA	SCO5433	AfsR-like transcriptional regulator TcrA	Other regulatory	5905174	5907459	+	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	True	gained_T2	1.1870150801249613	3.0865283741764397e-06	1.566181799767754	1.9608046037208227e-10	True	True	True	up	up	discordant_gain_up	ambiguous	False
SC_RS29355		SCO5434	response regulator	Response regulator	5907344	5908036	-	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	True	gained_T3	-2.0721552618354653	2.1847389564353058e-13	-1.1038909946361717	5.778608661861806e-06	True	True	True	down	down	ambiguous	concordant_repression	False
SC_RS29770		SCO5517	TetR/AcrR family transcriptional regulator	TetR	6010146	6010736	+	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	True	constitutive	-1.2802641485003008	1.876410948541668e-11	-1.439223599863059	1.2388149505614026e-14	True	True	True	down	down	no_methyl_change	no_methyl_change	False
SC_RS30140		SCO5584	P-II family nitrogen regulator	Other regulatory	6087374	6087712	+	1.0	0.0	0.0	1.0	1.0	1.0	2.0	1.0	1.0	True	lost_T2,lost_T3	-0.5520993440395129	0.0663544133440707	-1.3654337785496689	5.749117375339759e-06	False	True	True	ns	down	methyl_change_no_expr_change	discordant_loss_down	False
SC_RS30370	fxsT	SCO5629	FxSxx-COOH system tetratricopeptide repeat protein	TetR	6128360	6131020	-	1.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	True	constitutive	3.8153831734280215	1.203635671466102e-56	3.844168880576587	4.852310956398186e-58	True	True	True	up	up	no_methyl_change	no_methyl_change	False
SC_RS31385		SCO5828	response regulator	Response regulator	6377983	6378663	-	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	True	lost_T2,lost_T3	1.3645614961116626	1.8557352193124634e-07	0.5075909030752486	0.0530956700790179	True	False	True	up	ns	concordant_derepression	methyl_change_no_expr_change	False
SC_RS32025		SCO5956	TetR/AcrR family transcriptional regulator	TetR	6527068	6527715	+	1.0	1.0	1.0	1.0	1.0	0.0	2.0	2.0	1.0	True	lost_T3	-2.276955921465654	5.0560369061422746e-11	-1.262392260679783	2.1594836334213845e-05	True	True	True	down	down	ambiguous	discordant_loss_down	False
SC_RS33745		SCO6299	TetR/AcrR family transcriptional regulator	TetR	6958987	6959844	-	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	True	lost_T2	-1.4625627834801054	3.995221205154786e-07	-0.9796564404749404	0.00021828819024976063	True	False	True	down	ns	discordant_loss_down	methyl_change_no_expr_change	False
SC_RS33895		SCO6334	LuxR C-terminal-related transcriptional regulator	Other regulatory	6991755	6994433	-	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	True	gained_T3	1.2456809977015784	3.2118275643664055e-05	2.677945630426972	3.792642255000653e-21	True	True	True	up	up	ambiguous	discordant_gain_up	False
SC_RS34060		SCO6369	HAMP domain-containing sensor histidine kinase	Sensor kinase	7030354	7031664	+	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	True	gained_T3	1.6423366912164392	0.0005983805434141423	2.631625924232399	2.7737170772121145e-08	True	True	True	up	up	ambiguous	discordant_gain_up	False
