locus_tag	gene_name	old_locus_tag	product	tf_family	start	end	strand	6mA_T1_count	6mA_T2_count	6mA_T3_count	4mC_T1_count	4mC_T2_count	4mC_T3_count	total_methyl_T1	total_methyl_T2	total_methyl_T3	has_methylation	methyl_change	log2FC_T2vsT1_deseq	padj_T2vsT1_deseq	log2FC_T3vsT1_deseq	padj_T3vsT1_deseq	DEG_T2vsT1	DEG_T3vsT1	is_DEG	expr_dir_T2	expr_dir_T3	coordination_T2	coordination_T3	in_literature_37
SC_RS02470			helix-turn-helix domain-containing protein	HTH (other)	78489	78779	-							0.0	0.0	0.0	False	none					False	False	False	ns	ns	no_methyl_change	no_methyl_change	False
SC_RS00470		SCP1.89c	helix-turn-helix domain-containing protein	HTH (other)	87214	88383	-	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	none					False	False	False	ns	ns	no_methyl_change	no_methyl_change	False
SC_RS00480		SCP1.91c	GntR family transcriptional regulator	GntR	89274	90032	-	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	none					False	False	False	ns	ns	no_methyl_change	no_methyl_change	False
SC_RS02530		SCO0110	helix-turn-helix transcriptional regulator	HTH (other)	90951	91790	-	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	none	2.202280419097655	6.644293286168122e-13	2.012106769769616	1.9538620894274818e-11	True	True	True	up	up	no_methyl_change	no_methyl_change	False
SC_RS00505		SCP1.95	WhiB family transcriptional regulator	WhiB	92483	92791	+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	none					False	False	False	ns	ns	no_methyl_change	no_methyl_change	False
SC_RS02550		SCO0116	TetR/AcrR family transcriptional regulator	TetR	94306	94872	-	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	none	0.3847571846540605	0.170044066357223	-0.2053992778906588	0.449691388886592	False	False	False	ns	ns	no_methyl_change	no_methyl_change	False
SC_RS00610		SCP1.115	WhiB family transcriptional regulator	WhiB	109297	109824	+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	none					False	False	False	ns	ns	no_methyl_change	no_methyl_change	False
SC_RS00615		SCP1.116	RNA polymerase sigma factor	Sigma factor	110149	111153	+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	none					False	False	False	ns	ns	no_methyl_change	no_methyl_change	False
SC_RS02625		SCO0132	helix-turn-helix transcriptional regulator	HTH (other)	122743	125502	+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	none	1.3478072821107898	5.868369631750894e-09	2.3289489134330177	3.2852234500057124e-25	True	True	True	up	up	no_methyl_change	no_methyl_change	False
SC_RS02660		SCO0140	MerR family transcriptional regulator	MerR	132693	133520	+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	none	-0.0159602400374791	0.9736791434367008	2.8105590650100676	5.283350980040882e-13	False	True	True	ns	up	no_methyl_change	no_methyl_change	False
SC_RS02680		SCO0143	TetR/AcrR family transcriptional regulator	TetR	136683	137183	+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	none	-1.0239134444181497	0.011152074341282	0.403840231152465	0.2320564039550812	True	False	True	down	ns	no_methyl_change	no_methyl_change	False
SC_RS02705		SCO0148	helix-turn-helix domain-containing protein	HTH (other)	139467	139712	+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	none	-1.0252718400292251	0.0079654211892534	-1.0814661712704614	0.0023530545592736	True	True	True	down	down	no_methyl_change	no_methyl_change	False
SC_RS02735		SCO0155	TetR/AcrR family transcriptional regulator	TetR	145499	146122	+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	none	1.148427079287908	7.163503731799534e-08	0.2889963747593521	0.1810906937959933	True	False	True	up	ns	no_methyl_change	no_methyl_change	False
SC_RS00780		SCP1.151c	RNA polymerase sigma factor	Sigma factor	145658	146182	-	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	none					False	False	False	ns	ns	no_methyl_change	no_methyl_change	False
SC_RS02745		SCO0159	sigma-70 family RNA polymerase sigma factor	Sigma factor	148225	149184	+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	none	-0.0185477794247903	0.9694050357901944	2.3070355998995957	6.316777181439368e-09	False	True	True	ns	up	no_methyl_change	no_methyl_change	False
SC_RS02750		SCO0160	helix-turn-helix domain-containing protein	HTH (other)	149508	150209	-	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	none	2.6641822445754744	1.524816462612765e-07	3.828163952735268	7.944843004981549e-15	True	True	True	up	up	no_methyl_change	no_methyl_change	False
SC_RS00815		SCP1.158	helix-turn-helix domain-containing protein	HTH (other)	152373	153824	+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	none					False	False	False	ns	ns	no_methyl_change	no_methyl_change	False
SC_RS00830		SCP1.161c	sigma-70 family RNA polymerase sigma factor	Sigma factor	156182	156988	-	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	none					False	False	False	ns	ns	no_methyl_change	no_methyl_change	False
SC_RS00975		SCP1.186	helix-turn-helix domain-containing protein	HTH (other)	178957	179805	+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	none					False	False	False	ns	ns	no_methyl_change	no_methyl_change	False
SC_RS02915		SCO0193	MerR family transcriptional regulator	MerR	183793	184797	-	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	none	-1.019931959466732	1.013538305070666e-08	-3.202514365823254	1.0699550997815452e-70	True	True	True	down	down	no_methyl_change	no_methyl_change	False
SC_RS02920		SCO0194	sigma-70 family RNA polymerase sigma factor	Sigma factor	184958	185566	+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	none	-1.39711883038648	3.754533435680243e-13	-0.6190824679940575	0.000937465721801798	True	False	True	down	ns	no_methyl_change	no_methyl_change	False
SC_RS02965		SCO0203	two-component system sensor histidine kinase	Sensor kinase	192880	194637	-	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	none	2.900028857681269	1.762084019276586e-32	3.2104494409537523	1.2094940477281763e-39	True	True	True	up	up	no_methyl_change	no_methyl_change	False
SC_RS02970		SCO0204	response regulator	Response regulator	194760	195461	-	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	none	6.294033238583641	1.7557265487615575e-81	7.534071763657279	6.397685195292338e-116	True	True	True	up	up	no_methyl_change	no_methyl_change	False
SC_RS03000		SCO0211	sensor histidine kinase	Sensor kinase	201374	202090	+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	none	4.157236776581737	4.1558778452226783e-16	5.376968355724926	2.0760088115904952e-26	True	True	True	up	up	no_methyl_change	no_methyl_change	False
SC_RS01130		SCP1.217	helix-turn-helix domain-containing protein	HTH (other)	217465	217674	+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	none					False	False	False	ns	ns	no_methyl_change	no_methyl_change	False
SC_RS03080		SCO0230	TetR/AcrR family transcriptional regulator	TetR	220150	220764	+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	none	0.4592858867424682	0.0379675301802991	-0.933417826730663	2.221830733822616e-05	False	False	False	ns	ns	no_methyl_change	no_methyl_change	False
SC_RS03095		SCO0233	helix-turn-helix transcriptional regulator	HTH (other)	221699	222538	-	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	none	0.3510988112785352	0.2801980204941443	0.9778105348669064	0.000764578707550302	False	False	False	ns	ns	no_methyl_change	no_methyl_change	False
SC_RS03110		SCO0236	helix-turn-helix transcriptional regulator	HTH (other)	224404	225276	-	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	none	1.0526452066867726	0.0043364174671094	1.7519941873600655	6.310006854870867e-07	True	True	True	up	up	no_methyl_change	no_methyl_change	False
SC_RS03135		SCO0241	TetR/AcrR family transcriptional regulator	TetR	229995	230669	+	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	True	lost_T2	0.2967320614247226	0.4665040492317455	1.2919282371871128	0.0004342264676773279	False	True	True	ns	up	methyl_change_no_expr_change	ambiguous	False
SC_RS01210		SCP1.230	helix-turn-helix transcriptional regulator	HTH (other)	232923	233864	+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	none					False	False	False	ns	ns	no_methyl_change	no_methyl_change	False
SC_RS03175		SCO0250	TetR/AcrR family transcriptional regulator	TetR	239858	240523	+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	none	-1.1172802415794452	2.1106056647081784e-06	-0.9699274878551772	8.849453602499521e-06	True	False	True	down	ns	no_methyl_change	no_methyl_change	False
SC_RS03185		SCO0253	TetR/AcrR family transcriptional regulator C-terminal domain-containing protein	TetR	242203	242766	+	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	True	constitutive	-0.2353378035035249	0.3956676277583421	-0.7205633305830927	0.0046481865955289	False	False	False	ns	ns	no_methyl_change	no_methyl_change	False
SC_RS01265		SCP1.238	ArsR/SmtB family transcription factor	ArsR	242698	243033	+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	none					False	False	False	ns	ns	no_methyl_change	no_methyl_change	False
SC_RS03195		SCO0255	sigma-54-dependent Fis family transcriptional regulator	Other regulatory	243936	245759	-	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	none	-0.6120267926735176	0.1478513088566815	1.740045350289085	4.916506827865122e-06	False	True	True	ns	up	no_methyl_change	no_methyl_change	False
SC_RS01285		SCP1.242c	ScbR family autoregulator-binding transcription factor	Other regulatory	246362	247006	-	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	none					False	False	False	ns	ns	no_methyl_change	no_methyl_change	False
SC_RS01305		SCP1.246	TetR/AcrR family transcriptional regulator	TetR	250406	251017	+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	none					False	False	False	ns	ns	no_methyl_change	no_methyl_change	False
SC_RS03230		SCO0262	LysR family transcriptional regulator	LysR	250805	251740	+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	none	0.4008340214024673	0.1214819100666356	0.1857779581061298	0.4576117451872271	False	False	False	ns	ns	no_methyl_change	no_methyl_change	False
SC_RS03240		SCO0264	MarR family winged helix-turn-helix transcriptional regulator	MarR	252946	253398	+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	none	0.927899550045083	0.0008637550758976735	0.2954702719152247	0.2845962298292704	False	False	False	ns	ns	no_methyl_change	no_methyl_change	False
SC_RS03250		SCO0266	helix-turn-helix domain-containing protein	HTH (other)	254332	255198	-	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	True	lost_T2,lost_T3	0.1814637166824383	0.6277262454589735	1.0523627135003395	0.0008245978071270458	False	True	True	ns	up	methyl_change_no_expr_change	concordant_derepression	False
SC_RS03295		SCO0275	ROK family transcriptional regulator	ROK	266356	267513	+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	none	-0.5011124574904358	0.0885076620389719	-0.0096853856268534	0.9711390728168204	False	False	False	ns	ns	no_methyl_change	no_methyl_change	False
SC_RS03330		SCO0282	DeoR/GlpR family DNA-binding transcription regulator	DeoR	272898	273656	+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	none	0.2007804528858386	0.4837600608577712	-0.412050094183533	0.1171432223197493	False	False	False	ns	ns	no_methyl_change	no_methyl_change	False
SC_RS03355		SCO0287	AraC-like ligand-binding domain-containing protein	AraC	279691	280695	+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	none	0.6109724139132588	0.0409072890016528	0.6048174752981932	0.0334432173701195	False	False	False	ns	ns	no_methyl_change	no_methyl_change	False
SC_RS03365		SCO0289	LacI family DNA-binding transcriptional regulator	LacI	281129	282157	-	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	none	-1.23324135449965	1.0172133612074509e-08	-0.8225971176573529	3.0016459884847104e-05	True	False	True	down	ns	no_methyl_change	no_methyl_change	False
SC_RS03400		SCO0296	TetR/AcrR family transcriptional regulator	TetR	290584	291165	+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	none	-0.6869007709146461	0.0117351533247998	-0.4773424087671649	0.057720900459828	False	False	False	ns	ns	no_methyl_change	no_methyl_change	False
SC_RS03410		SCO0298	LysR family transcriptional regulator	LysR	292656	293519	-	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	none	2.162880179285506	3.5223867757775423e-22	0.692429057457416	0.0018790365658055	True	False	True	up	ns	no_methyl_change	no_methyl_change	False
SC_RS01545		SCP1.293c	helix-turn-helix domain-containing protein	HTH (other)	295502	296374	-	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	none					False	False	False	ns	ns	no_methyl_change	no_methyl_change	False
SC_RS03430		SCO0302	TetR/AcrR family transcriptional regulator	TetR	297515	298108	-	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	True	constitutive	0.4745124893283499	0.0660796899852518	0.2424616545947328	0.3324163512806811	False	False	False	ns	ns	no_methyl_change	no_methyl_change	False
SC_RS03450		SCO0307	helix-turn-helix domain-containing protein	HTH (other)	303084	303971	+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	none	1.023956203688079	0.0004727882984760293	1.0210734228792675	0.0002505369167557622	True	True	True	up	up	no_methyl_change	no_methyl_change	False
SC_RS03465		SCO0310	TetR/AcrR family transcriptional regulator	TetR	306816	307460	-	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	none	0.1690309381069101	0.5500130759361703	-0.3735438344238591	0.1443566582174945	False	False	False	ns	ns	no_methyl_change	no_methyl_change	False
SC_RS03495		SCO0316	PucR family transcriptional regulator	Other regulatory	315254	316921	-	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	none	1.0536515073234405	0.0008097756497943812	1.661513801842365	2.1712076759922084e-08	True	True	True	up	up	no_methyl_change	no_methyl_change	False
SC_RS01660		SCP1.312	TetR/AcrR family transcriptional regulator	TetR	315294	315917	+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	none					False	False	False	ns	ns	no_methyl_change	no_methyl_change	False
SC_RS01695		SCP1.318	AraC family transcriptional regulator	AraC	321944	322858	+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	none					False	False	False	ns	ns	no_methyl_change	no_methyl_change	False
SC_RS03575		SCO0332	TetR/AcrR family transcriptional regulator	TetR	333529	334149	+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	none	0.1255201918906925	0.7032222041778403	-0.0704869374825558	0.8128227190969569	False	False	False	ns	ns	no_methyl_change	no_methyl_change	False
SC_RS03600		SCO0337	TetR/AcrR family transcriptional regulator	TetR	340752	341318	+	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	True	gained_T2,gained_T3	-0.0282199003568821	0.9299912164361416	-0.2607181450431699	0.3497122623049704	False	False	False	ns	ns	methyl_change_no_expr_change	methyl_change_no_expr_change	False
SC_RS03630		SCO0344	GntR family transcriptional regulator	GntR	348206	349381	+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	none	-0.2679594837506325	0.3607599964374671	0.492941927932301	0.0559795280758953	False	False	False	ns	ns	no_methyl_change	no_methyl_change	False
SC_RS03635		SCO0345	IclR family transcriptional regulator	IclR	349419	350201	-	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	none	0.3444890370297744	0.2966883505189798	0.5872388116236392	0.0506297947176797	False	False	False	ns	ns	no_methyl_change	no_methyl_change	False
SC_RS03695		SCO0357	FadR/GntR family transcriptional regulator	GntR	361759	362508	-	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	none	-0.4994119004344529	0.0224046932833606	-1.1366102199287702	7.375071938022047e-08	False	True	True	ns	down	no_methyl_change	no_methyl_change	False
SC_RS03710		SCO0360	LacI family DNA-binding transcriptional regulator	LacI	364559	365602	-	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	True	gained_T2,gained_T3	0.1447372583235094	0.4780479119630966	-0.3524496198663566	0.0571870927518339	False	False	False	ns	ns	methyl_change_no_expr_change	methyl_change_no_expr_change	False
SC_RS03790		SCO0376	helix-turn-helix domain-containing protein	HTH (other)	391232	391834	+	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	True	gained_T2	-0.4006589053837667	0.1430507720535424	-0.2074840208108687	0.413580589928861	False	False	False	ns	ns	methyl_change_no_expr_change	methyl_change_no_expr_change	False
SC_RS03945		SCO0407	MerR family transcriptional regulator	MerR	427610	428614	+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	none	1.3036844920565769	5.414122857830974e-05	1.46694514368741	2.3771230112519345e-06	True	True	True	up	up	no_methyl_change	no_methyl_change	False
SC_RS03980	sigJ	SCO0414	RNA polymerase sigma factor SigJ	Sigma factor	432617	433513	-	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	none	0.2039989649477898	0.4099772207083643	0.1866994321487384	0.4146106550543313	False	False	False	ns	ns	no_methyl_change	no_methyl_change	False
SC_RS04015		SCO0421	response regulator transcription factor	Response regulator	438329	439000	-	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	none	1.1598787194855855	0.012560760046958	2.082712947105876	4.1911188837454165e-06	True	True	True	up	up	no_methyl_change	no_methyl_change	False
SC_RS04020		SCO0422	sensor histidine kinase	Sensor kinase	438997	440190	-	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	none	1.2908158424842628	0.0044042138989236	2.70128052682275	1.4399357728179515e-09	True	True	True	up	up	no_methyl_change	no_methyl_change	False
SC_RS04050		SCO0428	TetR/AcrR family transcriptional regulator	TetR	445611	446144	+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	none	-0.8348028269753959	0.0016543498261115	-1.668553395474504	2.8738564035627956e-10	False	True	True	ns	down	no_methyl_change	no_methyl_change	False
SC_RS04060		SCO0430	TetR/AcrR family transcriptional regulator	TetR	447245	447868	+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	none	-1.2501528217472195	2.563869354094103e-10	-1.7572787909129055	1.2888452986677977e-19	True	True	True	down	down	no_methyl_change	no_methyl_change	False
SC_RS04075		SCO0433	helix-turn-helix domain-containing protein	HTH (other)	453370	454374	+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	none	-0.9067181621287422	0.0011980649890565	-0.4286264862553396	0.096548156768211	False	False	False	ns	ns	no_methyl_change	no_methyl_change	False
SC_RS04145		SCO0447	MarR family winged helix-turn-helix transcriptional regulator	MarR	465990	466436	+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	none	-0.9442129281634142	0.011403959338767	-0.0105433305901647	0.9729777340208527	False	False	False	ns	ns	no_methyl_change	no_methyl_change	False
SC_RS04195		SCO0456	LacI family DNA-binding transcriptional regulator	LacI	475628	476671	+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	none	0.4360018885227191	0.3613371578042998	2.0325119562716063	9.330417931632277e-06	False	True	True	ns	up	no_methyl_change	no_methyl_change	False
SC_RS04245		SCO0466	GlxA family transcriptional regulator	Other regulatory	487618	488601	+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	none	0.656849840565568	0.0715730555326587	1.8765147753505993	1.987711504630952e-08	False	True	True	ns	up	no_methyl_change	no_methyl_change	False
SC_RS04270		SCO0471	helix-turn-helix domain-containing protein	HTH (other)	491901	492881	+	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	True	lost_T2	1.1733093432665949	0.0002421652039553491	1.7924413873114893	3.795372707834516e-09	True	True	True	up	up	concordant_derepression	ambiguous	False
SC_RS04345		SCO0485	TetR/AcrR family transcriptional regulator	TetR	504854	505465	+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	none	-1.166480643873066	4.040076177068536e-06	-1.7147008806026507	4.994754268182424e-12	True	True	True	down	down	no_methyl_change	no_methyl_change	False
SC_RS04355		SCO0487	MarR family winged helix-turn-helix transcriptional regulator	MarR	506842	507348	+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	none	0.2509990949013399	0.4089730351843791	0.163150202483835	0.565556651186252	False	False	False	ns	ns	no_methyl_change	no_methyl_change	False
SC_RS04460		SCO0508	acyl-CoA-like ligand-binding transcription factor	Other regulatory	543545	544087	+	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	True	constitutive	-2.455410432554957	3.6894128924960835e-10	-1.47076747749231	6.858149906051037e-06	True	True	True	down	down	no_methyl_change	no_methyl_change	False
SC_RS04480		SCO0512	TetR/AcrR family transcriptional regulator	TetR	547135	547743	-	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	none	0.8710166541982379	0.00015807286431847507	0.3167804554295489	0.1655123246775591	False	False	False	ns	ns	no_methyl_change	no_methyl_change	False
SC_RS04515		SCO0520	TetR/AcrR family transcriptional regulator	TetR	553277	553861	+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	none	0.7449652467363138	0.0071942866494024	-0.0405962281752214	0.8859322436365104	False	False	False	ns	ns	no_methyl_change	no_methyl_change	False
SC_RS04520		SCO0521	TetR/AcrR family transcriptional regulator	TetR	553892	554473	+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	none	-0.7267519064625878	0.0001164832887584576	-1.2962017797199263	1.605716805146675e-12	False	True	True	ns	down	no_methyl_change	no_methyl_change	False
SC_RS04530		SCO0523	Lrp/AsnC family transcriptional regulator	Lrp	555468	555905	-	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	none	0.1443584186641425	0.6679893321800505	-0.094590919048304	0.7572177947502677	False	False	False	ns	ns	no_methyl_change	no_methyl_change	False
SC_RS04565		SCO0530	GntR family transcriptional regulator	GntR	561731	562576	-	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	none	-0.6728136108943864	0.0048290830865302	-0.5485180914772065	0.0141697177918749	False	False	False	ns	ns	no_methyl_change	no_methyl_change	False
SC_RS04670		SCO0551	sensor histidine kinase	Sensor kinase	590981	592309	-	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	True	lost_T2,lost_T3	0.2372264926792688	0.3403562315749091	0.1439933226483048	0.5387457022342177	False	False	False	ns	ns	methyl_change_no_expr_change	methyl_change_no_expr_change	False
SC_RS04675		SCO0552	response regulator transcription factor	Response regulator	592306	592995	-	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	none	0.3429021036098957	0.3917336247207572	0.630303549676508	0.0838008467356398	False	False	False	ns	ns	no_methyl_change	no_methyl_change	False
SC_RS04705		SCO0557	MerR family transcriptional regulator	MerR	598747	599769	+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	none	-0.3724140861521582	0.0628112806683544	-0.5830879932815349	0.0020810364689759	False	False	False	ns	ns	no_methyl_change	no_methyl_change	False
SC_RS04725		SCO0561	Fur family transcriptional regulator	Other regulatory	603385	603840	-	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	none	4.716805818310592	4.0993422951839e-69	2.983702272825852	1.3758335380798346e-28	True	True	True	up	up	no_methyl_change	no_methyl_change	False
