locus_tag	gene_name	tf_family	tss	tss_source	is_exposed	methyl_score_T1	methyl_score_T2	methyl_change	n_sites_T1	n_sites_T2	LFC_T2vsT1	padj
SC_RS30020		Lrp	6060121	experimental	0	0.0	0.0	0.0	0	0	-0.0399806655289653	0.8718921939233674
SC_RS29960		MerR	6050403	experimental	0	0.5809000000000001	0.5268999999999999	-0.05400000000000016	1	1	-0.823593994828953	0.0082567132498039
SC_RS29825		TetR	6022682	experimental	0	0.9095	0.8178	-0.0917	1	1	-0.7681577184438806	0.0010834113524014
SC_RS29770		TetR	6010146	experimental	0	0.5958	0.7048000000000001	0.1090000000000001	1	1	-1.2802641485003008	1.876410948541668e-11
SC_RS29670		AraC	5984119	experimental	0	0.0	0.0	0.0	0	0	0.4702166557503861	0.1043914161667864
SC_RS29205		MarR	5877968	experimental	0	0.5932	0.6169	0.023700000000000054	1	1	2.848946473578541	5.348685420190285e-37
SC_RS29195		Response regulator	5875257	experimental	0	0.0	0.0	0.0	0	0	-1.0450783253367544	0.0006310618685857383
SC_RS29100		TetR	5852346	experimental	0	0.0	0.0	0.0	0	0	-0.8713856184149412	0.00039452608024440056
SC_RS28600		Response regulator	5755887	experimental	0	0.0	0.0	0.0	0	0	-1.0449613077535258	7.020849803489259e-11
SC_RS28505		PadR	5724782	experimental	0	0.0	0.0	0.0	0	0	-1.9434704242724925	5.640516599325769e-20
SC_RS28335		GntR	5691889	experimental	0	0.0	0.0	0.0	0	0	-0.9672711048477792	1.01542745423952e-05
SC_RS28260		Sigma factor	5675179	experimental	0	0.0	0.0	0.0	0	0	1.7297555396421638	2.7148612140148884e-14
SC_RS27900		Sigma factor	5593587	experimental	0	0.0	0.0	0.0	0	0	-0.7743231378784418	0.0002601217184910273
SC_RS27660		GntR	5540983	experimental	0	0.5974	0.0	-0.5974	1	0	3.2610505877274294	6.922598754975781e-54
SC_RS27585		SARP	5528064	experimental	0	0.0	0.0	0.0	0	0	2.2757115007794813	1.1080382377402085e-18
SC_RS27345		PadR	5473182	experimental	0	0.0	0.509	0.509	0	1	-2.4848875968330963	5.752077207523072e-31
SC_RS27330		LysR	5468482	experimental	0	0.6481	0.6966	0.04849999999999999	1	1	-0.6557515851766947	0.0028181448176226
SC_RS27290		MerR	5458894	experimental	0	0.9022	0.8759999999999999	-0.026200000000000112	1	1	0.3274544458603646	0.2197141639511995
SC_RS26925		TetR	5388998	experimental	0	0.0	0.0	0.0	0	0	0.2285110726882377	0.3661808085236542
SC_RS26695		Response regulator	5340202	experimental	0	0.0	0.0	0.0	0	0	-1.4769442584922243	5.900431974417389e-14
SC_RS26635		Sigma factor	5329471	experimental	0	1.0391	0.0	-1.0391	2	0	-0.2474988161233323	0.305563250627257
SC_RS26515		TetR	5300705	experimental	0	0.0	0.0	0.0	0	0	0.3188392937068465	0.1169509995949658
SC_RS26490		Sigma factor	5294266	experimental	0	0.5015999999999999	0.5628	0.06120000000000003	1	1	-2.522588977861279	1.9614821612396603e-15
SC_RS26005		Sigma factor	5180479	experimental	0	0.0	0.0	0.0	0	0	1.5185872300918604	3.5103214864278236e-10
SC_RS25615		MerR	5117055	experimental	0	0.0	0.0	0.0	0	0	-0.1622886815115215	0.4736383247185207
SC_RS25375		TetR	5064405	experimental	0	0.0	0.0	0.0	0	0	-0.8212601253744425	2.626016213314759e-06
SC_RS24435		TetR	4876625	experimental	0	0.0	0.0	0.0	0	0	-1.8302175141271984	7.218806774402978e-15
SC_RS24270		TetR	4838204	experimental	0	0.0	0.0	0.0	0	0	-1.6465676597315209	9.015855186850846e-17
SC_RS24215		Sigma factor	4828092	experimental	0	0.0	0.0	0.0	0	0	2.4545436121917708	1.2459117979716173e-30
SC_RS24205		MarR	4825208	experimental	0	0.0	0.0	0.0	0	0	-1.5450412723117917	7.038592458946205e-07
SC_RS24140		MarR	4810778	experimental	0	1.5602	2.2615999999999996	0.7013999999999996	2	3	0.1237762012911578	0.5858858163551656
SC_RS23860		MarR	4750828	experimental	0	0.0	0.0	0.0	0	0	-2.22597094643943	1.0290728484870772e-20
SC_RS23750		TetR	4724896	experimental	0	0.0	0.0	0.0	0	0	-2.7463267341918383	4.996891279082973e-37
SC_RS23700		TetR	4718222	experimental	0	0.0	0.0	0.0	0	0	0.529149476138405	0.0334848072787118
SC_RS23135		GntR	4598523	experimental	0	0.0	0.0	0.0	0	0	-0.9407883679817208	3.982246949709567e-05
SC_RS23070		HTH (other)	4588574	experimental	0	1.2963	0.7359	-0.5604	2	1	0.7640776727431183	0.0031692423977485
SC_RS22290		Sigma factor	4431740	experimental	0	0.0	0.0	0.0	0	0	1.5865114713457744	8.723464229708531e-15
SC_RS21715		MarR	4310875	experimental	0	0.0	0.0	0.0	0	0	-0.8417302867023851	0.0001749536293490118
SC_RS21645		PadR	4295598	experimental	0	0.0	0.0	0.0	0	0	-2.993155019593871	8.281047581724935e-37
SC_RS21295		TetR	4215824	experimental	0	0.0	0.0	0.0	0	0	1.4496975118626698	3.191565008761024e-12
SC_RS21290		Lrp	4214554	experimental	0	0.0	0.0	0.0	0	0	-0.2584112949567983	0.3798848118371131
SC_RS21185		GntR	4190996	experimental	0	1.8837000000000002	1.9459	0.06219999999999981	3	3	-1.4332213968791951	9.441273905914668e-05
SC_RS21175		GntR	4189715	experimental	0	0.0	0.0	0.0	0	0	0.8105192318115312	0.0006305030864298372
SC_RS21030		HTH (other)	4160059	experimental	0	0.0	0.0	0.0	0	0	0.1364207900994702	0.5788729931813631
SC_RS20810		Sigma factor	4109237	experimental	0	0.0	0.0	0.0	0	0	-0.664636695652156	0.0775174544793167
SC_RS20680		Sigma factor	4085883	experimental	0	0.0	0.0	0.0	0	0	-1.2589043653088392	0.00017631391453935193
SC_RS20630		HTH (other)	4078997	experimental	0	1.601	0.9167000000000001	-0.6842999999999999	2	1	0.3704203936839078	0.490555457080106
SC_RS20470		Other regulatory	4048317	experimental	0	0.0	0.0	0.0	0	0	-0.6375011364396728	0.0001340683212913837
SC_RS20445		Sigma factor	4043078	experimental	0	0.0	0.0	0.0	0	0	0.9449751544970796	7.261297861837062e-06
SC_RS20165		HTH (other)	3982481	experimental	0	0.5615	0.5102	-0.05130000000000001	1	1	-1.3922374581329795	3.837240117109513e-18
SC_RS19990		HTH (other)	3950265	experimental	0	0.9217	0.9511	0.02939999999999998	1	1	-0.2143434327263415	0.3643452719529922
SC_RS19230		HTH (other)	3787865	experimental	0	0.0	0.0	0.0	0	0	1.2101635009176983	1.1334046131624042e-08
SC_RS19195		MarR	3780301	experimental	0	0.0	0.0	0.0	0	0	-1.3460036720490038	4.725779849194313e-08
SC_RS18990		Sigma factor	3739093	experimental	0	0.0	0.5041	0.5041	0	1	0.4995186401859187	0.0233847639981775
SC_RS18920		Lrp	3720577	experimental	0	0.0	0.0	0.0	0	0	-0.1924766583157234	0.6207474368606104
SC_RS18895		Sigma factor	3715515	experimental	0	1.1573	1.3515000000000001	0.19420000000000015	2	2	0.3420178259667449	0.1594267313329192
SC_RS18720		Sigma factor	3675098	experimental	0	0.0	0.0	0.0	0	0	7.681729032625883	7.072813590172934e-182
SC_RS18125		Sigma factor	3511748	experimental	0	0.9303	0.9198999999999999	-0.010400000000000076	1	1	0.2820046069890104	0.240976937336751
SC_RS18105		DeoR	3506218	experimental	0	0.0	0.0	0.0	0	0	-0.2169778760015775	0.3630993653541829
SC_RS17975		MerR	3477824	experimental	0	1.6081999999999999	1.4678	-0.14039999999999986	2	2	-0.429821929059294	0.1407863030611276
SC_RS17945		TetR	3470267	experimental	0	0.0	0.0	0.0	0	0	-0.48320778087534	0.0229484061078202
SC_RS17790		MarR	3434529	experimental	0	0.5326	0.6347	0.10210000000000008	1	1	-1.3043091207148845	2.3721789402938375e-09
SC_RS17455		Sigma factor	3360598	experimental	0	0.6723	0.5758	-0.09650000000000003	1	1	-1.2411431267368187	7.093316405110678e-13
SC_RS17430		Response regulator	3356667	experimental	0	0.0	0.0	0.0	0	0	0.4789270584899741	0.0152036509707328
SC_RS17165		Response regulator	3289567	experimental	0	0.0	0.0	0.0	0	0	-0.089771759006384	0.6918452677523805
SC_RS17140		LuxR	3282709	experimental	0	0.0	0.0	0.0	0	0	1.6125446441161702	2.243356938767203e-17
SC_RS16145		HTH (other)	3070611	experimental	0	0.0	0.0	0.0	0	0	-0.4622734672219504	0.0488755889341046
SC_RS16060		LacI	3051120	experimental	0	1.7231	1.6754000000000002	-0.047699999999999854	2	2	-0.7152518252851283	0.00023114628979100743
SC_RS15850		LacI	2999759	experimental	0	0.5779	0.0	-0.5779	1	0	-0.7881144434915688	6.34342977401303e-05
SC_RS14555		HTH (other)	2699656	experimental	0	0.0	0.0	0.0	0	0	1.3093836884930938	2.3544916607996204e-09
SC_RS14495		TetR	2680340	experimental	0	0.0	0.0	0.0	0	0	0.2355351597621561	0.365904400435074
SC_RS14235		MarR	2619473	experimental	0	0.0	0.0	0.0	0	0	-0.9209163136122244	1.4848196291751685e-05
SC_RS14165		HTH (other)	2600215	experimental	0	0.0	0.0	0.0	0	0	4.914114432551014	2.2436468667403818e-45
SC_RS13190		LacI	2400413	experimental	0	0.9383	0.9331	-0.005199999999999982	1	1	-2.66483565384487	1.9853350785601626e-45
SC_RS12950		GntR	2347731	experimental	0	0.0	0.0	0.0	0	0	0.1002887017385365	0.6433589918251135
SC_RS12745		Lrp	2301517	experimental	0	0.0	0.0	0.0	0	0	0.5181016074553217	0.023016028583563
SC_RS12565		HTH (other)	2263246	experimental	0	0.0	0.0	0.0	0	0	-0.3540170024352529	0.1458204189488453
SC_RS12095		Response regulator	2155815	experimental	0	0.0	0.0	0.0	0	0	-0.2983608677138573	0.1668508993002051
SC_RS11925		HTH (other)	2118959	experimental	0	0.0	0.0	0.0	0	0	-0.3886938258916659	0.0525308299362914
SC_RS11665		MarR	2059132	experimental	0	0.0	0.0	0.0	0	0	0.4040875702256427	0.0547785813181278
SC_RS11390		HTH (other)	2006120	experimental	0	0.0	0.0	0.0	0	0	-1.6404675624097236	1.226348226815335e-13
SC_RS11090		GntR	1942920	experimental	0	0.8946999999999999	0.8332999999999999	-0.06140000000000001	1	1	-2.150616936033357	1.8172160603841356e-27
SC_RS10650		GntR	1848777	experimental	0	0.0	0.0	0.0	0	0	0.0065359187267992	0.9868121186634544
SC_RS10500		MerR	1818880	experimental	0	0.0	0.0	0.0	0	0	0.554864593550174	0.0073815147470787
SC_RS10300		HTH (other)	1776458	experimental	0	0.0	0.0	0.0	0	0	0.2143796576049532	0.3617786938280139
SC_RS10105		HTH (other)	1732052	experimental	0	0.0	0.0	0.0	0	0	0.7913254830095302	0.0003901586816838105
SC_RS10090		LysR	1729404	experimental	0	1.6547	1.6272	-0.02750000000000008	2	2	-2.4330276119604495	7.261572119997722e-38
SC_RS09420		HTH (other)	1592318	experimental	0	0.0	0.0	0.0	0	0	-1.0442918351173172	5.3443765422833374e-06
SC_RS09265		Lrp	1556255	experimental	0	0.0	0.0	0.0	0	0	-2.7730797468619923	1.994224844306762e-19
SC_RS09210		MarR	1544653	experimental	0	0.9637	0.8786	-0.08509999999999995	1	1	-1.937162704531782	1.7277133902432282e-22
SC_RS08870		MerR	1460694	experimental	0	0.5548	0.0	-0.5548	1	0	0.8738685097134876	3.702166665806761e-05
SC_RS08435		Lrp	1370221	experimental	0	0.5627	0.0	-0.5627	1	0	0.4496023922250669	0.052025003755889
SC_RS08265		MarR	1331650	experimental	0	0.0	0.0	0.0	0	0	-0.5485561397936196	0.0014218963350253
SC_RS08165		HTH (other)	1313737	experimental	0	0.0	0.0	0.0	0	0	1.5253626598663368	2.5302442127499523e-11
SC_RS08060		Lrp	1292195	experimental	0	0.0	0.0	0.0	0	0	1.3143125705861258	1.1553926759196424e-05
SC_RS08055		Response regulator	1292172	experimental	0	0.0	0.0	0.0	0	0	-0.4079116561380567	0.4271891408265471
SC_RS08005		TetR	1281851	experimental	0	0.0	0.0	0.0	0	0	-1.208522737947047	1.1650010724757303e-09
SC_RS07625		TetR	1193304	experimental	0	0.0	0.0	0.0	0	0	-0.1824394143501976	0.4607413986458513
SC_RS07545		Lrp	1177741	experimental	0	0.5219	0.0	-0.5219	1	0	-1.7492557819129302	0.0004748563523969769
SC_RS07425		TetR	1152798	experimental	0	0.0	0.0	0.0	0	0	-1.1144842028219542	1.755398786193562e-06
SC_RS07085		DeoR	1084307	experimental	0	0.0	0.0	0.0	0	0	-1.5656492148957462	7.738483828023444e-20
SC_RS04925		Sigma factor	639810	experimental	0	0.0	0.0	0.0	0	0	-1.2974642625994968	1.2382866287446814e-07
SC_RS04060		TetR	447193	experimental	0	0.0	0.5001	0.5001	0	1	-1.6481570490724888	2.1683871776898305e-15
SC_RS03980		Sigma factor	433679	experimental	0	0.0	0.5329999999999999	0.5329999999999999	0	1	0.368555414911572	0.1468772117936449
SC_RS31555		Response regulator	6419234	experimental	0	0.0	0.0	0.0	0	0	-1.4452758389406617	2.8488819222079932e-11
SC_RS18745		HTH (other)	3680340	experimental	0	0.0	0.0	0.0	0	0	5.453061964489595	2.4831916483145945e-106
SC_RS16875		Sigma factor	3212773	experimental	0	0.0	0.0	0.0	0	0	1.965191874578084	1.7523434630440944e-11
SC_RS02550		TetR	94899	experimental	0	0.0	0.0	0.0	0	0	0.3097336287085068	0.2883169087340371
SC_RS02625		LuxR	122730	experimental	0	0.0	0.0	0.0	0	0	1.2400573527398375	2.9577269237481365e-07
SC_RS02920		Sigma factor	184865	experimental	0	0.0	0.0	0.0	0	0	-1.4033883734315973	1.2852036577193298e-13
SC_RS02970		Sigma factor	195490	experimental	0	0.0	0.7339	0.7339	0	1	6.324153838139655	9.04040152499629e-90
SC_RS03095		HTH (other)	222571	experimental	0	0.8256999999999999	0.8489	0.02320000000000011	1	1	0.8074575589010965	0.0468327749651006
SC_RS03135		TetR	229995	experimental	0	0.5708	0.7489	0.17810000000000004	1	1	0.2393870876711896	0.5855068349391291
SC_RS03230		LysR	250805	experimental	0	1.0927	1.1741	0.08139999999999992	2	2	0.6032014699349305	0.0274248890763805
SC_RS03240		MarR	252920	experimental	0	0.0	0.0	0.0	0	0	1.00819302523199	0.000978527451062797
SC_RS03355		AraC	279597	experimental	0	0.0	0.0	0.0	0	0	0.6000107882231672	0.0635068150644191
SC_RS03410		LysR	293519	experimental	0	0.0	0.0	0.0	0	0	1.1155744572041162	2.0107606003429413e-06
SC_RS03600		TetR	340752	experimental	0	0.0	0.5531	0.5531	0	1	-0.0977593775154622	0.7435581438391745
SC_RS03790		HTH (other)	391241	experimental	0	0.0	1.4107999999999998	1.4107999999999998	0	2	-0.3943572233144956	0.1579068558489063
SC_RS03945		MerR	427610	experimental	0	0.0	0.8412000000000001	0.8412000000000001	0	1	1.429341596704978	3.7017484214000264e-05
SC_RS04075		LuxR	453340	experimental	0	0.0	0.0	0.0	0	0	-1.1788164466574669	0.00010990369866063473
SC_RS04145		MarR	465990	experimental	0	0.7077	0.7445	0.036800000000000055	1	1	-0.8917844325763847	0.0255807393455808
SC_RS04520		TetR	553892	experimental	0	0.0	0.5589999999999999	0.5589999999999999	0	1	-0.7039058190649651	0.001296664859627
