locus_tag,motif_count,has_motif,positions,is_coordinated
SC_RS02720,16,True,"[-280, -263, -198, -124, -119, -36, -20, -12, -280, -263, -198, -124, -119, -36, -20, -12]",False
SC_RS02725,14,True,"[-275, -229, -167, -121, -72, -63, -32, -275, -229, -167, -121, -72, -63, -32]",False
SC_RS02730,2,True,"[-149, -149]",False
SC_RS02735,4,True,"[-251, 13, -251, 13]",False
SC_RS02740,12,True,"[-249, -244, -225, -201, 28, 37, -249, -244, -225, -201, 28, 37]",False
SC_RS02745,4,True,"[-178, 35, -178, 35]",False
SC_RS02750,6,True,"[-186, -117, -75, -186, -117, -75]",False
SC_RS02755,12,True,"[-298, -256, -187, -45, -33, -25, -298, -256, -187, -45, -33, -25]",False
SC_RS02760,24,True,"[-284, -225, -207, -201, -161, -152, -135, -130, -120, -14, 9, 27, -284, -225, -207, -201, -161, -152, -135, -130, -120, -14, 9, 27]",False
SC_RS02765,10,True,"[-250, -229, -183, -131, -104, -250, -229, -183, -131, -104]",False
SC_RS02770,12,True,"[-126, -119, -100, -43, -39, -30, -126, -119, -100, -43, -39, -30]",False
SC_RS02775,12,True,"[-191, -182, -178, -121, -102, -95, -191, -182, -178, -121, -102, -95]",False
SC_RS02780,10,True,"[-191, -146, -74, -68, -60, -191, -146, -74, -68, -60]",False
SC_RS02785,14,True,"[-228, -201, -196, -152, -108, -80, 33, -228, -201, -196, -152, -108, -80, 33]",False
SC_RS02790,8,True,"[-242, -211, -143, -19, -242, -211, -143, -19]",False
SC_RS02795,22,True,"[-278, -274, -267, -167, -129, -57, -37, -15, -4, 5, 23, -278, -274, -267, -167, -129, -57, -37, -15, -4, 5, 23]",False
SC_RS02800,16,True,"[-284, -180, -161, -153, -135, -131, -93, 25, -284, -180, -161, -153, -135, -131, -93, 25]",False
SC_RS02805,14,True,"[-238, -120, -82, -78, -60, -52, -33, -238, -120, -82, -78, -60, -52, -33]",False
SC_RS02810,14,True,"[-282, -266, -192, -179, -85, -81, -47, -282, -266, -192, -179, -85, -81, -47]",True
SC_RS02815,20,True,"[-263, -214, -142, -89, -74, -70, -59, -25, -15, 41, -263, -214, -142, -89, -74, -70, -59, -25, -15, 41]",False
SC_RS02820,8,True,"[-259, -235, 20, 46, -259, -235, 20, 46]",False
SC_RS02825,4,True,"[-112, -88, -112, -88]",False
SC_RS02830,12,True,"[-291, -136, -121, -116, -87, -33, -291, -136, -121, -116, -87, -33]",False
SC_RS02835,16,True,"[-257, -253, -234, -156, -128, -99, -86, -15, -257, -253, -234, -156, -128, -99, -86, -15]",False
SC_RS02845,26,True,"[-300, -257, -220, -205, -175, -169, -143, -120, -62, -52, -37, 24, 29, -300, -257, -220, -205, -175, -169, -143, -120, -62, -52, -37, 24, 29]",False
SC_RS02850,12,True,"[-294, -253, -222, -191, -121, -21, -294, -253, -222, -191, -121, -21]",False
SC_RS02855,12,True,"[-277, -229, -194, -154, -138, -59, -277, -229, -194, -154, -138, -59]",False
SC_RS02875,22,True,"[-280, -258, -252, -238, -219, -215, -198, -182, -89, -50, 30, -280, -258, -252, -238, -219, -215, -198, -182, -89, -50, 30]",True
SC_RS02880,18,True,"[-270, -221, -160, -153, -77, -13, 12, 22, 46, -270, -221, -160, -153, -77, -13, 12, 22, 46]",False
SC_RS02885,18,True,"[-216, -145, -87, -78, -71, -46, -19, -13, 25, -216, -145, -87, -78, -71, -46, -19, -13, 25]",False
SC_RS02890,14,True,"[-270, -257, -126, -75, -51, -29, -8, -270, -257, -126, -75, -51, -29, -8]",False
SC_RS02895,14,True,"[-260, -252, -196, -168, -123, -109, -76, -260, -252, -196, -168, -123, -109, -76]",False
SC_RS02900,16,True,"[-275, -214, -171, -164, -120, -84, -39, -16, -275, -214, -171, -164, -120, -84, -39, -16]",False
SC_RS02905,16,True,"[-289, -250, -207, -148, -131, -105, -41, -23, -289, -250, -207, -148, -131, -105, -41, -23]",False
SC_RS02910,28,True,"[-222, -188, -166, -152, -141, -115, -108, -89, -84, -76, -72, -54, -50, 17, -222, -188, -166, -152, -141, -115, -108, -89, -84, -76, -72, -54, -50, 17]",False
SC_RS02915,8,True,"[-283, -194, -98, 30, -283, -194, -98, 30]",False
SC_RS02920,12,True,"[-292, -247, -234, -194, -66, 30, -292, -247, -234, -194, -66, 30]",False
SC_RS02925,18,True,"[-138, -108, -103, -87, -68, -61, 8, 28, 37, -138, -108, -103, -87, -68, -61, 8, 28, 37]",False
SC_RS02930,22,True,"[-298, -294, -216, -169, -162, -128, -116, -103, -63, -56, -44, -298, -294, -216, -169, -162, -128, -116, -103, -63, -56, -44]",False
SC_RS02935,16,True,"[-258, -227, -212, -207, -183, -166, -30, -7, -258, -227, -212, -207, -183, -166, -30, -7]",False
SC_RS02940,10,True,"[-286, -245, -165, -108, -39, -286, -245, -165, -108, -39]",False
SC_RS02945,6,True,"[-233, -207, 17, -233, -207, 17]",False
SC_RS02950,12,True,"[-226, -204, -146, -80, -5, 44, -226, -204, -146, -80, -5, 44]",False
SC_RS02955,12,True,"[-280, -212, -208, -137, -99, -57, -280, -212, -208, -137, -99, -57]",False
SC_RS02960,12,True,"[-238, -196, -158, -87, -83, -15, -238, -196, -158, -87, -83, -15]",False
SC_RS02965,10,True,"[-276, -150, -117, -113, -32, -276, -150, -117, -113, -32]",False
SC_RS02970,12,True,"[-265, -164, -158, -126, -72, 36, -265, -164, -158, -126, -72, 36]",False
SC_RS02980,18,True,"[-279, -182, -160, -151, -147, -139, -130, -33, 29, -279, -182, -160, -151, -147, -139, -130, -33, 29]",False
SC_RS02985,18,True,"[-262, -200, -103, -94, -86, -82, -73, -51, 46, -262, -200, -103, -94, -86, -82, -73, -51, 46]",False
SC_RS02990,26,True,"[-284, -280, -238, -210, -179, -172, -164, -153, -123, -90, -77, -53, 44, -284, -280, -238, -210, -179, -172, -164, -153, -123, -90, -77, -53, 44]",False
SC_RS02995,12,True,"[-284, -253, -115, -80, -45, -40, -284, -253, -115, -80, -45, -40]",False
SC_RS03000,10,True,"[-219, -170, -145, -54, 31, -219, -170, -145, -54, 31]",False
SC_RS03005,10,True,"[-238, -213, -195, -75, -69, -238, -213, -195, -75, -69]",False
SC_RS03010,20,True,"[-270, -264, -247, -227, -213, -157, -148, -105, -77, -52, -270, -264, -247, -227, -213, -157, -148, -105, -77, -52]",False
SC_RS03015,20,True,"[-237, -212, -184, -141, -132, -76, -62, -42, -25, -19, -237, -212, -184, -141, -132, -76, -62, -42, -25, -19]",False
SC_RS03020,22,True,"[-291, -260, -239, -192, -179, -163, -94, -79, -72, -65, -31, -291, -260, -239, -192, -179, -163, -94, -79, -72, -65, -31]",False
SC_RS03025,24,True,"[-266, -254, -242, -151, -147, -129, -117, -39, -33, 29, 33, 44, -266, -254, -242, -151, -147, -129, -117, -39, -33, 29, 33, 44]",False
SC_RS03030,6,True,"[-266, -140, -63, -266, -140, -63]",False
SC_RS03035,16,True,"[-174, -161, -94, -80, -76, -70, -63, 24, -174, -161, -94, -80, -76, -70, -63, 24]",False
SC_RS03040,8,True,"[-216, -91, -74, -14, -216, -91, -74, -14]",True
SC_RS03045,14,True,"[-296, -166, -146, -124, -115, -92, 40, -296, -166, -146, -124, -115, -92, 40]",False
SC_RS03055,8,True,"[-291, -244, -52, -42, -291, -244, -52, -42]",False
SC_RS03060,4,True,"[-171, -160, -171, -160]",False
SC_RS03065,12,True,"[-284, -243, -170, -95, -15, 4, -284, -243, -170, -95, -15, 4]",False
SC_RS03070,12,True,"[-273, -232, -182, -101, -82, -3, -273, -232, -182, -101, -82, -3]",False
SC_RS03075,18,True,"[-275, -177, -169, -157, -133, -107, -32, 25, 37, -275, -177, -169, -157, -133, -107, -32, 25, 37]",False
SC_RS03080,14,True,"[-289, -225, -182, -172, -131, 4, 8, -289, -225, -182, -172, -131, 4, 8]",False
SC_RS03085,12,True,"[-265, -259, -221, -213, -135, -93, -265, -259, -221, -213, -135, -93]",False
SC_RS03090,6,True,"[-280, -164, -5, -280, -164, -5]",False
SC_RS03095,12,True,"[-187, -169, -161, -116, 13, 41, -187, -169, -161, -116, 13, 41]",False
SC_RS03100,10,True,"[-176, -131, -123, -105, 34, -176, -131, -123, -105, 34]",False
SC_RS03105,14,True,"[-215, -193, -138, -114, -98, -58, -49, -215, -193, -138, -114, -98, -58, -49]",False
SC_RS03110,10,True,"[-271, -182, -101, 13, 20, -271, -182, -101, 13, 20]",False
SC_RS03115,12,True,"[-288, -266, -223, -216, -102, -21, -288, -266, -223, -216, -102, -21]",False
SC_RS03120,6,True,"[-260, -251, -37, -260, -251, -37]",False
SC_RS03125,8,True,"[-283, -236, -198, -29, -283, -236, -198, -29]",False
SC_RS03130,14,True,"[-268, -158, -124, -113, -67, 25, 46, -268, -158, -124, -113, -67, 25, 46]",False
SC_RS03135,12,True,"[-282, -236, -225, -191, -81, -42, -282, -236, -225, -191, -81, -42]",False
SC_RS03140,10,True,"[-269, -235, -181, -97, -54, -269, -235, -181, -97, -54]",False
SC_RS03145,10,True,"[-272, -231, -219, -201, -54, -272, -231, -219, -201, -54]",False
SC_RS03150,12,True,"[-288, -206, -168, -158, -47, 41, -288, -206, -168, -158, -47, 41]",True
SC_RS03155,16,True,"[-241, -208, -166, -150, -134, -120, -60, -39, -241, -208, -166, -150, -134, -120, -60, -39]",False
SC_RS03160,10,True,"[-275, -175, -170, -154, -18, -275, -175, -170, -154, -18]",False
SC_RS03165,14,True,"[-284, -239, -228, -173, -138, -132, -94, -284, -239, -228, -173, -138, -132, -94]",False
SC_RS03170,14,True,"[-299, -212, -183, -158, -114, -84, 37, -299, -212, -183, -158, -114, -84, 37]",False
SC_RS03175,12,True,"[-277, -267, -249, -150, -104, 17, -277, -267, -249, -150, -104, 17]",False
SC_RS03180,10,True,"[-284, -278, -154, -88, 43, -284, -278, -154, -88, 43]",False
SC_RS03185,18,True,"[-298, -265, -241, -222, -206, -181, -141, -126, 5, -298, -265, -241, -222, -206, -181, -141, -126, 5]",False
SC_RS03190,16,True,"[-183, -130, -111, -73, -54, -40, -31, -8, -183, -130, -111, -73, -54, -40, -31, -8]",False
SC_RS03195,6,True,"[-283, -273, -116, -283, -273, -116]",False
SC_RS03200,4,True,"[-114, 43, -114, 43]",False
SC_RS03205,8,True,"[-199, -128, -74, -45, -199, -128, -74, -45]",False
SC_RS03210,8,True,"[-269, -143, -40, -16, -269, -143, -40, -16]",False
SC_RS03215,16,True,"[-266, -243, -156, -138, -101, -64, -33, -20, -266, -243, -156, -138, -101, -64, -33, -20]",False
SC_RS03220,8,True,"[-300, -80, -51, -45, -300, -80, -51, -45]",False
SC_RS03225,4,True,"[-281, -154, -281, -154]",False
SC_RS03230,4,True,"[-261, 37, -261, 37]",False
SC_RS03235,8,True,"[-223, -84, 10, 40, -223, -84, 10, 40]",False
SC_RS03240,8,True,"[-254, -110, -80, 14, -254, -110, -80, 14]",False
SC_RS03245,14,True,"[-263, -222, -192, -110, -95, -71, 22, -263, -222, -192, -110, -95, -71, 22]",False
SC_RS03250,20,True,"[-300, -283, -242, -168, -162, -90, -50, -45, 11, 34, -300, -283, -242, -168, -162, -90, -50, -45, 11, 34]",False
SC_RS03255,14,True,"[-258, -150, -127, -71, -66, -26, 46, -258, -150, -127, -71, -66, -26, 46]",False
SC_RS03260,10,True,"[-267, -241, -179, -61, -50, -267, -241, -179, -61, -50]",False
SC_RS03265,6,True,"[-295, -170, 23, -295, -170, 23]",False
SC_RS03270,14,True,"[-297, -284, -173, -102, -46, -39, 27, -297, -284, -173, -102, -46, -39, 27]",False
SC_RS03275,8,True,"[-272, -236, -162, 40, -272, -236, -162, 40]",False
SC_RS03280,10,True,"[-262, -178, -164, 28, 32, -262, -178, -164, 28, 32]",False
SC_RS03285,12,True,"[-255, -251, -171, -104, -78, 22, -255, -251, -171, -104, -78, 22]",False
SC_RS03290,0,False,[],False
SC_RS03295,20,True,"[-276, -257, -242, -208, -200, -189, -156, -124, 10, 26, -276, -257, -242, -208, -200, -189, -156, -124, 10, 26]",False
SC_RS03300,16,True,"[-264, -200, -120, -81, -63, -51, 21, 26, -264, -200, -120, -81, -63, -51, 21, 26]",False
SC_RS03305,8,True,"[-263, -250, -231, -47, -263, -250, -231, -47]",False
SC_RS03310,4,True,"[-225, -51, -225, -51]",False
SC_RS03315,6,True,"[-264, -257, -179, -264, -257, -179]",False
SC_RS03320,24,True,"[-256, -245, -202, -109, -97, -26, -15, -3, 13, 27, 41, 46, -256, -245, -202, -109, -97, -26, -15, -3, 13, 27, 41, 46]",False
SC_RS03325,10,True,"[-271, -255, -96, 31, 46, -271, -255, -96, 31, 46]",False
SC_RS03330,14,True,"[-230, -187, -176, -117, -98, -83, 44, -230, -187, -176, -117, -98, -83, 44]",False
SC_RS03335,6,True,"[-72, -13, 30, -72, -13, 30]",False
SC_RS03340,6,True,"[-261, -218, -159, -261, -218, -159]",False
SC_RS03345,12,True,"[-245, -209, -129, -109, -84, -37, -245, -209, -129, -109, -84, -37]",False
SC_RS03350,8,True,"[-284, -271, -242, 34, -284, -271, -242, 34]",False
SC_RS03355,6,True,"[-36, -7, 6, -36, -7, 6]",False
SC_RS03360,8,True,"[-252, -246, -230, -186, -252, -246, -230, -186]",False
SC_RS03365,8,True,"[-106, -69, -51, -27, -106, -69, -51, -27]",False
SC_RS03370,10,True,"[-286, -268, -231, -29, 45, -286, -268, -231, -29, 45]",False
SC_RS03375,4,True,"[-277, -28, -277, -28]",False
SC_RS03380,14,True,"[-180, -167, -112, -50, -38, -30, 34, -180, -167, -112, -50, -38, -30, 34]",False
SC_RS03385,12,True,"[-286, -278, -132, -99, -91, -33, -286, -278, -132, -99, -91, -33]",False
SC_RS03390,18,True,"[-292, -259, -199, -188, -128, -109, -87, -72, -6, -292, -259, -199, -188, -128, -109, -87, -72, -6]",True
SC_RS03395,12,True,"[-295, -159, -151, -31, 33, 38, -295, -159, -151, -31, 33, 38]",False
SC_RS03400,12,True,"[-282, -169, -164, -100, 20, 28, -282, -169, -164, -100, 20, 28]",False
SC_RS03405,2,True,"[-139, -139]",False
SC_RS03410,12,True,"[-296, -206, -200, -134, -71, -31, -296, -206, -200, -134, -71, -31]",False
SC_RS03415,12,True,"[-284, -278, -204, -66, -26, 37, -284, -278, -204, -66, -26, 37]",False
SC_RS03420,16,True,"[-294, -284, -274, -257, -192, -122, -108, 37, -294, -284, -274, -257, -192, -122, -108, 37]",False
SC_RS03425,12,True,"[-270, -231, -212, -67, -53, 17, -270, -231, -212, -67, -53, 17]",False
SC_RS03430,20,True,"[-272, -265, -258, -251, -247, -200, -130, -50, -26, -16, -272, -265, -258, -251, -247, -200, -130, -50, -26, -16]",False
SC_RS03435,8,True,"[-220, -155, -86, -81, -220, -155, -86, -81]",False
SC_RS03440,10,True,"[-299, -294, -225, -160, 42, -299, -294, -225, -160, 42]",False
SC_RS03445,18,True,"[-243, -230, -196, -161, -150, -118, -30, -13, 6, -243, -230, -196, -161, -150, -118, -30, -13, 6]",False
SC_RS03450,18,True,"[-254, -202, -180, -169, -154, -136, -63, -44, -27, -254, -202, -180, -169, -154, -136, -63, -44, -27]",False
SC_RS03455,14,True,"[-258, -224, -158, -152, -143, -122, -63, -258, -224, -158, -152, -143, -122, -63]",False
SC_RS03460,14,True,"[-279, -165, -154, -141, -123, -87, 4, -279, -165, -154, -141, -123, -87, 4]",False
SC_RS03465,10,True,"[-228, -192, -160, -141, 23, -228, -192, -160, -141, 23]",False
SC_RS03470,10,True,"[-270, -246, -141, 23, 42, -270, -246, -141, 23, 42]",False
SC_RS03475,4,True,"[-276, -41, -276, -41]",False
SC_RS03480,14,True,"[-140, -122, -111, -59, -50, -33, 44, -140, -122, -111, -59, -50, -33, 44]",False
SC_RS03485,16,True,"[-259, -252, -205, -181, -145, -72, -68, 14, -259, -252, -205, -181, -145, -72, -68, 14]",True
SC_RS03490,12,True,"[-194, -186, -180, -91, -53, 7, -194, -186, -180, -91, -53, 7]",False
SC_RS03495,24,True,"[-265, -259, -205, -145, -137, -133, -114, -75, -69, -21, 15, 20, -265, -259, -205, -145, -137, -133, -114, -75, -69, -21, 15, 20]",False
SC_RS03500,16,True,"[-297, -286, -193, -169, -126, -98, -46, 36, -297, -286, -193, -169, -126, -98, -46, 36]",False
SC_RS03505,16,True,"[-272, -228, -165, -155, -143, -137, -71, 38, -272, -228, -165, -155, -143, -137, -71, 38]",False
SC_RS03515,16,True,"[-263, -249, -229, -223, -179, -105, -55, -7, -263, -249, -229, -223, -179, -105, -55, -7]",False
SC_RS03520,18,True,"[-296, -244, -125, -99, -60, -56, -3, 17, 32, -296, -244, -125, -99, -60, -56, -3, 17, 32]",False
SC_RS03525,12,True,"[-267, -225, -110, -41, -36, 46, -267, -225, -110, -41, -36, 46]",False
SC_RS03530,6,True,"[-285, -170, -128, -285, -170, -128]",False
