locus_tag	tf_family	region	tss	FIRE_tss	Exposed	LFC_T2vsT1
SC_RS03695	GntR	1	362508	0.401009090909091	False	-0.4994119004344529
SC_RS03710	LacI	1	365602	0.402636363636364	False	0.1447372583235094
SC_RS03790	HTH (other)	1	391232	0.408981818181818	False	-0.4006589053837667
SC_RS03945	MerR	1	427610	0.444081818181818	False	1.3036844920565769
SC_RS03980	Sigma factor	1	433513	0.463081818181818	False	0.2039989649477898
SC_RS04015	Response regulator	1	439000	0.462572727272727	False	1.1598787194855855
SC_RS04020	Sensor kinase	1	440190	0.459127272727273	False	1.2908158424842628
SC_RS04050	TetR	1	445611	0.474909090909091	False	-0.8348028269753959
SC_RS04060	TetR	1	447245	0.474909090909091	False	-1.2501528217472195
SC_RS04075	HTH (other)	1	453370	0.479954545454545	False	-0.9067181621287422
SC_RS04145	MarR	1	465990	0.485818181818182	False	-0.9442129281634142
SC_RS04195	LacI	1	475628	0.505245454545455	False	0.4360018885227191
SC_RS04245	Other regulatory	1	487618	0.516672727272727	False	0.656849840565568
SC_RS04270	HTH (other)	1	491901	0.520481818181818	False	1.1733093432665949
SC_RS04345	TetR	1	504854	0.517818181818182	False	-1.166480643873066
SC_RS04355	MarR	1	506842	0.517527272727273	False	0.2509990949013399
SC_RS04460	Other regulatory	1	543545	0.492063636363636	False	-2.455410432554957
SC_RS04480	TetR	1	547743	0.493772727272727	False	0.8710166541982379
SC_RS04515	TetR	1	553277	0.495763636363636	False	0.7449652467363138
SC_RS04520	TetR	1	553892	0.495763636363636	False	-0.7267519064625878
SC_RS04530	Lrp	1	555905	0.492854545454545	False	0.1443584186641425
SC_RS04565	GntR	1	562576	0.4806	False	-0.6728136108943864
SC_RS04670	Sensor kinase	1	592309	0.500345454545455	False	0.2372264926792688
SC_RS04675	Response regulator	1	592995	0.500345454545455	False	0.3429021036098957
SC_RS04705	MerR	1	598747	0.500672727272727	False	-0.3724140861521582
SC_RS04725	Other regulatory	1	603840	0.500518181818182	False	4.716805818310592
SC_RS04795	IclR	1	616253	0.525072727272727	False	-1.010102468201226
SC_RS04835	GntR	1	624273	0.539881818181818	False	-0.9180429434867632
SC_RS04865	Sensor kinase	1	630912	0.607563636363636	False	6.976372241992684
SC_RS04870	LysR	1	632103	0.607563636363636	False	1.054127544087963
SC_RS04920	Sigma factor	1	638801	0.613936363636364	False	0.6196643888560709
SC_RS04925	Sigma factor	1	639859	0.613936363636364	False	-1.2591318297701912
SC_RS04950	Other regulatory	1	645297	0.614127272727273	False	-0.0460695847428328
SC_RS04965	Other regulatory	1	647887	0.614127272727273	False	1.4874595631570964
SC_RS04975	GntR	1	649840	0.614127272727273	False	-1.79525130114843
SC_RS05020	Other regulatory	1	661607	0.614090909090909	False	0.2702113151748363
SC_RS05030	TetR	1	662373	0.614090909090909	False	-1.3668292078247744
SC_RS05065	LacI	1	672727	0.616063636363636	False	-1.2179066283951665
SC_RS05075	Sigma factor	1	673733	0.616063636363636	False	-0.1773167519469067
SC_RS05120	Other regulatory	1	681863	0.594445454545454	False	-0.6111934284105836
SC_RS05150	TetR	1	688679	0.569154545454545	False	-0.5435455538211246
SC_RS05265	TetR	1	709071	0.614027272727273	False	-1.1509878752879124
SC_RS05410	Other regulatory	1	738527	0.659427272727273	False	1.029551486704538
SC_RS05445	HTH (other)	1	743929	0.650781818181818	False	1.2538408848742586
SC_RS05480	Other regulatory	1	753197	0.596354545454545	False	-0.9458116142359604
SC_RS05485	HTH (other)	1	756143	0.599536363636364	False	-0.5006499103865119
SC_RS05490	HTH (other)	1	757246	0.599536363636364	False	-1.5374159449617275
SC_RS05550	Other regulatory	1	768450	0.6066	False	0.4305057981057131
SC_RS05570	TetR	1	771628	0.602536363636364	False	-0.1737691216983287
SC_RS05600	ROK	1	777720	0.564854545454545	False	-0.1727301002487664
SC_RS05655	TetR	1	787643	0.536609090909091	False	1.403719300924047
SC_RS05790	TetR	1	821295	0.5661	False	0.1109692802517742
SC_RS05835	Sigma factor	1	828403	0.562981818181818	False	2.2586565372129304
SC_RS05845	TetR	1	829910	0.562981818181818	False	-0.6405149842391521
SC_RS05900	ROK	1	841688	0.581245454545455	False	-0.0560957848551432
SC_RS05930	TetR	1	847525	0.584609090909091	False	0.1570544064447543
SC_RS05945	Sigma factor	1	851074	0.583554545454545	False	0.8584381514538014
SC_RS05960	LacI	1	854365	0.583554545454545	False	0.0545551845118072
SC_RS06040	HTH (other)	1	872086	0.622463636363636	False	-0.119034485166896
SC_RS06045	GntR	1	872193	0.622463636363636	False	-1.3298006901673476
SC_RS06130	MarR	1	888700	0.6225	False	0.6238096514337876
SC_RS06215	TetR	1	904019	0.609754545454545	False	-0.0049563235360248
SC_RS06250	Sigma factor	1	911939	0.591627272727273	False	3.659845684433634
SC_RS06260	Sigma factor	1	913572	0.591627272727273	False	5.905664010847805
SC_RS06280	Response regulator	1	916785	0.584545454545454	False	-1.2349348467967949
SC_RS06285	Sensor kinase	1	918377	0.584545454545454	False	-1.1384621811153084
SC_RS06300	ArsR	1	921755	0.584936363636364	False	1.4434302376472552
SC_RS06310	HTH (other)	1	922247	0.584936363636364	False	1.688781934919955
SC_RS06345	TetR	1	928670	0.592272727272727	False	1.744038012178177
SC_RS06365	LacI	1	932791	0.587454545454545	False	3.0313495229464373
SC_RS06370	TetR	1	933568	0.587454545454545	False	1.8513213168351164
SC_RS06380	LysR	1	935237	0.574663636363636	False	0.2939809405267505
SC_RS06395	HTH (other)	1	936431	0.574663636363636	False	0.7719533111121496
SC_RS06415	Sigma factor	1	942090	0.577790909090909	False	0.4854039204411557
SC_RS06430	Other regulatory	1	943408	0.577790909090909	False	0.8034364456318976
SC_RS06435	SARP	1	945833	0.573545454545454	False	0.007604094758719
SC_RS06575	LysR	1	971392	0.552390909090909	False	0.105748774574396
SC_RS06585	LysR	1	973388	0.552390909090909	False	1.031289671131722
SC_RS06650	MarR	1	986247	0.548727272727273	False	0.1192077013375205
SC_RS06660	Sigma factor	1	988130	0.548727272727273	False	1.5069504137270713
SC_RS06715	LacI	1	1002624	0.594345454545455	False	-1.8426515587496184
SC_RS06810	LysR	1	1023053	0.601854545454545	False	-0.4677664194222722
SC_RS06865	Other regulatory	1	1033445	0.639245454545454	False	-0.0997928656008628
SC_RS06885	TetR	1	1038243	0.649418181818182	False	3.3232589075481034
SC_RS06975	TetR	1	1058377	0.643345454545455	False	1.075371051480272
SC_RS07000	ArsR	1	1063185	0.643972727272727	False	0.1164734698130901
SC_RS07005	HTH (other)	1	1064212	0.643972727272727	False	-1.263941082403715
SC_RS07015	HTH (other)	1	1068241	0.631472727272727	False	0.9149011866957036
SC_RS07085	DeoR	1	1084395	0.612781818181818	False	-1.5092560605737335
SC_RS07125	TetR	1	1092334	0.613772727272727	False	-0.3767031095001331
SC_RS07150	ROK	1	1096518	0.655218181818182	False	0.5631196363635875
SC_RS07170	DeoR	1	1099030	0.655218181818182	False	-0.8010754312122149
SC_RS07215	HTH (other)	1	1108778	0.660890909090909	True	0.3469446698179995
SC_RS07255	ROK	1	1119111	0.6776	False	-0.3581513157215901
SC_RS07285	LacI	1	1126535	0.723563636363636	True	-0.3715703654838271
SC_RS07300	MarR	1	1130108	0.748809090909091	False	1.3089483590641795
SC_RS07310	Response regulator	1	1131094	0.748809090909091	False	0.8094142650653717
SC_RS07315	Sensor kinase	1	1132338	0.748809090909091	False	-0.566215545018939
SC_RS07340	ROK	1	1138101	0.730163636363636	False	-1.4536073413690946
SC_RS07345	LacI	1	1138315	0.730163636363636	False	0.0258307180240285
SC_RS07425	TetR	1	1152798	0.659509090909091	False	-1.0576162161470033
SC_RS07440	MarR	1	1156292	0.661945454545455	False	-0.8251659163488642
SC_RS07470	TetR	1	1161710	0.660890909090909	False	-0.9587805541847187
SC_RS07490	ArsR	1	1165774	0.655109090909091	False	0.4849380573690511
SC_RS07505	Other regulatory	1	1168750	0.655109090909091	False	-1.2286683147129265
SC_RS07545	Lrp	1	1177797	0.635727272727273	False	-1.8153785651929175
SC_RS07560	LysR	1	1180792	0.634154545454545	False	-0.214480792072109
SC_RS07625	Other regulatory	1	1193398	0.610636363636364	False	-0.0180939979031007
SC_RS07630	Response regulator	1	1194742	0.610636363636364	False	-1.3523461847775713
SC_RS07635	Sensor kinase	1	1196385	0.610690909090909	False	-1.1916448239528148
SC_RS07675	MarR	1	1204428	0.626436363636364	False	-2.2093926846049423
SC_RS07750	Sensor kinase	1	1221178	0.638563636363636	False	6.811744535398193
SC_RS07805	ROK	1	1233319	0.651845454545455	False	-0.2629738932683965
SC_RS07840	GntR	1	1241559	0.680481818181818	False	-0.205246152755252
SC_RS07885	LacI	1	1258218	0.6704	True	-0.7473344152774578
SC_RS07910	MarR	1	1264656	0.671563636363636	False	-2.8247283435391974
SC_RS07920	TetR	1	1265739	0.675872727272727	False	-0.6833446797731827
SC_RS07955	HTH (other)	1	1272566	0.679390909090909	False	0.2647908756922827
SC_RS07985	TetR	1	1277625	0.701863636363636	False	2.425670168641166
SC_RS08005	TetR	1	1281884	0.733863636363636	False	-1.2241958779201516
SC_RS08040	Sensor kinase	1	1289084	0.712390909090909	False	-0.1407520079624841
SC_RS08055	Response regulator	1	1292117	0.674872727272727	False	-0.1934556509338861
SC_RS08060	Lrp	1	1292195	0.674872727272727	False	1.4546795036848732
SC_RS08090	HTH (other)	1	1302022	0.672863636363636	False	4.584810932372193
SC_RS08165	HTH (other)	1	1313856	0.670272727272727	False	1.0992593010195535
SC_RS08255	Sensor kinase	1	1329747	0.688690909090909	False	-0.7431294343976119
SC_RS08260	Response regulator	1	1330916	0.658318181818182	False	-0.4494711008514079
SC_RS08265	ROK	1	1331678	0.658318181818182	False	-0.3436851068784765
SC_RS08270	GntR	1	1333633	0.658318181818182	False	1.0165282503315765
SC_RS08275	Sigma factor	1	1334711	0.658318181818182	False	0.3876920590452278
SC_RS08340	Sigma factor	1	1346693	0.689445454545455	False	0.8379967993056319
SC_RS08405	Other regulatory	1	1359896	0.700490909090909	False	2.1282375869249344
SC_RS08435	Lrp	1	1370221	0.707072727272727	False	0.0994077549945447
SC_RS08460	Lrp	1	1374103	0.707072727272727	False	-1.1035380512535544
SC_RS08510	ArsR	1	1387066	0.693163636363637	False	-0.5306665012862575
SC_RS08525	HTH (other)	1	1389448	0.693163636363637	False	-0.8869992434892832
SC_RS08590	HTH (other)	1	1400584	0.695718181818182	False	-0.5196568516919353
SC_RS08620	Other regulatory	1	1406162	0.728472727272727	True	2.42716860395486
SC_RS08625	Sigma factor	1	1409380	0.728472727272727	False	0.1790808084234603
SC_RS08660	TetR	1	1416484	0.813863636363636	False	-0.938217183543405
SC_RS08720	HTH (other)	1	1426307	0.8487	False	-0.2001500627830274
SC_RS08730	HTH (other)	1	1430593	0.867245454545455	False	0.4642671817574481
SC_RS08755	LysR	1	1436223	0.897445454545454	False	-0.884305093752802
SC_RS08795	PadR	1	1443908	0.925690909090909	False	-1.825771016749667
SC_RS08810	Sensor kinase	1	1445966	0.926590909090909	False	0.1370891249302437
SC_RS08815	Response regulator	1	1447177	0.926590909090909	False	0.3175114960226742
SC_RS08845	LacI	1	1453090	0.960172727272727	False	2.003471141904424
SC_RS08870	MerR	1	1460573	0.945372727272727	False	0.8808278556898363
SC_RS08880	Other regulatory	1	1462033	0.945372727272727	False	-0.9279968590528116
SC_RS09025	GntR	0	1505123	0.948390909090909	False	-1.665351574649326
SC_RS09060	Other regulatory	0	1514141	0.950609090909091	False	-0.3201712877947654
SC_RS09100	Lrp	0	1522060	0.932018181818182	False	-1.082069046600477
SC_RS09125	TetR	0	1526779	0.940936363636364	False	0.028506265703805
SC_RS09210	ROK	0	1544653	0.965354545454545	False	-1.865642161634753
SC_RS09265	Lrp	0	1556108	1.09874545454545	False	-2.674697000425491
SC_RS09290	Other regulatory	0	1561393	1.12476363636364	False	1.826385974679796
SC_RS09315	TetR	0	1568358	1.16464545454545	False	3.873766306591509
SC_RS09415	Other regulatory	0	1592083	1.22005454545455	False	-2.693065455553428
SC_RS09420	Other regulatory	0	1592381	1.22005454545455	False	-1.05479477317521
SC_RS09425	Other regulatory	0	1593516	1.22005454545455	True	-1.8852822743135569
SC_RS09575	Other regulatory	0	1626785	1.21952727272727	False	-0.1665697526983641
SC_RS09690	Other regulatory	0	1650377	1.16997272727273	False	1.3124556091783328
SC_RS09835	Sigma factor	0	1674773	1.02367272727273	False	3.559311712441188
SC_RS09855	TetR	0	1679229	0.986763636363636	False	-2.4728275383525715
SC_RS09895	Repressor	0	1687155	1.04408181818182	False	-0.6179024211187185
SC_RS09980	Other regulatory	0	1703856	1.12659090909091	False	-1.6517194609883254
SC_RS09995	Sensor kinase	0	1709248	1.10822727272727	False	-0.6615646052706855
SC_RS10080	GntR	0	1726192	1.13048181818182	False	-0.5599309695917009
SC_RS10090	LysR	0	1729404	1.13048181818182	True	-2.332742571167738
SC_RS10105	HTH (other)	0	1731885	1.15889090909091	False	0.7134181602977548
SC_RS10160	Sensor kinase	0	1744680	1.11191818181818	True	10.4971485185914
SC_RS10190	HTH (other)	0	1751160	1.08202727272727	False	0.7996486375081046
SC_RS10195	HTH (other)	0	1752132	1.08202727272727	False	0.5538707549857117
SC_RS10220	LacI	0	1756624	1.04867272727273	False	0.7892349412930391
SC_RS10280	Response regulator	0	1769156	0.993909090909091	False	-0.1286752955156062
SC_RS10300	IclR	0	1776737	0.913963636363636	False	0.2105562944714867
SC_RS10320	Other regulatory	0	1782041	0.910590909090909	False	-0.1332324471539547
SC_RS10405	GntR	0	1798424	0.893927272727273	False	-0.3236418329942345
SC_RS10435	TetR	0	1805076	0.878581818181818	False	1.7289097130718962
SC_RS10470	TetR	0	1811224	0.864954545454545	False	-0.2695784113731092
SC_RS10500	Activator	0	1818878	0.874872727272727	False	0.6242426317153026
SC_RS10510	TetR	0	1820108	0.890127272727273	False	-0.9197404305181168
SC_RS10525	TetR	0	1821800	0.890127272727273	False	-0.0403495157874718
SC_RS10530	ArsR	0	1822505	0.890127272727273	False	0.4200450762205345
SC_RS10575	TetR	0	1834906	0.924481818181818	False	-0.525619438019548
SC_RS10590	GntR	0	1837136	0.950127272727273	False	-0.2723150489539294
SC_RS10600	TetR	0	1839798	0.950127272727273	False	0.2966461996982341
SC_RS10620	Sigma factor	0	1843034	0.980272727272727	False	0.4500686343813912
SC_RS10625	Sigma factor	0	1843573	0.980272727272727	False	0.5894379158580678
SC_RS10650	GntR	0	1848777	0.965245454545455	False	0.3167615741544625
SC_RS10690	MarR	0	1854524	0.989927272727273	False	-0.9249908601902612
SC_RS10730	Sensor kinase	0	1863882	1.04893636363636	False	0.2936678654421161
SC_RS10735	Response regulator	0	1865045	1.06323636363636	False	0.7624098181580469
SC_RS10880	TetR	0	1895778	1.0347	False	0.2587737584567641
SC_RS10900	Other regulatory	0	1901295	1.00878181818182	False	-0.5252530335273791
SC_RS10960	TetR	0	1915205	1.01230909090909	False	-2.4002125545368926
SC_RS11030	Response regulator	0	1929652	1.07857272727273	False	-0.0407721930778691
SC_RS11035	Sensor kinase	0	1930823	1.1289	False	-0.3567567096233709
SC_RS11090	GntR	0	1942957	1.21954545454545	True	-2.4417335587764044
SC_RS11225	HTH (other)	0	1967457	1.15679090909091	False	4.5598935667318585
SC_RS11390	IclR	0	2006250	0.858609090909091	False	-1.594216831330721
SC_RS11410	Sigma factor	0	2009469	0.858609090909091	False	-1.2152711716445304
SC_RS11480	GntR	0	2025415	1.03155454545455	False	-0.5863080449661612
SC_RS11515	DeoR	0	2031485	1.05869090909091	False	1.3069071437293096
SC_RS11550	TetR	0	2038841	1.08386363636364	False	-0.7167714466850531
SC_RS11595	TetR	0	2048212	1.09685454545455	False	0.9621694831733594
SC_RS11615	TetR	0	2051513	1.09447272727273	False	1.1983431369128177
SC_RS11620	TetR	0	2052116	1.09447272727273	False	0.5176991416206476
SC_RS11665	HTH (other)	0	2059132	1.06846363636364	False	0.3931407418762849
SC_RS11780	Other regulatory	0	2085567	1.00388181818182	False	-0.3149523524804227
SC_RS11810	LacI	0	2091825	1.00905454545455	False	-0.1586380844724247
SC_RS11925	HTH (other)	0	2118766	1.05307272727273	False	-0.3773227941484326
SC_RS12005	TetR	0	2131341	1.032	False	2.342123461012669
SC_RS12095	Response regulator	0	2155779	1.17590909090909	False	-0.3758406132605544
SC_RS12270	ArsR	0	2196709	1.38013636363636	False	-0.504119817838419
SC_RS12415	Other regulatory	0	2226683	1.45694545454545	False	0.1501744106888396
SC_RS12540	TetR	0	2257287	1.32312727272727	False	-1.5903492218499955
SC_RS12550	Other regulatory	0	2260936	1.33041818181818	False	0.7157076226672633
SC_RS12555	TetR	0	2261916	1.33041818181818	False	1.1709623200672856
SC_RS12565	Other regulatory	0	2263246	1.33041818181818	False	-0.319994432494782
SC_RS12645	Response regulator	0	2281440	1.36898181818182	False	-0.4512524135328378
SC_RS12650	Sensor kinase	0	2282674	1.36898181818182	True	-1.082981617867327
SC_RS12675	ROK	0	2286936	1.3536	False	-1.259521699072848
SC_RS12745	Lrp	0	2301552	1.31892727272727	False	0.4956689769917444
SC_RS12755	Sensor kinase	0	2302365	1.31892727272727	False	-0.281185503180341
SC_RS12760	Response regulator	0	2303726	1.31892727272727	True	0.0859218504176399
SC_RS12805	Response regulator	0	2314453	1.3303	False	2.1935946969463735
SC_RS12865	Response regulator	0	2330315	1.18266363636364	False	-0.1917678736915759
SC_RS12870	Sensor kinase	0	2331562	1.18266363636364	False	0.3624581058940449
SC_RS12950	GntR	0	2347778	1.06578181818182	False	0.1300448292815365
SC_RS12960	HTH (other)	0	2351510	1.05055454545455	False	-0.8803507852391097
SC_RS13040	HTH (other)	0	2367728	0.978990909090909	False	1.1184701124315022
SC_RS13055	HTH (other)	0	2369767	0.978990909090909	False	-1.0196349081247655
SC_RS13080	MarR	0	2373706	0.9727	False	-1.176980209290797
SC_RS13095	HTH (other)	0	2376676	0.987754545454545	False	3.2391391537497167
SC_RS13105	Sensor kinase	0	2378415	0.987754545454545	False	0.1740463422357375
SC_RS13110	Response regulator	0	2379677	0.987754545454545	False	0.7026718820417603
SC_RS13125	TetR	0	2382653	0.970463636363636	False	1.0679047821279013
SC_RS13145	TetR	0	2387313	0.979981818181818	False	-2.60408418536578
SC_RS13190	LacI	0	2400651	1.03756363636364	False	-2.6587528765760107
SC_RS13245	TetR	0	2412355	1.01168181818182	False	-2.2129166190388716
SC_RS13260	HTH (other)	0	2416084	1.02958181818182	False	3.3663418540859613
SC_RS13290	HTH (other)	0	2420483	1.06396363636364	False	0.0608048760213377
SC_RS13320	Other regulatory	0	2430201	1.04172727272727	False	-0.3773673343662351
SC_RS13425	TetR	0	2450291	1.11753636363636	False	-1.0387231218797262
SC_RS13430	Response regulator	0	2451016	1.11753636363636	False	-0.9623696723215917
SC_RS13500	AraC	0	2465058	1.16011818181818	False	0.6234817397491822
SC_RS13505	MerR	0	2465169	1.16011818181818	False	0.9337403745589276
SC_RS13565	Sensor kinase	0	2475740	1.15458181818182	False	0.4613973102298433
SC_RS13570	Response regulator	0	2477055	1.15458181818182	False	-0.2386412437147756
SC_RS13625	TetR	0	2490268	1.11841818181818	False	-3.676026147414828
SC_RS13675	Other regulatory	0	2500565	1.11434545454545	False	-0.5369601164110699
SC_RS13685	MarR	0	2501697	1.11434545454545	False	-0.3417068151357726
SC_RS13825	Response regulator	0	2526708	1.01288181818182	False	0.2954205177531505
SC_RS13830	Sensor kinase	0	2527841	1.01288181818182	True	0.1551476631430388
SC_RS13905	TetR	0	2544733	0.942936363636364	True	-0.003092793300663
SC_RS13925	MerR	0	2549293	0.927872727272727	False	2.0981626733944214
SC_RS13940	HTH (other)	0	2550901	0.900981818181818	False	1.9329857117297928
SC_RS13965	Other regulatory	0	2558045	0.886963636363636	False	-1.3457214719384083
SC_RS14025	MarR	0	2570030	0.823609090909091	False	0.2031974271377919
SC_RS14165	HTH (other)	0	2600318	0.986509090909091	False	3.9154492499711857
SC_RS14235	IclR	0	2619420	0.997236363636363	False	-0.8787910467248727
SC_RS14245	GntR	0	2620881	0.992336363636364	False	-0.9839733105279588
SC_RS14295	Sensor kinase	0	2638132	0.966927272727273	False	0.1926478495523862
SC_RS14375	Sigma factor	0	2654327	0.936663636363636	False	-0.7841611672419613
SC_RS14425	LysR	0	2666940	0.960672727272727	True	-0.3237729340935993
SC_RS14455	HTH (other)	0	2671941	0.9698	False	3.990337584269753
SC_RS14495	TetR	0	2680340	1.00498181818182	False	0.2172356621312726
SC_RS14555	HTH (other)	0	2699575	1.07560909090909	False	1.2367478968388692
SC_RS14590	Other regulatory	0	2706801	1.12782727272727	False	0.2684753890373882
SC_RS14615	HTH (other)	0	2709485	1.12782727272727	False	6.092668182947945
SC_RS14635	Response regulator	0	2713435	1.12428181818182	False	3.933775298413101
SC_RS14640	Sensor kinase	0	2714709	1.12428181818182	False	3.270367719518872
SC_RS14725	Other regulatory	0	2733319	1.25462727272727	False	-0.7616220063997272
SC_RS14735	HTH (other)	0	2735252	1.31414545454545	False	0.8666976645231068
SC_RS14770	IclR	0	2742662	1.32779090909091	False	-0.1518813967867011
SC_RS14825	Repressor	0	2756023	1.30367272727273	False	-1.044164842858697
SC_RS14890	Other regulatory	0	2773509	1.39343636363636	False	-2.0105519076520997
SC_RS15140	TetR	0	2838671	1.27392727272727	True	-1.063467177593841
SC_RS15270	Sigma factor	0	2870568	1.24839090909091	False	-1.718484135527773
SC_RS15295	LysR	0	2877352	1.2734	False	-1.919461075886158
SC_RS15310	MarR	0	2879447	1.2734	False	-1.77383748861616
SC_RS15335	Other regulatory	0	2884084	1.22502727272727	False	-1.5646365908289377
SC_RS15360	ROK	0	2888309	1.17495454545455	False	-1.5708917691090083
SC_RS15485	TetR	0	2920569	1.0094	False	-1.633740595502153
SC_RS15495	Other regulatory	0	2924985	1.0094	False	-0.3940206184391142
SC_RS15515	HTH (other)	0	2930719	0.995436363636364	False	-1.5827249334929254
SC_RS15725	HTH (other)	0	2975426	1.07037272727273	False	0.0320726027281723
SC_RS15755	LysR	0	2980555	1.08480909090909	False	0.4154366638885007
SC_RS15795	Sigma factor	0	2989145	1.06375454545455	False	0.3350555672221927
SC_RS15810	LacI	0	2990408	1.07860909090909	False	-1.3714511419142328
SC_RS15850	LacI	0	2999879	1.13720909090909	True	-0.8557136270428685
SC_RS15870	LysR	0	3003658	1.1076	False	-0.8118953385157253
SC_RS15920	TetR	0	3019491	1.16895454545455	False	1.7200093967983034
SC_RS15960	Other regulatory	0	3027416	1.19709090909091	False	-1.4558761315398885
SC_RS16045	HTH (other)	0	3047135	1.28	False	0.2855693917650436
SC_RS16060	LacI	0	3050892	1.23623636363636	True	-0.6934597498605036
SC_RS16090	Sensor kinase	0	3059226	1.24647272727273	True	1.111192488293643
SC_RS16095	Response regulator	0	3059927	1.24647272727273	False	1.2286063475604352
SC_RS16145	ArsR	0	3070556	1.20319090909091	False	-0.4866504761710769
SC_RS16165	TetR	0	3073685	1.20319090909091	False	-1.4534602602806237
SC_RS16255	IclR	0	3090979	1.10901818181818	False	2.6017573397032967
SC_RS16305	LysR	0	3101313	1.09248181818182	False	0.5941385457150125
SC_RS16325	GntR	0	3104948	1.09248181818182	False	-2.5904476267344374
SC_RS16330	ROK	0	3106233	1.09970909090909	False	-1.7020606949795536
SC_RS16365	HTH (other)	0	3111885	1.11766363636364	False	-0.6129902178245757
SC_RS16395	PadR	0	3116334	1.11509090909091	False	-1.7412503091118272
SC_RS16420	HTH (other)	0	3122091	1.12958181818182	True	-0.6378221525205899
SC_RS16445	HTH (other)	0	3124417	1.12958181818182	False	0.5907186038342439
SC_RS16475	MerR	0	3129646	1.13085454545455	True	0.0504358950090346
SC_RS16720	Other regulatory	0	3175140	1.34781818181818	False	0.2048375575204512
SC_RS16730	TetR	0	3177140	1.34781818181818	False	-0.1668985992533252
SC_RS16740	Lrp	0	3179891	1.34781818181818	False	-1.2149716852184476
SC_RS16775	IclR	0	3187042	1.50150909090909	False	-0.6863898799164236
SC_RS16855	Other regulatory	0	3206684	1.38647272727273	False	-1.6542997259922183
SC_RS16870	Anti-sigma	0	3212094	1.33618181818182	True	1.1926883458951565
SC_RS16875	Sigma factor	0	3212678	1.33618181818182	False	1.954392305951057
SC_RS16920	LysR	0	3225055	1.35485454545455	True	-2.146393632076846
SC_RS17040	MarR	0	3257116	1.42159090909091	False	-0.8971773783586984
SC_RS17075	TetR	0	3262273	1.47333636363636	False	-2.853029374803972
SC_RS17135	HTH (other)	0	3280662	1.58918181818182	False	-1.7096121261829431
