gene,operonID
SCO0214,145
SCO0215,146
SCO0216,147
SCO0217,147
SCO0218,147
SCO0219,147
SCO0220,147
SCO0221,148
SCO0222,149
SCO0223,149
SCO0224,150
SCO0225,150
SCO0226,151
SCO0227,152
SCO0228,153
SCO0229,154
SCO0230,154
SCO0231,155
SCO0232,156
SCO0233,157
SCO0234,158
SCO0235,158
SCO0236,159
SCO0237,160
SCO0238,161
SCO0239,162
SCO0240,163
SCO0241,164
SCO0242,165
SCO0243,165
SCO0244,166
SCO0245,167
SCO0246,167
SCO0247,168
SCO0248,169
SCO0249,170
SCO0250,171
SCO0251,172
SCO0252,173
SCO0253,174
SCO0254,175
SCO0255,176
SCO0256,177
SCO0257,177
SCO0258,177
SCO0259,177
SCO0260,178
SCO0261,179
SCO0262,180
SCO0263,181
SCO0264,182
SCO0265,183
SCO0266,184
SCO0267,185
SCO0268,186
SCO0269,187
SCO0270,187
SCO0271,188
SCO0272,188
SCO0273,188
SCO0274,189
SCO0275,190
SCO0276,190
SCO0277,191
SCO0278,192
SCO0279,193
SCO0280,194
SCO0281,194
SCO0282,195
SCO0283,196
SCO0284,197
SCO0285,198
SCO0286,199
SCO0287,200
SCO0288,201
SCO0289,201
SCO0290,202
SCO0291,202
SCO0292,202
SCO0293,203
SCO0294,204
SCO0295,205
SCO0296,206
SCO0297,207
SCO0298,208
SCO0299,209
SCO0300,210
SCO0301,211
SCO0302,212
SCO0303,212
SCO0304,213
SCO0305,214
SCO0306,215
SCO0307,216
SCO0308,217
SCO0309,218
SCO0310,219
SCO0311,220
SCO0312,220
SCO0313,221
SCO0314,221
SCO0315,222
SCO0316,223
SCO0317,224
SCO0318,225
SCO0319,226
SCO0320,227
SCO0321,227
SCO0322,228
SCO0323,229
SCO0324,229
SCO0325,230
SCO0326,231
SCO0328,231
SCO0329,232
SCO0330,233
SCO0331,233
SCO0332,234
SCO0333,235
SCO0334,236
SCO0335,236
SCO0336,237
SCO0337,238
SCO0338,239
SCO0339,240
SCO0340,241
SCO0341,242
SCO0342,242
SCO0343,243
SCO0344,244
SCO0345,245
SCO0346,246
SCO0347,246
SCO0348,246
SCO0349,246
SCO0350,246
SCO0351,246
SCO0352,247
SCO0353,247
SCO0354,247
SCO0355,247
SCO0356,248
SCO0357,249
SCO0358,250
SCO0359,250
SCO0360,251
SCO0361,252
SCO0362,253
SCO0363,253
SCO0364,253
SCO0365,253
SCO0366,253
SCO0367,254
SCO0368,255
SCO0369,256
SCO0370,257
SCO0371,258
SCO0372,258
SCO0373,258
SCO0374,259
SCO0375,260
SCO0376,261
SCO0377,262
SCO0378,262
SCO0379,263
SCO0380,263
SCO0381,264
SCO0382,264
SCO0383,264
SCO0384,264
SCO0385,264
SCO0386,264
SCO0387,264
SCO0388,264
SCO0389,264
SCO0390,264
SCO0391,264
SCO0392,264
SCO0393,264
SCO0394,264
SCO0395,264
SCO0396,264
SCO0397,264
SCO0398,264
SCO0399,264
SCO0400,264
SCO0401,264
SCO0402,265
SCO0403,266
SCO0404,267
SCO0405,268
SCO0406,269
SCO0407,269
SCO0408,269
SCO0409,270
SCO0410,271
SCO0411,272
SCO0412,272
SCO0413,273
SCO0414,274
SCO0415,275
SCO0416,276
SCO0417,277
SCO0418,278
SCO0419,279
SCO0420,280
SCO0421,281
SCO0422,281
SCO0423,282
SCO0424,283
SCO0425,284
SCO0426,285
SCO0427,286
SCO0428,287
SCO0429,288
SCO0430,289
SCO0431,290
SCO0432,291
SCO0433,292
SCO0434,293
SCO0435,293
SCO0436,294
SCO0437,295
SCO0438,295
SCO0439,295
SCO0440,295
SCO0441,296
SCO0442,296
SCO0443,296
SCO0444,297
SCO0445,298
SCO0446,298
SCO0447,299
SCO0448,300
SCO0449,300
SCO0450,301
SCO0451,301
SCO0452,302
SCO0453,303
SCO0454,303
SCO0455,303
SCO0456,303
SCO0457,304
SCO0458,304
SCO0459,305
SCO0460,306
SCO0461,307
SCO0462,308
SCO0463,309
SCO0464,310
SCO0465,310
SCO0466,311
SCO0467,311
SCO0468,312
SCO0469,313
SCO0470,313
SCO0471,313
SCO0472,314
SCO0473,314
SCO0474,314
SCO0475,314
SCO0476,315
SCO0477,316
SCO0478,317
SCO0479,318
SCO0480,319
SCO0481,320
SCO0482,321
SCO0483,322
SCO0484,323
SCO0485,324
SCO0486,325
SCO0487,326
SCO0488,326
SCO0489,327
SCO0490,328
SCO0491,329
SCO0492,329
SCO0493,329
SCO0494,329
SCO0495,329
SCO0496,329
SCO0497,329
SCO0498,329
SCO0499,330
SCO0500,331
SCO0501,332
SCO0502,333
SCO0503,334
SCO0504,335
SCO0505,336
SCO0506,337
SCO0507,338
SCO0508,339
SCO0509,340
SCO0510,341
SCO0511,342
SCO0512,343
SCO0513,344
SCO0514,345
SCO0515,346
SCO0516,346
SCO0517,347
SCO0518,347
SCO0519,348
SCO0520,349
SCO0521,349
SCO0522,350
SCO0523,351
SCO0524,352
SCO0525,353
SCO0526,354
SCO0527,355
SCO0528,356
SCO0529,357
SCO0530,358
SCO0531,359
SCO0532,359
SCO0533,359
SCO0534,360
SCO0535,360
SCO0536,361
SCO0537,362
SCO0538,363
SCO0539,363
SCO0540,363
SCO0541,363
SCO0542,364
SCO0543,365
SCO0544,365
SCO0545,366
SCO0546,367
SCO0547,368
SCO0548,368
SCO0549,368
SCO0550,369
SCO0551,370
SCO0552,370
SCO0553,371
SCO0554,372
SCO0555,373
SCO0556,374
SCO0557,375
SCO0558,376
SCO0559,377
SCO0560,378
SCO0561,378
SCO0562,379
SCO0563,380
SCO0564,381
SCO0565,381
SCO0566,381
SCO0567,382
SCO0568,383
SCO0569,384
SCO0570,384
SCO0571,385
SCO0572,385
SCO0573,385
SCO0574,386
SCO0575,387
SCO0576,388
SCO0577,388
SCO0578,388
SCO0579,388
SCO0580,388
SCO0581,388
SCO0582,389
SCO0583,390
SCO0584,391
SCO0585,391
SCO0586,391
SCO0587,391
SCO0588,391
SCO0589,392
SCO0590,393
SCO0591,394
SCO0592,395
SCO0593,396
SCO0594,397
SCO0595,398
SCO0596,399
SCO0597,400
SCO0598,401
SCO0599,401
SCO0600,402
SCO0601,403
SCO0602,404
SCO0603,404
SCO0604,405
SCO0605,406
SCO0606,407
SCO0607,408
SCO0608,408
SCO0609,409
SCO0610,410
SCO0611,410
SCO0612,411
SCO0613,411
SCO0614,412
SCO0615,413
SCO0616,414
SCO0617,414
SCO0618,415
SCO0619,415
SCO0620,416
SCO0621,417
SCO0622,418
SCO0623,418
SCO0624,419
SCO0625,420
SCO0626,420
SCO0627,420
SCO0628,421
SCO0629,422
SCO0630,423
SCO0631,424
SCO0632,425
SCO0633,425
SCO0634,426
SCO0635,427
SCO0636,428
SCO0637,429
SCO0638,430
SCO0639,431
SCO0640,431
SCO0641,432
SCO0642,433
SCO0643,434
SCO0644,435
SCO0645,436
SCO0646,437
SCO0647,438
SCO0648,439
SCO0649,440
SCO0650,440
SCO0651,440
SCO0652,440
SCO0653,440
SCO0654,440
SCO0655,440
SCO0656,440
SCO0657,440
SCO0658,440
SCO0659,441
SCO0660,442
SCO0661,442
SCO0662,442
SCO0663,442
SCO0664,442
SCO0665,443
SCO0666,444
SCO0667,445
SCO0668,446
SCO0669,447
SCO0670,447
SCO0671,448
SCO0672,449
SCO0673,450
SCO0674,451
SCO0675,452
SCO0676,453
SCO0677,454
SCO0678,455
SCO0679,456
SCO0680,457
SCO0681,458
SCO0682,459
SCO0683,459
SCO0684,459
SCO0685,459
SCO0686,460
SCO0687,461
SCO0688,462
SCO0689,463
SCO0690,463
SCO0691,463
SCO0692,464
SCO0693,465
SCO0694,466
SCO0695,466
SCO0696,467
SCO0697,468
SCO0698,469
SCO0699,470
SCO0700,471
SCO0701,472
SCO0702,472
SCO0703,473
SCO0704,473
SCO0705,474
SCO0706,475
SCO0707,475
SCO0708,475
SCO0709,475
SCO0710,475
SCO0711,476
SCO0712,477
SCO0713,478
SCO0714,479
SCO0715,480
SCO0716,481
SCO0717,482
SCO0718,483
SCO0719,484
SCO0720,485
SCO0721,486
SCO0722,486
SCO0723,487
SCO0724,488
SCO0725,489
SCO0726,490
SCO0727,490
SCO0728,491
SCO0729,492
SCO0730,493
SCO0731,493
SCO0732,494
SCO0733,495
SCO0734,496
SCO0735,497
SCO0736,498
SCO0737,499
SCO0738,500
SCO0739,501
SCO0740,502
SCO0741,502
SCO0742,503
SCO0743,504
SCO0744,505
SCO0745,506
SCO0746,507
SCO0747,508
SCO0748,509
SCO0749,510
SCO0750,511
SCO0751,512
SCO0752,513
SCO0753,514
SCO0754,515
SCO0755,515
SCO0756,515
SCO0757,515
SCO0758,515
SCO0759,516
SCO0760,516
SCO0761,516
SCO0762,517
SCO0763,518
SCO0764,519
SCO0765,520
SCO0766,520
SCO0767,521
SCO0768,522
SCO0769,523
SCO0770,524
SCO0771,524
SCO0772,525
SCO0773,526
SCO0774,526
SCO0775,527
SCO0776,528
SCO0777,529
SCO0778,529
SCO0779,530
SCO0780,531
SCO0781,532
SCO0782,533
SCO0783,534
SCO0784,534
SCO0785,535
SCO0786,536
SCO0787,537
SCO0788,538
SCO0789,539
SCO0790,540
SCO0791,541
SCO0792,542
SCO0793,543
SCO0794,544
SCO0795,545
SCO0796,546
SCO0797,547
SCO0798,547
SCO0799,548
SCO0800,549
SCO0801,550
SCO0802,551
SCO0803,552
SCO0804,553
SCO0805,554
SCO0806,555
SCO0807,556
SCO0808,556
SCO0809,557
SCO0810,557
SCO0811,557
SCO0812,558
SCO0813,559
SCO0814,559
SCO0815,559
SCO0816,559
SCO0817,559
SCO0818,560
SCO0819,560
SCO0820,561
SCO0821,562
SCO0822,562
SCO0823,563
SCO0824,563
SCO0825,563
SCO0826,563
SCO0827,564
SCO0828,565
SCO0829,566
SCO0830,567
SCO0831,567
SCO0832,567
SCO0833,567
SCO0834,567
SCO0835,568
SCO0836,569
SCO0837,570
SCO0838,571
SCO0839,572
SCO0840,573
SCO0841,574
SCO0842,575
SCO0843,576
SCO0844,576
SCO0845,576
SCO0846,577
SCO0847,578
SCO0848,579
SCO0849,579
SCO0850,580
SCO0851,581
SCO0852,581
SCO0853,582
SCO0854,583
SCO0855,584
SCO0856,585
SCO0857,586
SCO0858,587
SCO0859,588
SCO0860,588
SCO0861,588
SCO0862,589
SCO0863,589
SCO0864,590
SCO0865,591
SCO0866,591
SCO0867,592
SCO0868,593
SCO0869,594
SCO0870,595
SCO0871,595
SCO0872,595
SCO0873,596
SCO0874,597
SCO0875,597
SCO0876,598
SCO0877,599
SCO0878,600
SCO0879,600
SCO0880,601
SCO0881,602
SCO0882,603
SCO0883,604
SCO0884,605
SCO0885,606
SCO0886,607
SCO0887,607
SCO0888,608
SCO0889,609
SCO0890,610
SCO0891,611
SCO0892,612
SCO0893,613
SCO0894,613
SCO0895,614
SCO0896,615
SCO0897,616
SCO0898,617
SCO0899,618
SCO0900,619
SCO0901,620
SCO0902,621
SCO0903,622
SCO0904,622
SCO0905,623
SCO0906,624
SCO0907,624
SCO0908,625
SCO0909,626
SCO0910,627
SCO0911,627
SCO0912,627
SCO0913,627
SCO0914,628
SCO0915,629
SCO0916,630
SCO0917,631
SCO0918,631
SCO0919,632
SCO0920,633
SCO0921,633
SCO0922,634
SCO0923,634
SCO0924,634
SCO0925,635
SCO0926,636
SCO0927,637
SCO0928,638
SCO0929,638
SCO0930,639
SCO0931,640
SCO0932,640
SCO0933,641
SCO0934,642
SCO0935,643
SCO0936,644
SCO0937,645
SCO0938,646
SCO0939,647
SCO0940,648
SCO0941,649
SCO0942,650
SCO0943,651
SCO0944,652
SCO0945,653
SCO0946,654
SCO0947,655
SCO0948,656
SCO0949,657
SCO0950,657
SCO0951,657
SCO0952,657
SCO0953,658
SCO0954,659
SCO0955,659
SCO0956,660
SCO0957,661
SCO0958,662
SCO0959,663
SCO0960,664
SCO0961,665
SCO0962,665
SCO0963,665
SCO0964,666
SCO0965,667
SCO0966,668
SCO0967,669
SCO0968,670
SCO0969,671
SCO0970,671
SCO0971,672
SCO0972,673
SCO0973,674
SCO0974,675
SCO0975,676
SCO0976,677
SCO0977,677
SCO0978,678
SCO0979,679
SCO0980,680
SCO0981,681
SCO0982,682
SCO0983,682
SCO0984,682
SCO0985,683
SCO0986,684
SCO0987,685
SCO0988,686
SCO0989,687
SCO0990,688
SCO0991,689
SCO0992,689
SCO0993,689
SCO0994,689
SCO0995,689
SCO0996,690
SCO0997,690
SCO0998,690
SCO0999,691
SCO1000,692
SCO1001,693
SCO1002,694
SCO1003,695
SCO1004,696
SCO1005,697
SCO1006,698
SCO1007,699
SCO1008,700
SCO1009,701
SCO1010,702
SCO1011,703
SCO1012,704
SCO1013,705
SCO1014,706
SCO1015,706
SCO1016,707
SCO1017,708
SCO1018,709
SCO1019,710
SCO1020,711
SCO1021,712
SCO1022,713
SCO1023,714
SCO1024,715
SCO1025,716
SCO1026,717
SCO1027,718
SCO1028,719
SCO1029,720
SCO1030,721
SCO1031,722
SCO1032,722
SCO1033,722
SCO1034,723
SCO1035,723
SCO1036,723
SCO1037,724
SCO1038,725
SCO1039,726
SCO1040,727
SCO1041,728
SCO1042,729
SCO1043,730
SCO1044,731
SCO1045,732
SCO1046,732
SCO1047,733
SCO1048,734
SCO1049,735
SCO1050,736
SCO1051,736
SCO1052,737
SCO1053,738
SCO1054,739
SCO1055,740
SCO1056,741
SCO1057,741
SCO1058,741
SCO1059,742
SCO1060,743
SCO1061,744
SCO1062,745
SCO1063,746
SCO1064,746
SCO1065,746
SCO1066,747
SCO1067,748
SCO1068,749
SCO1069,750
SCO1070,751
SCO1071,751
SCO1072,752
SCO1073,753
SCO1074,754
SCO1075,755
SCO1076,756
SCO1077,757
SCO1078,758
SCO1079,759
SCO1080,760
SCO1081,761
SCO1082,761
SCO1083,762
SCO1084,763
SCO1085,764
SCO1086,765
SCO1087,766
SCO1088,766
SCO1089,766
SCO1090,767
SCO1091,768
SCO1092,769
SCO1093,770
SCO1094,771
SCO1095,772
SCO1096,773
SCO1097,773
SCO1098,774
SCO1099,774
SCO1100,775
SCO1101,776
SCO1102,777
SCO1103,778
SCO1104,779
SCO1105,780
SCO1106,781
SCO1107,782
SCO1108,783
SCO1109,784
SCO1110,785
SCO1111,786
SCO1112,787
SCO1113,788
SCO1114,789
SCO1115,789
SCO1116,790
SCO1117,791
SCO1118,792
SCO1119,793
SCO1120,793
SCO1121,794
SCO1122,795
SCO1123,796
SCO1124,797
SCO1125,798
SCO1126,798
SCO1127,799
SCO1128,799
SCO1129,800
SCO1130,800
SCO1131,801
SCO1132,801
SCO1133,801
SCO1134,801
SCO1135,802
SCO1136,803
SCO1137,803
SCO1138,804
SCO1139,804
SCO1140,804
SCO1141,805
SCO1142,806
SCO1143,807
SCO1144,808
SCO1145,809
SCO1146,810
SCO1147,811
SCO1148,811
SCO1149,812
SCO1150,813
SCO1151,814
SCO1152,815
SCO1153,815
SCO1154,816
SCO1155,817
SCO1156,818
SCO1157,819
SCO1158,819
SCO1159,819
SCO1160,819
SCO1161,819
SCO1162,820
SCO1163,821
SCO1164,822
SCO1165,823
SCO1166,824
SCO1167,825
SCO1168,825
SCO1169,826
SCO1170,827
SCO1171,828
SCO1172,829
SCO1173,830
SCO1174,831
SCO1175,832
SCO1176,833
SCO1177,834
SCO1178,835
SCO1179,836
SCO1180,837
SCO1181,838
SCO1182,838
SCO1183,839
SCO1184,839
SCO1185,839
SCO1186,840
SCO1187,841
SCO1188,842
SCO1189,843
SCO1190,844
SCO1191,845
SCO1192,846
SCO1193,847
SCO1194,848
SCO1195,849
SCO1196,850
SCO1197,851
SCO1198,851
SCO1199,851
SCO1200,852
SCO1201,853
SCO1202,854
SCO1203,854
SCO1204,855
SCO1205,856
SCO1206,857
SCO1207,857
SCO1208,857
SCO1209,858
SCO1210,859
SCO1211,860
SCO1212,861
SCO1213,861
SCO1214,862
SCO1215,863
SCO1216,863
SCO1217,864
SCO1218,864
SCO1219,865
SCO1220,865
SCO1221,866
SCO1222,867
SCO1223,867
SCO1224,868
SCO1225,869
SCO1226,870
SCO1227,871
SCO1228,872
SCO1229,872
SCO1230,873
SCO1231,874
SCO1232,874
SCO1233,874
SCO1234,874
SCO1235,874
SCO1236,874
SCO1237,875
SCO1238,876
SCO1239,876
SCO1240,877
SCO1241,878
SCO1242,879
SCO1243,880
SCO1244,881
SCO1245,881
SCO1246,881
SCO1247,882
SCO1248,883
SCO1249,883
SCO1250,884
SCO1251,885
SCO1252,885
SCO1253,886
SCO1254,887
SCO1255,888
SCO1256,889
SCO1257,890
SCO1258,890
SCO1259,891
SCO1260,891
SCO1261,892
SCO1262,893
SCO1263,894
SCO1264,895
SCO1265,896
SCO1266,897
SCO1267,897
SCO1268,898
SCO1269,898
SCO1270,898
SCO1271,898
SCO1272,898
SCO1273,899
SCO1274,900
SCO1275,900
SCO1276,901
SCO1277,902
SCO1278,903
SCO1279,903
SCO1280,904
SCO1281,905
SCO1282,905
SCO1283,905
SCO1284,906
SCO1285,906
SCO1286,907
SCO1287,907
SCO1288,907
SCO1289,908
SCO1290,909
SCO1291,910
SCO1292,910
SCO1293,911
SCO1294,912
SCO1295,913
SCO1296,914
SCO1297,915
SCO1298,915
SCO1299,916
SCO1300,917
SCO1301,917
SCO1302,918
SCO1303,919
SCO1304,920
SCO1305,921
SCO1306,921
SCO1307,922
SCO1308,923
SCO1309,924
SCO1310,925
SCO1311,926
SCO1312,927
SCO1313,928
SCO1314,929
SCO1315,930
SCO1316,931
SCO1317,932
SCO1318,933
SCO1319,934
SCO1320,935
SCO1321,936
SCO1322,937
SCO1323,938
SCO1324,939
SCO1325,940
SCO1326,941
SCO1327,942
SCO1328,943
SCO1329,944
SCO1330,944
SCO1331,945
SCO1332,946
SCO1333,947
SCO1334,948
SCO1335,949
SCO1336,950
SCO1337,951
SCO1338,951
SCO1339,952
SCO1340,953
SCO1341,954
SCO1342,955
SCO1343,956
SCO1344,957
SCO1345,958
SCO1346,958
SCO1347,959
SCO1348,960
SCO1349,960
SCO1350,961
SCO1351,962
SCO1352,963
SCO1353,964
SCO1354,965
SCO1355,965
SCO1356,966
SCO1357,966
SCO1358,967
SCO1359,968
SCO1360,969
SCO1361,970
SCO1362,971
SCO1363,971
SCO1364,972
SCO1365,973
SCO1366,974
SCO1367,974
SCO1368,974
SCO1369,975
SCO1370,975
SCO1371,976
SCO1372,977
SCO1373,978
SCO1374,979
SCO1375,980
SCO1376,981
SCO1377,982
SCO1378,983
SCO1379,984
SCO1380,985
SCO1381,986
SCO1382,987
SCO1383,988
SCO1384,988
SCO1385,988
SCO1386,988
SCO1387,988
SCO1388,989
SCO1389,990
SCO1390,991
SCO1391,991
SCO1392,992
SCO1393,993
SCO1394,994
SCO1395,995
SCO1396,996
SCO1397,997
SCO1398,997
SCO1399,998
SCO1400,999
SCO1401,999
SCO1402,999
SCO1403,1000
SCO1404,1001
SCO1405,1001
SCO1406,1002
SCO1407,1003
SCO1408,1004
SCO1409,1005
SCO1410,1006
SCO1411,1007
SCO1412,1007
SCO1413,1008
SCO1414,1009
SCO1415,1010
SCO1416,1011
SCO1417,1012
SCO1418,1013
SCO1419,1013
SCO1420,1014
SCO1421,1015
SCO1422,1016
SCO1423,1017
SCO1424,1018
SCO1425,1019
SCO1426,1020
SCO1427,1021
SCO1428,1022
SCO1429,1023
SCO1430,1024
SCO1431,1025
SCO1432,1025
SCO1433,1026
SCO1434,1027
SCO1435,1028
SCO1436,1028
SCO1437,1029
SCO1438,1030
SCO1439,1030
SCO1440,1031
SCO1441,1031
SCO1442,1031
SCO1443,1031
SCO1444,1032
SCO1445,1033
SCO1446,1034
SCO1447,1035
SCO1448,1036
SCO1449,1037
SCO1450,1038
SCO1451,1039
SCO1452,1040
SCO1453,1041
SCO1454,1042
SCO1455,1042
SCO1456,1043
SCO1457,1044
SCO1458,1045
SCO1459,1045
SCO1460,1046
SCO1461,1047
SCO1462,1048
SCO1463,1049
SCO1464,1050
SCO1465,1051
SCO1466,1051
SCO1467,1051
SCO1468,1052
SCO1469,1053
SCO1470,1054
SCO1471,1055
SCO1472,1056
SCO1473,1056
SCO1474,1057
SCO1475,1058
SCO1476,1059
SCO1477,1060
SCO1478,1061
SCO1479,1061
SCO1480,1061
SCO1481,1062
SCO1482,1062
SCO1483,1062
SCO1484,1062
SCO1485,1062
SCO1486,1062
SCO1487,1062
SCO1488,1062
SCO1489,1063
SCO1490,1064
SCO1491,1064
SCO1492,1065
SCO1493,1066
SCO1494,1067
SCO1495,1067
SCO1496,1067
SCO1497,1068
SCO1498,1069
SCO1499,1069
SCO1500,1069
SCO1501,1069
SCO1502,1069
SCO1503,1069
SCO1504,1070
SCO1505,1071
SCO1506,1072
SCO1507,1073
SCO1508,1074
SCO1509,1074
SCO1510,1075
SCO1511,1076
SCO1512,1076
SCO1513,1077
SCO1514,1077
SCO1515,1077
SCO1516,1077
SCO1517,1077
SCO1518,1078
SCO1519,1078
SCO1520,1078
SCO1521,1079
SCO1522,1079
SCO1523,1079
SCO1524,1080
SCO1525,1081
SCO1526,1081
SCO1527,1081
SCO1528,1082
SCO1529,1083
SCO1530,1084
SCO1531,1084
SCO1532,1085
SCO1533,1085
SCO1534,1086
SCO1535,1087
SCO1536,1088
SCO1537,1089
SCO1538,1089
SCO1539,1089
SCO1540,1090
SCO1541,1091
SCO1542,1092
SCO1543,1093
SCO1544,1094
SCO1545,1095
SCO1546,1096
SCO1547,1096
SCO1548,1097
SCO1549,1098
SCO1550,1099
SCO1551,1100
SCO1552,1101
SCO1553,1101
SCO1554,1102
SCO1555,1103
SCO1556,1104
SCO1557,1105
SCO1558,1105
SCO1559,1105
SCO1560,1106
SCO1561,1107
SCO1562,1107
SCO1563,1108
SCO1564,1109
SCO1565,1109
SCO1566,1110
SCO1567,1111
SCO1568,1111
SCO1569,1112
SCO1570,1112
SCO1571,1113
SCO1572,1113
SCO1573,1114
SCO1574,1114
SCO1575,1114
SCO1576,1115
SCO1577,1115
SCO1578,1115
SCO1579,1115
SCO1580,1115
SCO1581,1116
SCO1582,1117
SCO1583,1118
SCO1584,1119
SCO1585,1120
SCO1586,1121
SCO1587,1122
SCO1588,1123
SCO1589,1124
SCO1590,1125
SCO1591,1126
SCO1592,1127
SCO1593,1128
SCO1594,1129
SCO1595,1129
SCO1596,1130
SCO1597,1131
SCO1598,1131
SCO1599,1131
SCO1600,1131
SCO1601,1132
SCO1602,1133
SCO1603,1134
SCO1604,1135
SCO1605,1136
SCO1606,1137
SCO1607,1138
SCO1608,1138
SCO1609,1139
SCO1610,1140
SCO1611,1141
SCO1612,1141
SCO1613,1141
SCO1614,1142
SCO1615,1143
SCO1616,1144
SCO1617,1145
SCO1618,1146
SCO1619,1146
SCO1620,1147
SCO1621,1147
SCO1622,1148
SCO1623,1149
SCO1624,1150
SCO1625,1151
SCO1626,1152
SCO1627,1152
SCO1628,1152
SCO1629,1152
SCO1630,1152
SCO1631,1153
SCO1632,1153
SCO1633,1153
SCO1634,1154
SCO1635,1154
SCO1636,1154
SCO1637,1154
SCO1638,1155
SCO1639,1155
SCO1640,1156
SCO1641,1156
SCO1642,1157
SCO1643,1158
SCO1644,1158
SCO1645,1158
SCO1646,1158
SCO1647,1158
SCO1648,1159
SCO1649,1160
SCO1650,1161
SCO1651,1162
SCO1652,1163
SCO1653,1164
SCO1654,1164
SCO1655,1165
SCO1656,1166
SCO1657,1167
SCO1658,1168
SCO1659,1169
SCO1660,1169
SCO1661,1169
SCO1662,1170
SCO1663,1171
SCO1664,1172
SCO1665,1172
SCO1666,1173
SCO1667,1174
SCO1668,1175
SCO1669,1176
SCO1670,1177
SCO1671,1177
SCO1672,1178
SCO1673,1179
SCO1674,1180
SCO1675,1181
SCO1676,1182
SCO1677,1183
SCO1678,1184
SCO1679,1185
SCO1680,1186
SCO1681,1187
SCO1682,1187
SCO1683,1188
SCO1684,1189
SCO1685,1190
SCO1686,1190
SCO1687,1191
SCO1688,1191
SCO1689,1192
SCO1690,1192
SCO1691,1193
SCO1692,1193
SCO1693,1194
SCO1694,1195
SCO1695,1196
SCO1696,1196
SCO1697,1197
SCO1698,1198
SCO1699,1199
SCO1700,1199
SCO1701,1200
SCO1702,1201
SCO1703,1201
SCO1704,1202
SCO1705,1203
SCO1706,1204
SCO1707,1205
SCO1708,1206
SCO1709,1206
SCO1710,1206
SCO1711,1207
SCO1712,1208
SCO1713,1208
SCO1714,1208
SCO1715,1209
SCO1716,1210
SCO1717,1210
SCO1718,1211
SCO1719,1212
SCO1720,1212
